Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"February 9, 2015",40806854,"$9,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",19.21%,10+ years ,954xx,N/a,N/a,N/a,Deputy Sheriff,N/a,690-694,0,12/1971,$0.00,10,1,32,19,"$23,721.00",0,66.60%,n/a,0,19
"February 9, 2015",40806898,"$14,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,333 / month",8.68%,10+ years ,442xx,N/a,N/a,N/a,machinist,N/a,670-674,0,06/1997,$0.00,16,0,39,39,"$3,522.00",2,19.00%,47,0,39
"February 9, 2015",40816250,"$16,000",9.17%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,417 / month",23.21%,10+ years ,606xx,N/a,N/a,N/a,Supervisor,N/a,680-684,0,08/1988,$0.00,11,0,29,37,"$25,638.00",0,40.90%,n/a,1,n/a
"February 9, 2015",40816805,"$17,500",6.68%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,333 / month",8.70%,5 years ,331xx,N/a,N/a,N/a,Financial Advisor,N/a,685-689,0,04/1991,$0.00,8,0,26,28,"$11,672.00",0,65.60%,n/a,0,28
"February 9, 2015",40826435,"$14,000",16.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,583 / month",37.84%,5 years ,761xx,N/a,N/a,N/a,Supervisor Tech Ops Line Planning,N/a,680-684,0,03/2004,$0.00,14,0,41,n/a,"$13,264.00",0,55.70%,n/a,1,n/a
"February 9, 2015",40836495,"$12,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",15.18%,< 1 year ,207xx,N/a,N/a,N/a,bus driver,N/a,670-674,0,09/1983,$0.00,15,2,49,16,"$9,747.00",1,47.10%,6,0,21
"February 9, 2015",40836604,"$15,000",10.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,750 / month",14.91%,n/a,770xx,N/a,N/a,N/a,n/a,N/a,720-724,0,06/1994,$0.00,8,0,27,n/a,"$13,160.00",0,58.80%,n/a,1,n/a
"February 9, 2015",40836746,"$7,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",26.62%,10+ years ,481xx,N/a,N/a,N/a,System Administrator,N/a,710-714,0,02/1994,$0.00,18,0,38,61,"$118,496.00",0,44.10%,n/a,0,n/a
"February 9, 2015",40846699,"$24,000",8.18%,1.00%,Five years after issuance,Five years after issuance,OWN,"$6,667 / month",15.00%,8 years ,330xx,N/a,N/a,N/a,RN,N/a,680-684,0,09/2002,$0.00,20,1,45,4,"$31,511.00",0,36.10%,n/a,0,n/a
"February 9, 2015",40846738,"$15,000",9.17%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",22.29%,7 years ,342xx,N/a,N/a,N/a,Biologist,N/a,690-694,0,06/1998,$0.00,9,0,15,36,"$13,858.00",0,70.30%,n/a,0,n/a
"February 9, 2015",40846753,"$15,000",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",17.86%,n/a,985xx,N/a,N/a,N/a,n/a,N/a,700-704,0,02/2000,$0.00,9,0,18,n/a,"$3,229.00",1,28.30%,84,0,n/a
"February 9, 2015",40846792,"$11,200",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",10.84%,2 years ,554xx,N/a,N/a,N/a,Teacher,N/a,735-739,0,09/2006,$0.00,25,0,54,n/a,"$5,871.00",0,16.80%,n/a,1,n/a
"February 9, 2015",40846814,"$6,300",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",11.14%,n/a,750xx,N/a,N/a,N/a,n/a,N/a,675-679,0,08/1993,$0.00,14,0,26,n/a,"$11,839.00",0,57.50%,n/a,1,n/a
"February 9, 2015",40856219,"$32,000",19.52%,1.00%,Five years after issuance,Five years after issuance,RENT,"$6,208 / month",32.24%,1 year ,551xx,N/a,N/a,N/a,Scientist 2/TL,N/a,660-664,0,08/2006,$0.00,18,0,28,56,"$31,839.00",0,66.10%,n/a,3,n/a
"February 9, 2015",40856234,"$9,000",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,167 / month",18.67%,10+ years ,977xx,N/a,N/a,N/a,Millright,N/a,735-739,0,05/1989,$0.00,3,0,11,n/a,"$8,502.00",0,47.50%,n/a,1,n/a
"February 9, 2015",40856486,"$9,000",7.89%,1.00%,Three years after issuance,Five years after issuance,OWN,"$1,500 / month",27.20%,n/a,278xx,N/a,N/a,N/a,n/a,N/a,660-664,0,03/1970,$0.00,7,1,21,11,"$5,997.00",0,60.60%,n/a,0,65
"February 9, 2015",40856620,"$25,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$12,500 / month",25.02%,10+ years ,100xx,N/a,N/a,N/a,Program Manager,N/a,690-694,0,04/1985,$0.00,18,0,49,36,"$50,625.00",0,86.70%,n/a,0,36
"February 9, 2015",40856633,"$23,125",15.61%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,583 / month",23.07%,3 years ,495xx,N/a,N/a,N/a,Owner,N/a,690-694,0,04/2004,$0.00,26,15,48,19,"$3,503.00",0,10.70%,n/a,0,19
"February 9, 2015",40856685,"$18,000",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,625 / month",24.73%,7 years ,474xx,N/a,N/a,N/a,Minister,N/a,660-664,0,04/1998,$0.00,11,0,35,80,"$7,943.00",1,93.40%,71,0,n/a
"February 9, 2015",40866512,"$8,000",5.93%,1.00%,Three years after issuance,Five years after issuance,OWN,"$16,667 / month",1.36%,n/a,333xx,N/a,N/a,N/a,n/a,N/a,730-734,0,06/1997,$0.00,4,0,14,31,"$8,251.00",0,22.60%,n/a,2,31
"February 9, 2015",40866569,"$24,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",11.49%,n/a,921xx,N/a,N/a,N/a,n/a,N/a,690-694,0,03/1964,$0.00,15,0,51,n/a,"$24,046.00",1,58.80%,61,0,n/a
"February 9, 2015",40866636,"$19,000",9.17%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",11.41%,3 years ,216xx,N/a,N/a,N/a,Info. Technology Manager,N/a,695-699,0,09/1994,$0.00,11,1,32,13,"$18,099.00",0,115.30%,n/a,0,13
"February 9, 2015",40866645,"$16,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,083 / month",5.81%,8 years ,068xx,N/a,N/a,N/a,Developer,N/a,735-739,0,12/1998,$0.00,8,0,16,38,"$12,140.00",0,37.80%,n/a,0,38
"February 9, 2015",40866670,"$5,000",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",11.76%,8 years ,339xx,N/a,N/a,N/a,owner,N/a,660-664,0,08/1983,$0.00,17,0,58,62,"$8,094.00",1,37.50%,47,1,62
"February 9, 2015",40866690,"$14,000",9.17%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,000 / month",13.00%,1 year ,601xx,N/a,N/a,N/a,branch manager,N/a,670-674,0,07/2000,$0.00,5,0,24,44,"$8,768.00",0,79.00%,n/a,0,44
"February 9, 2015",40866872,"$16,575",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",24.85%,10+ years ,726xx,N/a,N/a,N/a,Owner,N/a,730-734,0,07/1997,$0.00,24,0,39,n/a,"$34,649.00",0,31.40%,n/a,1,n/a
"February 9, 2015",40866939,"$33,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,273 / month",25.93%,10+ years ,333xx,N/a,N/a,N/a,Teacher,N/a,735-739,0,03/2002,$0.00,19,0,32,n/a,"$16,793.00",0,28.10%,n/a,0,n/a
"February 9, 2015",40876475,"$28,000",9.17%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,833 / month",22.12%,10+ years ,773xx,N/a,N/a,N/a,Senior Facility Manager,N/a,690-694,0,06/2002,$0.00,13,0,16,n/a,"$25,607.00",0,66.70%,n/a,0,n/a
"February 9, 2015",40876842,"$14,600",13.33%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,542 / month",28.56%,9 years ,601xx,N/a,N/a,N/a,Product Operations Specialist,N/a,690-694,0,08/1999,$0.00,21,0,37,n/a,"$27,999.00",0,76.30%,n/a,0,n/a
"February 9, 2015",40876987,"$20,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,667 / month",19.04%,10+ years ,103xx,N/a,N/a,N/a,IT / System Administrator,N/a,685-689,0,07/2003,$0.00,8,0,14,n/a,"$33,854.00",0,73.80%,n/a,0,n/a
"February 9, 2015",40877022,"$20,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",19.27%,10+ years ,068xx,N/a,N/a,N/a,Admissions Financial Liason,N/a,695-699,0,05/2004,$0.00,16,0,19,n/a,"$20,641.00",0,37.00%,n/a,0,n/a
"February 9, 2015",40877037,"$8,000",6.39%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,250 / month",23.11%,n/a,038xx,N/a,N/a,N/a,n/a,N/a,750-754,0,12/1999,$0.00,2,0,13,n/a,"$3,481.00",0,99.50%,n/a,0,n/a
"February 9, 2015",40888507,"$12,000",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,500 / month",17.96%,n/a,974xx,N/a,N/a,N/a,n/a,N/a,665-669,0,04/1998,$0.00,7,0,26,33,"$12,973.00",1,75.40%,116,0,33
"February 9, 2015",40888780,"$3,775",8.18%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,833 / month",22.24%,< 1 year ,604xx,N/a,N/a,N/a,Bus Driver,N/a,715-719,0,07/1971,$0.00,17,0,33,47,"$7,129.00",1,29.30%,100,1,47
"February 9, 2015",40888996,"$8,000",13.33%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,333 / month",21.58%,9 years ,750xx,N/a,N/a,N/a,SR CREDIT ANALYST,N/a,665-669,0,07/2001,$0.00,8,0,46,39,"$3,803.00",0,71.80%,n/a,0,50
"February 9, 2015",40909117,"$24,000",15.61%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,236 / month",16.98%,10+ years ,392xx,N/a,N/a,N/a,Production Technician,N/a,690-694,0,09/1986,$0.00,9,0,18,n/a,"$11,588.00",0,57.40%,n/a,0,n/a
"February 9, 2015",40919142,"$19,200",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,000 / month",29.25%,10+ years ,984xx,N/a,N/a,N/a,Registered Nurse,N/a,675-679,0,01/1994,$0.00,16,0,37,n/a,"$69,702.00",0,61.30%,n/a,0,n/a
"February 9, 2015",40919176,"$12,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,750 / month",13.88%,2 years ,955xx,N/a,N/a,N/a,Postdoctoral Researcher,N/a,675-679,0,11/2002,$0.00,5,0,24,27,"$10,132.00",0,52.20%,n/a,0,27
"February 9, 2015",40919203,"$15,000",12.69%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,770 / month",35.02%,n/a,363xx,N/a,N/a,N/a,n/a,N/a,720-724,0,11/2000,$0.00,12,0,35,57,"$6,893.00",0,13.60%,n/a,0,57
"February 9, 2015",40919205,"$17,025",16.55%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,583 / month",31.14%,4 years ,461xx,N/a,N/a,N/a,Technical Support Manager,N/a,660-664,0,11/2001,$0.00,8,0,16,n/a,"$19,436.00",0,60.90%,n/a,2,n/a
"February 9, 2015",40919354,"$8,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",23.43%,n/a,934xx,N/a,N/a,N/a,n/a,N/a,680-684,0,08/2000,$0.00,10,0,27,74,"$9,985.00",0,66.10%,n/a,0,74
"February 9, 2015",40919379,"$10,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,333 / month",21.87%,9 years ,328xx,N/a,N/a,N/a,Ceiling engineer,N/a,685-689,0,09/2007,$0.00,26,0,32,24,"$8,771.00",0,13.00%,n/a,3,n/a
"February 9, 2015",40919579,"$14,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,000 / month",14.70%,2 years ,275xx,N/a,N/a,N/a,Nation Field Traner,N/a,725-729,0,08/1991,$0.00,7,0,24,48,"$13,623.00",0,54.30%,n/a,0,48
"February 9, 2015",40919589,"$14,000",9.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$13,333 / month",18.79%,2 years ,286xx,N/a,N/a,N/a,Technology Services Coordinator,N/a,680-684,0,06/1999,$0.00,18,0,33,49,"$25,213.00",0,83.20%,n/a,0,49
"February 9, 2015",40919604,"$8,500",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,375 / month",23.70%,2 years ,951xx,N/a,N/a,N/a,Teacher ,N/a,705-709,0,10/2003,$0.00,20,0,26,n/a,"$5,124.00",0,44.60%,n/a,0,n/a
"February 9, 2015",40919653,"$13,000",10.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$12,917 / month",8.43%,4 years ,191xx,N/a,N/a,N/a,Principal,N/a,705-709,0,07/2002,$0.00,8,0,15,n/a,"$15,575.00",1,38.00%,47,0,n/a
"February 9, 2015",40919661,"$3,000",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,833 / month",25.03%,9 years ,201xx,N/a,N/a,N/a,Product Demo Specialist,N/a,660-664,0,08/1986,$0.00,5,0,9,40,$732.00,0,23.60%,n/a,0,40
"February 9, 2015",40919677,"$5,000",12.29%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,000 / month",23.20%,2 years ,923xx,N/a,N/a,N/a,emt,N/a,700-704,0,09/2010,$0.00,5,0,10,n/a,"$2,581.00",0,54.90%,n/a,1,n/a
"February 9, 2015",40919694,"$14,000",12.69%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",13.96%,< 1 year ,190xx,N/a,N/a,N/a,Account Manager,N/a,675-679,0,11/2006,$0.00,9,1,15,6,"$3,362.00",0,40.50%,n/a,0,n/a
"February 9, 2015",40929213,"$18,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,093 / month",18.94%,10+ years ,441xx,N/a,N/a,N/a,Owner,N/a,695-699,0,05/1984,$0.00,13,0,22,48,"$38,124.00",0,75.60%,n/a,0,n/a
"February 9, 2015",40929217,"$18,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,833 / month",13.68%,10+ years ,553xx,N/a,N/a,N/a,Sales Manager,N/a,710-714,0,08/2001,$0.00,12,0,34,75,"$23,254.00",0,49.90%,n/a,0,n/a
"February 9, 2015",40929273,"$12,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,167 / month",18.34%,5 years ,104xx,N/a,N/a,N/a,maintenance supervisor,N/a,700-704,0,11/2000,$0.00,14,0,15,64,"$7,167.00",0,37.30%,n/a,1,n/a
"February 9, 2015",40929278,"$28,000",6.92%,1.00%,Three years after issuance,Five years after issuance,OWN,"$36,667 / month",4.39%,10+ years ,300xx,N/a,N/a,N/a,managing director,N/a,720-724,0,03/2002,$0.00,4,0,16,n/a,"$61,619.00",0,61.90%,n/a,0,n/a
"February 9, 2015",40929332,"$20,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,750 / month",14.41%,10+ years ,117xx,N/a,N/a,N/a,mantenance,N/a,715-719,0,02/1998,$0.00,7,0,17,70,"$18,092.00",0,57.40%,n/a,1,70
"February 9, 2015",40929349,"$6,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",11.76%,10+ years ,800xx,N/a,N/a,N/a,CAD Designer,N/a,690-694,0,03/1996,$0.00,7,0,11,n/a,"$7,654.00",0,49.40%,n/a,0,n/a
"February 9, 2015",40929404,"$35,000",18.25%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$14,917 / month",15.21%,8 years ,740xx,N/a,N/a,N/a,Realtor,N/a,685-689,0,03/1990,$0.00,15,1,48,16,"$10,899.00",0,44.30%,n/a,4,49
"February 9, 2015",40929407,"$20,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,680 / month",11.35%,3 years ,808xx,N/a,N/a,N/a,COMSEC Responsible Officer,N/a,685-689,0,09/2000,$0.00,5,0,22,n/a,"$20,886.00",0,48.60%,n/a,0,n/a
"February 9, 2015",40929410,"$14,400",9.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",25.79%,3 years ,980xx,N/a,N/a,N/a,IT Product Manager (Remote),N/a,660-664,0,05/2003,$0.00,14,1,27,16,"$22,163.00",0,89.70%,n/a,1,16
"February 9, 2015",40929411,"$23,000",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",36.93%,6 years ,441xx,N/a,N/a,N/a,President,N/a,720-724,0,05/2005,$0.00,11,0,21,n/a,"$17,475.00",0,45.70%,n/a,0,n/a
"February 9, 2015",40929463,"$8,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,792 / month",10.58%,6 years ,334xx,N/a,N/a,N/a,Teacher,N/a,720-724,0,03/2001,$0.00,8,0,22,n/a,"$5,216.00",0,41.10%,n/a,0,n/a
"February 9, 2015",40929507,"$20,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,333 / month",15.43%,n/a,070xx,N/a,N/a,N/a,n/a,N/a,690-694,0,02/1999,$0.00,11,3,36,3,"$11,989.00",1,50.80%,37,0,n/a
"February 9, 2015",40929560,"$14,000",19.52%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,917 / month",25.97%,10+ years ,103xx,N/a,N/a,N/a,MABSTOA,N/a,660-664,0,11/1993,$0.00,10,0,29,n/a,"$7,421.00",1,37.50%,66,2,n/a
"February 9, 2015",40939133,"$4,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,658 / month",20.29%,10+ years ,727xx,N/a,N/a,N/a,Teacher,N/a,675-679,0,06/1987,$0.00,9,0,24,43,"$28,496.00",0,95.30%,n/a,1,46
"February 9, 2015",40939139,"$20,000",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",14.57%,6 years ,851xx,N/a,N/a,N/a,District Manager,N/a,680-684,0,06/1997,$0.00,12,0,29,n/a,"$18,899.00",0,47.40%,n/a,0,n/a
"February 9, 2015",40939160,"$20,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",12.72%,3 years ,101xx,N/a,N/a,N/a,Sales Associate,N/a,675-679,0,11/2005,$0.00,8,0,14,37,"$8,887.00",0,76.00%,n/a,0,37
"February 9, 2015",40939197,"$14,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,900 / month",31.00%,6 years ,130xx,N/a,N/a,N/a,Collections,N/a,700-704,0,08/2001,$0.00,24,0,35,35,"$15,955.00",0,39.80%,n/a,0,n/a
"February 9, 2015",40939221,"$5,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$1,134 / month",16.89%,n/a,027xx,N/a,N/a,N/a,n/a,N/a,795-799,0,05/2001,$0.00,5,0,13,n/a,"$6,924.00",0,16.90%,n/a,0,n/a
"February 9, 2015",40939228,"$14,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",13.92%,5 years ,932xx,N/a,N/a,N/a,driver,N/a,675-679,0,11/1995,$0.00,5,0,15,67,"$12,746.00",0,65.70%,n/a,0,n/a
"February 9, 2015",40939333,"$13,000",16.55%,1.00%,Five years after issuance,Five years after issuance,RENT,"$8,750 / month",13.46%,10+ years ,958xx,N/a,N/a,N/a,supervisoraudit recovery,N/a,660-664,0,10/2005,$0.00,17,0,26,29,"$18,239.00",0,62.20%,n/a,5,n/a
"February 9, 2015",40939353,"$16,000",6.68%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,167 / month",17.85%,10+ years ,760xx,N/a,N/a,N/a,Clerk,N/a,675-679,0,01/1989,$0.00,10,0,29,n/a,"$1,995.00",1,10.90%,55,0,n/a
"February 9, 2015",40939370,"$15,775",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,500 / month",34.62%,n/a,776xx,N/a,N/a,N/a,n/a,N/a,695-699,0,10/1999,$0.00,15,0,28,n/a,$876.00,0,3.70%,n/a,0,n/a
"February 9, 2015",40939403,"$20,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,500 / month",36.67%,7 years ,103xx,N/a,N/a,N/a,Salon manager,N/a,695-699,0,05/2005,$0.00,12,0,25,n/a,"$21,384.00",0,48.10%,n/a,0,n/a
"February 9, 2015",40939446,"$20,000",13.33%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",12.12%,10+ years ,741xx,N/a,N/a,N/a,DNCTMO,N/a,675-679,0,06/1999,$0.00,6,0,9,n/a,"$19,418.00",1,79.90%,100,0,n/a
"February 9, 2015",40939461,"$11,200",18.84%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,417 / month",38.58%,2 years ,287xx,N/a,N/a,N/a,Service Provider,N/a,680-684,0,07/2007,$0.00,9,0,12,n/a,"$19,235.00",0,71.20%,n/a,0,n/a
"February 9, 2015",40939479,"$35,000",8.18%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,333 / month",15.97%,10+ years ,300xx,N/a,N/a,N/a,Asst. Director Information Technolgy,N/a,695-699,0,12/1988,$0.00,11,0,30,n/a,"$60,158.00",0,80.20%,n/a,0,n/a
"February 9, 2015",40939511,"$24,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",26.22%,10+ years ,750xx,N/a,N/a,N/a,Office Manager,N/a,670-674,0,03/1994,$0.00,18,0,48,28,"$32,117.00",0,55.80%,n/a,0,63
"February 9, 2015",40939549,"$7,000",12.29%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,083 / month",26.60%,8 years ,770xx,N/a,N/a,N/a,Senior MaintenanceTechnician III,N/a,670-674,0,01/1998,$0.00,8,0,32,41,"$5,397.00",0,76.00%,n/a,1,51
"February 9, 2015",40939585,"$18,000",14.65%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,833 / month",14.26%,5 years ,333xx,N/a,N/a,N/a,CEO,N/a,700-704,0,03/2003,$0.00,10,1,29,10,"$14,826.00",0,58.80%,n/a,1,10
"February 9, 2015",40939593,"$8,400",15.61%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,083 / month",5.90%,10+ years ,104xx,N/a,N/a,N/a,Logistics Supervisor ,N/a,660-664,0,06/1998,$0.00,10,0,12,30,"$4,583.00",0,55.20%,n/a,3,30
"February 9, 2015",40939620,"$14,000",17.57%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",11.85%,2 years ,841xx,N/a,N/a,N/a,Credit analyst,N/a,680-684,0,05/2002,$0.00,12,0,15,n/a,"$11,771.00",0,47.80%,n/a,0,n/a
"February 9, 2015",40939622,"$22,375",24.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",20.44%,2 years ,150xx,N/a,N/a,N/a,Field Claim Specialist II,N/a,665-669,0,05/1998,$0.00,21,1,32,11,"$6,370.00",1,23.80%,113,2,11
"February 9, 2015",40949175,"$20,000",9.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",24.92%,10+ years ,338xx,N/a,N/a,N/a,Sales,N/a,665-669,0,11/2002,$0.00,7,0,26,79,"$10,633.00",1,80.60%,57,0,n/a
"February 9, 2015",40949189,"$12,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",18.42%,10+ years ,601xx,N/a,N/a,N/a,Customs Supervisor,N/a,690-694,0,08/2007,$0.00,15,0,18,n/a,"$14,402.00",1,55.80%,96,3,n/a
"February 9, 2015",40949213,"$12,000",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,958 / month",12.88%,< 1 year ,852xx,N/a,N/a,N/a,Reporter,N/a,735-739,0,07/2003,$0.00,8,0,16,n/a,"$10,689.00",0,44.70%,n/a,0,n/a
"February 9, 2015",40949306,"$35,000",15.61%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$13,333 / month",32.30%,10+ years ,346xx,N/a,N/a,N/a,Physician Assistant,N/a,680-684,0,02/1990,$0.00,13,1,33,4,"$120,118.00",0,97.00%,n/a,0,n/a
"February 9, 2015",40949371,"$28,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$13,333 / month",3.05%,7 years ,331xx,N/a,N/a,N/a,Software Engineer,N/a,775-779,0,08/2003,$0.00,17,0,25,71,"$6,696.00",0,5.10%,n/a,2,n/a
"February 9, 2015",40949379,"$24,000",13.33%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",22.07%,2 years ,089xx,N/a,N/a,N/a,General Manager,N/a,675-679,0,10/1996,$0.00,16,0,38,40,"$43,558.00",0,47.60%,n/a,2,n/a
"February 9, 2015",40949399,"$24,000",18.84%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,000 / month",36.53%,3 years ,660xx,N/a,N/a,N/a,Corporate Office Manager,N/a,685-689,0,06/1995,$0.00,11,0,28,n/a,"$19,925.00",0,75.50%,n/a,0,n/a
"February 9, 2015",40949431,"$12,000",6.39%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,583 / month",5.07%,2 years ,778xx,N/a,N/a,N/a,Owner,N/a,795-799,0,01/1990,$0.00,5,0,6,n/a,"$6,905.00",0,3.10%,n/a,1,n/a
"February 9, 2015",40949464,"$12,000",12.29%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,417 / month",22.72%,2 years ,975xx,N/a,N/a,N/a,Production,N/a,695-699,0,09/2005,$0.00,8,0,18,73,"$11,488.00",1,43.40%,33,0,n/a
"February 9, 2015",40949477,"$11,500",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",27.56%,2 years ,422xx,N/a,N/a,N/a,RN-Traveling ,N/a,715-719,0,05/2003,$0.00,11,0,19,n/a,"$12,893.00",0,29.80%,n/a,0,n/a
"February 9, 2015",40949487,"$26,125",25.57%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,750 / month",27.64%,5 years ,538xx,N/a,N/a,N/a,EMS Administrator,N/a,710-714,0,04/2001,$0.00,16,0,60,n/a,"$47,125.00",0,58.50%,n/a,0,n/a
"February 9, 2015",40949511,"$8,350",12.29%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",20.49%,2 years ,840xx,N/a,N/a,N/a,ER nurse,N/a,660-664,0,10/1993,$0.00,15,10,32,8,"$4,298.00",0,95.50%,n/a,0,15
"February 9, 2015",40949513,"$10,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,250 / month",26.26%,10+ years ,940xx,N/a,N/a,N/a,Registar Dental Assistant,N/a,685-689,0,10/1996,$0.00,13,0,24,n/a,"$26,622.00",0,52.20%,n/a,1,n/a
