Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"February 9, 2015",39530717,"$10,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,325 / month",27.77%,6 years ,490xx,N/a,N/a,N/a,"Trustee, and Zoning Administrator",N/a,670-674,0,04/1994,$0.00,13,2,24,4,"$21,570.00",0,80.50%,n/a,0,n/a
"February 9, 2015",39551916,"$13,300",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",28.76%,10+ years ,973xx,N/a,N/a,N/a,RSE,N/a,745-749,0,02/1992,$0.00,18,0,26,81,"$13,073.00",1,25.10%,73,1,n/a
"February 9, 2015",39572752,"$13,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",17.13%,< 1 year ,553xx,N/a,N/a,N/a,system controller,N/a,705-709,0,02/1976,$0.00,12,0,34,27,"$2,486.00",0,10.60%,n/a,0,27
"February 9, 2015",39610754,"$7,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,500 / month",17.57%,10+ years ,915xx,N/a,N/a,N/a,Senior Manager,N/a,730-734,0,06/1997,$0.00,7,0,11,n/a,"$22,238.00",0,41.80%,n/a,0,n/a
"February 9, 2015",39611584,"$35,000",11.53%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$25,000 / month",10.14%,7 years ,750xx,N/a,N/a,N/a,Owner,N/a,710-714,0,01/2005,$0.00,16,0,26,n/a,"$32,190.00",0,41.40%,n/a,1,n/a
"February 9, 2015",39671450,"$11,500",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,300 / month",14.10%,2 years ,754xx,N/a,N/a,N/a,Help Desk Manager,N/a,695-699,0,11/2003,$0.00,15,0,27,n/a,"$10,564.00",0,42.80%,n/a,0,n/a
"February 9, 2015",39672544,"$12,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$18,750 / month",7.18%,10+ years ,666xx,N/a,N/a,N/a,Senior Associate,N/a,750-754,0,01/1987,$0.00,12,0,35,n/a,"$65,444.00",0,28.20%,n/a,0,n/a
"February 9, 2015",39681683,"$30,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",15.51%,10+ years ,662xx,N/a,N/a,N/a,Sales Manager,N/a,715-719,0,11/1999,$0.00,6,0,16,77,"$33,948.00",3,46.80%,78,0,n/a
"February 9, 2015",39682115,"$20,000",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,750 / month",14.47%,10+ years ,480xx,N/a,N/a,N/a,Strategic Analyst,N/a,670-674,0,03/1997,$0.00,14,8,48,8,"$17,473.00",0,87.40%,n/a,0,15
"February 9, 2015",39740605,"$20,000",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,083 / month",21.18%,9 years ,231xx,N/a,N/a,N/a,Operations Analyst,N/a,660-664,0,12/2002,$0.00,20,0,34,n/a,"$34,172.00",0,61.50%,n/a,1,n/a
"February 9, 2015",39740859,"$6,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",26.88%,4 years ,284xx,N/a,N/a,N/a,Manager,N/a,680-684,0,09/2003,$0.00,22,1,28,16,"$4,525.00",0,50.80%,n/a,1,48
"February 9, 2015",39792483,"$9,500",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",12.83%,7 years ,601xx,N/a,N/a,N/a,air import specialist,N/a,700-704,0,04/1999,$0.00,11,3,16,5,"$15,155.00",0,27.50%,n/a,0,19
"February 9, 2015",39793574,"$21,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",8.74%,2 years ,112xx,N/a,N/a,N/a,Teacher,N/a,700-704,0,07/1997,$0.00,15,7,48,7,"$5,983.00",0,31.50%,n/a,0,7
"February 9, 2015",39917332,"$10,800",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,083 / month",8.76%,< 1 year ,970xx,N/a,N/a,N/a,Professional Accountant,N/a,660-664,0,09/2004,$0.00,13,0,17,32,"$4,229.00",0,60.00%,n/a,1,n/a
"February 9, 2015",39917637,"$10,000",16.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$2,083 / month",33.51%,10+ years ,350xx,N/a,N/a,N/a,Logger,N/a,670-674,0,05/1995,$0.00,14,1,42,18,"$9,678.00",0,51.20%,n/a,0,56
"February 9, 2015",39937731,"$30,000",14.65%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",3.99%,10+ years ,891xx,N/a,N/a,N/a,AA,N/a,675-679,0,10/1993,$0.00,22,0,73,n/a,"$9,011.00",1,6.90%,68,1,n/a
"February 9, 2015",39957958,"$8,000",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",14.05%,4 years ,316xx,N/a,N/a,N/a,Maintenance ,N/a,670-674,0,05/2003,$0.00,7,2,19,15,"$8,155.00",2,64.70%,53,1,n/a
"February 9, 2015",39998017,"$32,000",13.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",17.11%,10+ years ,293xx,N/a,N/a,N/a,Security Analyst,N/a,690-694,0,03/1997,$0.00,11,0,26,49,"$31,030.00",0,82.30%,n/a,1,n/a
"February 9, 2015",40097783,"$28,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,000 / month",27.01%,10+ years ,921xx,N/a,N/a,N/a,Leadership,N/a,700-704,0,06/1990,$0.00,14,1,28,20,"$18,362.00",0,92.30%,n/a,0,n/a
"February 9, 2015",40107319,"$12,475",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,433 / month",17.32%,4 years ,900xx,N/a,N/a,N/a,computer engineer ,N/a,790-794,0,04/2006,$0.00,14,0,31,n/a,"$3,717.00",0,10.90%,n/a,0,n/a
"February 9, 2015",40147379,"$5,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,250 / month",5.87%,10+ years ,016xx,N/a,N/a,N/a,Driver,N/a,665-669,0,10/1994,$0.00,6,0,25,55,"$4,236.00",1,40.30%,52,1,55
"February 9, 2015",40177459,"$9,600",9.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$8,875 / month",11.49%,2 years ,481xx,N/a,N/a,N/a,Director ,N/a,675-679,0,06/2001,$0.00,37,3,68,13,"$8,242.00",1,21.30%,29,3,13
"February 9, 2015",40188069,"$15,000",12.29%,1.00%,Three years after issuance,Five years after issuance,OWN,"$12,083 / month",9.46%,10+ years ,875xx,N/a,N/a,N/a,Architect,N/a,660-664,0,10/1977,$0.00,9,1,21,16,"$10,047.00",7,63.60%,46,1,16
"February 9, 2015",40197283,"$10,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$9,583 / month",7.05%,< 1 year ,980xx,N/a,N/a,N/a,Release Analyst,N/a,680-684,0,04/2003,$0.00,13,0,46,n/a,"$6,548.00",1,23.10%,71,0,n/a
"February 9, 2015",40197376,"$24,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,833 / month",13.27%,< 1 year ,379xx,N/a,N/a,N/a,DON/ RN,N/a,705-709,0,11/1972,$0.00,12,1,30,9,"$25,896.00",0,42.00%,n/a,0,n/a
"February 9, 2015",40207294,"$18,950",18.84%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,833 / month",3.79%,10+ years ,070xx,N/a,N/a,N/a,Owner,N/a,665-669,0,03/1992,$0.00,6,0,22,n/a,"$8,142.00",2,54.30%,45,0,n/a
"February 9, 2015",40208063,"$24,000",13.33%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,833 / month",27.92%,3 years ,917xx,N/a,N/a,N/a,LD&T Sr. Associate,N/a,725-729,0,09/2003,$0.00,14,0,21,n/a,"$13,146.00",0,94.60%,n/a,0,n/a
"February 9, 2015",40217733,"$9,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,667 / month",21.34%,3 years ,891xx,N/a,N/a,N/a,Flight Attendant ,N/a,690-694,0,07/2005,$0.00,23,0,42,n/a,"$9,711.00",0,56.50%,n/a,0,n/a
"February 9, 2015",40217985,"$21,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",9.44%,10+ years ,120xx,N/a,N/a,N/a,corrections officer,N/a,720-724,0,04/1999,$0.00,14,0,25,n/a,"$10,005.00",0,40.00%,n/a,0,n/a
"February 9, 2015",40248030,"$20,000",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,167 / month",18.51%,10+ years ,190xx,N/a,N/a,N/a,Warehouseman,N/a,660-664,0,12/2001,$0.00,12,0,26,n/a,"$11,357.00",1,63.40%,46,0,n/a
"February 9, 2015",40268033,"$8,000",12.69%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",21.44%,3 years ,461xx,N/a,N/a,N/a,Independent Property Adjuster,N/a,660-664,0,08/2003,$0.00,13,0,23,29,"$26,333.00",0,87.20%,n/a,0,n/a
"February 9, 2015",40278397,"$6,000",7.89%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",25.38%,3 years ,117xx,N/a,N/a,N/a,Kitchen Design Consultant,N/a,685-689,0,05/1998,$0.00,14,0,27,n/a,"$32,377.00",0,78.40%,n/a,1,n/a
"February 9, 2015",40328241,"$30,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$18,750 / month",15.15%,3 years ,928xx,N/a,N/a,N/a,CMO,N/a,700-704,0,09/1998,$0.00,21,0,55,63,"$160,870.00",0,35.40%,n/a,3,63
"February 9, 2015",40337783,"$8,400",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,750 / month",6.89%,3 years ,605xx,N/a,N/a,N/a,Sales Rep.,N/a,670-674,0,09/2003,$0.00,5,1,12,12,"$6,024.00",2,76.30%,77,0,12
"February 9, 2015",40354223,"$24,450",20.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,000 / month",9.78%,10+ years ,209xx,N/a,N/a,N/a,Administrative Assistant,N/a,670-674,0,05/1999,$0.00,11,1,13,23,"$6,861.00",1,50.80%,72,1,n/a
"February 9, 2015",40355277,"$35,000",8.18%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",15.04%,< 1 year ,431xx,N/a,N/a,N/a,Realtor/Owner,N/a,710-714,0,10/1996,$0.00,11,0,20,n/a,"$37,462.00",0,76.50%,n/a,0,n/a
"February 9, 2015",40355683,"$15,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,417 / month",21.34%,5 years ,334xx,N/a,N/a,N/a,System Programmer,N/a,730-734,0,10/2005,$0.00,14,0,37,n/a,"$13,624.00",0,23.60%,n/a,2,n/a
"February 9, 2015",40355816,"$14,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,319 / month",30.49%,10+ years ,775xx,N/a,N/a,N/a,Senior Account Representative,N/a,675-679,0,11/2002,$0.00,8,0,19,54,"$10,721.00",1,60.60%,117,0,54
"February 9, 2015",40360616,"$7,400",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",31.94%,4 years ,303xx,N/a,N/a,N/a,Teacher,N/a,740-744,0,09/1997,$0.00,14,0,49,71,"$1,622.00",0,8.40%,n/a,0,71
"February 9, 2015",40362792,"$20,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,667 / month",14.36%,10+ years ,334xx,N/a,N/a,N/a,Service Availability Manager,N/a,695-699,0,08/1985,$0.00,8,0,27,37,"$21,616.00",0,53.80%,n/a,0,n/a
"February 9, 2015",40373263,"$25,000",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",21.24%,2 years ,339xx,N/a,N/a,N/a,Nurse Practitioner,N/a,735-739,0,09/1987,$0.00,26,0,47,40,"$32,364.00",0,34.60%,n/a,1,n/a
"February 9, 2015",40374030,"$12,800",18.25%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,417 / month",29.77%,9 years ,018xx,N/a,N/a,N/a,Fitness Trainer,N/a,670-674,0,09/2005,$0.00,10,0,15,71,"$26,870.00",0,56.70%,n/a,0,n/a
"February 9, 2015",40382390,"$16,000",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,567 / month",14.70%,7 years ,852xx,N/a,N/a,N/a,Business Analyst,N/a,680-684,0,08/2006,$0.00,13,0,26,30,"$11,993.00",0,48.80%,n/a,2,30
"February 9, 2015",40383759,"$28,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",12.11%,10+ years ,450xx,N/a,N/a,N/a,IT Architect,N/a,705-709,0,11/1990,$0.00,9,1,24,12,"$15,840.00",0,53.30%,n/a,2,n/a
"February 9, 2015",40385291,"$10,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",8.46%,9 years ,201xx,N/a,N/a,N/a,Esthetician /Educator,N/a,660-664,0,04/1994,$0.00,11,0,24,n/a,"$9,233.00",2,35.60%,53,1,n/a
"February 9, 2015",40390915,"$20,400",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",25.16%,< 1 year ,605xx,N/a,N/a,N/a,"Director, Business Development",N/a,720-724,0,11/1992,$0.00,10,0,21,n/a,"$27,711.00",1,74.50%,75,1,n/a
"February 9, 2015",40401274,"$10,050",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,000 / month",18.40%,6 years ,129xx,N/a,N/a,N/a,Calculations Clerk 2,N/a,775-779,0,08/2002,$0.00,17,0,32,n/a,"$5,455.00",0,21.40%,n/a,0,n/a
"February 9, 2015",40401711,"$17,925",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,582 / month",26.55%,3 years ,189xx,N/a,N/a,N/a,Registered Nurse,N/a,690-694,0,07/2001,$0.00,14,0,29,47,"$8,689.00",0,67.90%,n/a,0,49
"February 9, 2015",40402191,"$10,500",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,875 / month",15.13%,2 years ,917xx,N/a,N/a,N/a,"Specialist, Social Media & Communication",N/a,720-724,0,08/2008,$0.00,6,0,13,n/a,"$9,113.00",0,72.90%,n/a,0,n/a
"February 9, 2015",40402337,"$30,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,083 / month",12.15%,10+ years ,935xx,N/a,N/a,N/a,Equipment Mechanic,N/a,720-724,0,06/2000,$0.00,8,0,18,n/a,"$31,873.00",0,90.00%,n/a,0,n/a
"February 9, 2015",40402349,"$12,000",11.53%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,250 / month",15.86%,1 year ,014xx,N/a,N/a,N/a,Senior Storage Manager,N/a,670-674,0,01/2002,$0.00,10,0,23,65,"$11,668.00",0,71.10%,n/a,0,65
"February 9, 2015",40412485,"$16,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,417 / month",30.39%,4 years ,970xx,N/a,N/a,N/a,Director,N/a,685-689,0,06/1999,$0.00,34,2,65,18,"$20,190.00",0,38.00%,n/a,3,n/a
"February 9, 2015",40413623,"$15,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$20,833 / month",5.07%,10+ years ,705xx,N/a,N/a,N/a,Partner,N/a,740-744,0,10/1988,$0.00,9,0,18,82,"$17,054.00",0,36.90%,n/a,1,82
"February 9, 2015",40420968,"$10,000",13.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,000 / month",23.63%,2 years ,495xx,N/a,N/a,N/a,Account Manager,N/a,690-694,0,10/2006,$0.00,20,0,38,n/a,"$8,925.00",0,59.10%,n/a,1,n/a
"February 9, 2015",40421338,"$26,400",14.65%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,333 / month",16.76%,10+ years ,630xx,N/a,N/a,N/a,Manager - IT Office Services/Help Desk,N/a,670-674,0,12/1992,$0.00,6,1,21,20,"$33,192.00",0,68.30%,n/a,1,31
"February 9, 2015",40423121,"$22,750",13.33%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",23.24%,10+ years ,952xx,N/a,N/a,N/a,Teacher,N/a,675-679,0,05/1998,$0.00,6,0,16,38,"$21,137.00",0,96.50%,n/a,0,38
"February 9, 2015",40423269,"$7,000",12.29%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",20.96%,1 year ,923xx,N/a,N/a,N/a,Executive Butler,N/a,660-664,0,02/1997,$0.00,12,0,19,73,"$20,557.00",0,66.10%,n/a,0,n/a
"February 9, 2015",40430764,"$15,000",16.55%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",38.72%,n/a,701xx,N/a,N/a,N/a,n/a,N/a,665-669,0,10/1999,$0.00,6,0,23,31,"$11,479.00",0,83.80%,n/a,0,31
"February 9, 2015",40431792,"$21,000",12.29%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,000 / month",6.60%,2 years ,840xx,N/a,N/a,N/a,account manager,N/a,675-679,0,11/2011,$0.00,8,0,8,n/a,"$15,374.00",0,76.10%,n/a,0,n/a
"February 9, 2015",40432710,"$10,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",6.53%,1 year ,104xx,N/a,N/a,N/a,Sales,N/a,690-694,0,08/2010,$0.00,10,0,11,n/a,"$5,288.00",0,33.90%,n/a,0,n/a
"February 9, 2015",40442657,"$12,000",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",11.59%,6 years ,064xx,N/a,N/a,N/a,owner ,N/a,700-704,0,03/1997,$0.00,6,0,12,n/a,"$13,992.00",0,72.10%,n/a,1,n/a
"February 9, 2015",40442981,"$12,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,542 / month",32.11%,3 years ,331xx,N/a,N/a,N/a,Sr Strategic Planning Analyst,N/a,720-724,0,09/2004,$0.00,19,0,32,n/a,"$19,680.00",0,39.00%,n/a,0,n/a
"February 9, 2015",40452220,"$20,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$12,500 / month",25.04%,9 years ,328xx,N/a,N/a,N/a,PHARMACIST,N/a,715-719,0,04/1993,$0.00,28,0,46,n/a,"$49,767.00",0,22.30%,n/a,1,n/a
"February 9, 2015",40452488,"$18,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,083 / month",32.68%,2 years ,770xx,N/a,N/a,N/a,elec designer,N/a,680-684,0,09/1983,$0.00,21,0,36,41,"$12,340.00",0,52.70%,n/a,0,47
"February 9, 2015",40453985,"$9,800",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,583 / month",19.29%,< 1 year ,335xx,N/a,N/a,N/a,Server,N/a,665-669,0,03/2004,$0.00,13,0,23,65,"$4,573.00",0,22.40%,n/a,0,65
"February 9, 2015",40460542,"$20,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$14,167 / month",10.09%,10+ years ,483xx,N/a,N/a,N/a,North America Sales Director,N/a,690-694,0,09/1994,$0.00,8,0,18,n/a,"$36,594.00",0,85.50%,n/a,0,n/a
"February 9, 2015",40462807,"$16,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",19.38%,< 1 year ,967xx,N/a,N/a,N/a,co-owner,N/a,730-734,0,06/2000,$0.00,11,0,17,n/a,"$8,611.00",0,28.80%,n/a,1,n/a
"February 9, 2015",40462850,"$30,000",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$11,583 / month",5.65%,5 years ,201xx,N/a,N/a,N/a,associate,N/a,690-694,0,11/1993,$0.00,7,0,24,34,"$23,270.00",0,67.40%,n/a,0,n/a
"February 9, 2015",40463330,"$20,000",21.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,167 / month",33.61%,10+ years ,104xx,N/a,N/a,N/a,Assistant Branch Manager,N/a,660-664,0,02/2002,$0.00,5,1,28,6,"$4,017.00",0,73.00%,n/a,0,n/a
"February 9, 2015",40463460,"$18,000",9.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,917 / month",11.11%,4 years ,705xx,N/a,N/a,N/a,Warehouse/Blend Operator 3,N/a,750-754,0,09/2000,$0.00,8,0,32,n/a,"$14,640.00",0,39.00%,n/a,0,n/a
"February 9, 2015",40463600,"$15,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",20.89%,6 years ,853xx,N/a,N/a,N/a,Mechanic,N/a,695-699,0,05/2005,$0.00,13,0,27,28,"$12,032.00",0,41.80%,n/a,1,n/a
"February 9, 2015",40472453,"$3,500",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",21.66%,2 years ,840xx,N/a,N/a,N/a,Accountant,N/a,700-704,0,01/1991,$0.00,13,0,41,32,"$4,412.00",0,9.70%,n/a,0,59
"February 9, 2015",40472743,"$8,800",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",27.47%,n/a,329xx,N/a,N/a,N/a,n/a,N/a,705-709,0,07/1992,$0.00,12,1,25,23,"$16,279.00",0,35.90%,n/a,0,79
"February 9, 2015",40472920,"$15,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",9.36%,5 years ,764xx,N/a,N/a,N/a,Executive Assistant,N/a,690-694,0,10/1999,$0.00,14,0,33,61,"$19,671.00",0,35.90%,n/a,0,61
"February 9, 2015",40473298,"$12,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",11.29%,10+ years ,870xx,N/a,N/a,N/a,rn,N/a,675-679,0,06/2001,$0.00,6,0,18,68,"$11,419.00",2,85.20%,59,0,n/a
"February 9, 2015",40473375,"$20,000",12.69%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,750 / month",29.79%,6 years ,420xx,N/a,N/a,N/a,foreman,N/a,665-669,0,05/2001,$0.00,11,0,23,n/a,"$9,584.00",1,62.60%,116,0,n/a
"February 9, 2015",40482372,"$25,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,750 / month",22.57%,10+ years ,181xx,N/a,N/a,N/a,Office Manager / Event Planner,N/a,805-809,0,04/1987,$0.00,18,0,34,n/a,"$4,162.00",0,7.20%,n/a,0,n/a
"February 9, 2015",40490758,"$22,475",23.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",5.96%,< 1 year ,840xx,N/a,N/a,N/a,Driver,N/a,660-664,0,11/2007,$0.00,8,0,16,36,"$7,513.00",0,64.80%,n/a,1,39
"February 9, 2015",40491766,"$8,000",8.18%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,750 / month",21.01%,6 years ,638xx,N/a,N/a,N/a,Respiratory Therapist,N/a,680-684,0,08/1996,$0.00,12,6,19,19,"$10,576.00",0,82.00%,n/a,0,n/a
"February 9, 2015",40492294,"$24,950",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",37.16%,10+ years ,473xx,N/a,N/a,N/a,Vice President Commercial Insurance,N/a,705-709,0,11/1983,$0.00,10,0,29,n/a,"$39,413.00",0,93.40%,n/a,0,n/a
"February 9, 2015",40501857,"$18,350",13.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,333 / month",34.65%,n/a,990xx,N/a,N/a,N/a,n/a,N/a,725-729,0,02/2005,$0.00,8,0,20,n/a,"$25,429.00",0,48.70%,n/a,0,n/a
