Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
625251,"$14,000","$14,000",20.99%,1.00%,"January 23, 2015","February 5, 2020","February 5, 2020",$0,MORTGAGE,"$4,400 / month",29.66%,6 years ,275xx,N/a,N/a,N/a,Director of Communication,N/a,675-679,0,08/1996,$0.00,11,0,24,37,"$13,692.00",0,92.50%,n/a,0
1458925,"$15,350","$15,350",10.49%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$6,217 / month",10.26%,< 1 year ,774xx,N/a,N/a,N/a,Data Analyst,N/a,690-694,0,10/1999,$0.00,12,0,23,n/a,"$17,835.00",0,63.70%,n/a,0
2087124,"$12,200","$12,200",8.67%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$4,500 / month",16.07%,7 years ,060xx,N/a,N/a,N/a,Accountant,N/a,710-714,0,04/1995,$0.00,10,0,21,n/a,"$31,473.00",0,54.40%,n/a,0
6737325,"$7,000","$7,000",6.49%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$7,292 / month",17.32%,10+ years ,251xx,N/a,N/a,N/a,Activity Coordinator,N/a,700-704,0,02/1994,$0.00,6,0,12,n/a,"$13,332.00",1,85.50%,70,0
10914761,"$14,000","$14,000",17.14%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$3,750 / month",32.56%,1 year ,021xx,N/a,N/a,N/a,VMS Analyst,N/a,680-684,0,09/2007,$0.00,15,0,17,n/a,"$11,117.00",0,42.40%,n/a,0
12595133,"$3,150","$3,150",15.59%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$2,250 / month",14.89%,n/a,927xx,N/a,N/a,N/a,n/a,N/a,660-664,0,09/1999,$0.00,6,0,28,77,"$3,184.00",1,43.00%,63,4
20099426,"$2,800","$2,800",8.19%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$8,000 / month",16.34%,10+ years ,920xx,N/a,N/a,N/a,Field Technician,N/a,720-724,0,04/1988,$0.00,12,0,34,n/a,"$4,331.00",1,33.10%,84,0
21209810,"$15,150","$15,150",15.99%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,OWN,"$9,500 / month",16.32%,5 years ,875xx,N/a,N/a,N/a,Program Manager,N/a,665-669,0,08/2000,$0.00,13,0,30,n/a,"$51,741.00",0,98.70%,n/a,1
36281419,"$14,000","$14,000",7.49%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$7,000 / month",6.01%,8 years ,067xx,N/a,N/a,N/a,IT Project Manager,N/a,715-719,0,12/2000,$0.00,10,0,20,n/a,"$20,298.00",0,40.50%,n/a,1
36340395,"$12,000","$12,000",14.99%,1.00%,"January 26, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$8,333 / month",8.19%,4 years ,115xx,N/a,N/a,N/a,Sales associate,N/a,675-679,0,10/2004,$0.00,6,0,9,n/a,"$12,927.00",0,53.60%,n/a,1
36341010,"$35,000","$35,000",17.14%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$13,333 / month",9.68%,4 years ,959xx,N/a,N/a,N/a,Pharmacy mgr,N/a,680-684,0,05/1996,$0.00,12,0,18,62,"$41,878.00",0,67.70%,n/a,0
36990261,"$17,000","$17,000",11.44%,1.00%,"January 27, 2015","January 14, 2020","January 14, 2020",$0,MORTGAGE,"$10,833 / month",15.41%,2 years ,776xx,N/a,N/a,N/a,General Manager,N/a,715-719,0,05/2000,$0.00,6,0,18,31,"$7,768.00",0,47.70%,n/a,0
37097888,"$28,000","$28,000",11.99%,1.00%,"January 22, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$15,250 / month",10.98%,3 years ,775xx,N/a,N/a,N/a,engineer,N/a,710-714,0,04/1998,$0.00,16,0,32,n/a,"$29,107.00",0,60.30%,n/a,0
37137413,"$20,000","$20,000",8.67%,1.00%,"January 22, 2015","January 12, 2018","January 12, 2020",$0,OWN,"$19,792 / month",19.54%,4 years ,950xx,N/a,N/a,N/a,Chief Financial Officer,N/a,695-699,0,04/1977,$0.00,13,1,22,6,"$345,630.00",0,94.30%,n/a,0
37167662,"$12,000","$12,000",12.39%,1.00%,"January 21, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,567 / month",37.35%,10+ years ,347xx,N/a,N/a,N/a,Service Admin,N/a,715-719,0,03/1996,$0.00,10,0,24,n/a,"$14,766.00",0,86.40%,n/a,0
37600347,"$35,000","$35,000",22.99%,1.00%,"January 26, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$7,667 / month",14.82%,10+ years ,950xx,N/a,N/a,N/a,Proprietor,N/a,680-684,0,09/2000,$0.00,6,0,9,n/a,"$28,368.00",0,57.50%,n/a,1
37601806,"$25,000","$25,000",15.59%,1.00%,"January 21, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$8,333 / month",6.89%,10+ years ,173xx,N/a,N/a,N/a,Owner,N/a,675-679,0,01/2000,$0.00,9,2,11,21,"$1,536.00",5,3.50%,8,3
37620413,"$35,000","$35,000",20.99%,1.00%,"January 23, 2015","January 31, 2020","January 31, 2020",$0,MORTGAGE,"$13,333 / month",9.37%,10+ years ,913xx,N/a,N/a,N/a,"manager, clinical info services",N/a,680-684,0,10/1990,$0.00,18,2,30,1,"$72,786.00",0,44.00%,n/a,1
37691048,"$21,875","$21,875",8.19%,1.00%,"January 23, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$12,500 / month",24.49%,10+ years ,954xx,N/a,N/a,N/a,Owner,N/a,705-709,0,07/1993,$0.00,14,0,32,24,"$10,307.00",0,16.90%,n/a,0
37741148,"$12,000","$12,000",9.49%,1.00%,"January 22, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$3,417 / month",13.39%,8 years ,100xx,N/a,N/a,N/a,Custodian cleaner,N/a,690-694,0,12/2004,$0.00,15,0,20,n/a,"$15,027.00",1,38.10%,43,0
37782330,"$3,000","$3,000",12.39%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$2,917 / month",22.73%,1 year ,945xx,N/a,N/a,N/a,Laboratory Technician,N/a,680-684,0,04/2007,$0.00,8,0,8,n/a,"$9,359.00",0,72.00%,n/a,0
37810208,"$35,000","$35,000",15.59%,1.00%,"January 22, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$12,083 / month",26.81%,10+ years ,465xx,N/a,N/a,N/a,Operations Manager,N/a,715-719,0,04/1994,$0.00,8,0,35,n/a,"$62,316.00",0,93.10%,n/a,1
38088406,"$32,000","$32,000",14.31%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$15,917 / month",0.66%,10+ years ,908xx,N/a,N/a,N/a,Senior Construction Coordinator,N/a,765-769,0,09/1969,$0.00,8,0,33,n/a,"$3,406.00",0,4.90%,n/a,0
38161187,"$30,000","$30,000",8.19%,1.00%,"January 22, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$11,167 / month",17.43%,6 years ,292xx,N/a,N/a,N/a,Systems Analhst,N/a,695-699,0,04/1995,$0.00,15,1,37,10,"$30,779.00",1,79.50%,66,0
38161352,"$20,000","$20,000",6.49%,1.00%,"January 21, 2015","January 12, 2018","January 12, 2020",$0,RENT,"$10,083 / month",17.61%,5 years ,175xx,N/a,N/a,N/a,Director of Operations,N/a,760-764,0,08/2000,$0.00,11,0,12,n/a,"$18,392.00",0,46.00%,n/a,1
38182232,"$4,800","$4,800",8.67%,1.00%,"January 26, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$5,417 / month",17.98%,10+ years ,672xx,N/a,N/a,N/a,Storeroom Attendant,N/a,730-734,0,08/1996,$0.00,14,0,30,n/a,"$9,799.00",0,40.80%,n/a,1
38192035,"$14,000","$14,000",10.49%,1.00%,"January 21, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$4,500 / month",30.24%,10+ years ,490xx,N/a,N/a,N/a,construction,N/a,705-709,0,02/2008,$0.00,13,0,18,n/a,"$10,882.00",1,34.50%,43,1
38211533,"$18,000","$18,000",18.54%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,OWN,"$5,583 / month",8.35%,5 years ,606xx,N/a,N/a,N/a,civil engineer,N/a,735-739,0,09/2002,$0.00,13,0,21,n/a,"$14,260.00",0,18.30%,n/a,3
38212128,"$16,000","$16,000",17.86%,1.00%,"January 26, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$5,000 / month",27.08%,10+ years ,374xx,N/a,N/a,N/a,manager,N/a,660-664,0,05/2004,$0.00,14,0,25,26,"$3,562.00",0,26.20%,n/a,2
38212703,"$8,900","$8,900",17.14%,1.00%,"January 21, 2015","January 6, 2018","January 6, 2020",$0,RENT,"$3,750 / month",28.37%,10+ years ,480xx,N/a,N/a,N/a,Word Processor E 7,N/a,685-689,0,11/2002,$0.00,13,0,25,n/a,"$10,171.00",0,48.70%,n/a,0
38242574,"$31,500","$31,500",10.49%,1.00%,"January 23, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$6,250 / month",19.87%,10+ years ,895xx,N/a,N/a,N/a,Dental hygienist,N/a,695-699,0,01/1998,$0.00,8,0,18,26,"$30,083.00",0,87.70%,n/a,0
38251435,"$35,000","$35,000",13.66%,1.00%,"January 26, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$6,750 / month",22.52%,3 years ,199xx,N/a,N/a,N/a,Manager,N/a,735-739,0,10/1998,$0.00,13,0,26,n/a,"$136,374.00",0,66.60%,n/a,0
38272717,"$15,000","$15,000",11.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$3,333 / month",16.88%,5 years ,327xx,N/a,N/a,N/a,Relationship Banker,N/a,720-724,0,04/2010,$0.00,16,0,24,n/a,"$11,411.00",0,20.20%,n/a,0
38291607,"$28,000","$28,000",14.99%,1.00%,"January 22, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$9,667 / month",14.92%,5 years ,105xx,N/a,N/a,N/a,Speech Therapist,N/a,685-689,0,09/2000,$0.00,14,0,51,n/a,"$32,424.00",0,93.40%,n/a,0
38301319,"$10,500","$10,500",6.03%,1.00%,"January 23, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$14,583 / month",20.28%,10+ years ,601xx,N/a,N/a,N/a,ATTORNEY,N/a,700-704,0,03/1992,$0.00,27,0,45,51,"$56,182.00",0,70.20%,n/a,0
38302317,"$14,400","$14,400",14.31%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$5,833 / month",36.22%,< 1 year ,276xx,N/a,N/a,N/a,"Associate Specialist, Engineer",N/a,710-714,0,01/2009,$0.00,20,0,24,n/a,"$27,297.00",0,39.50%,n/a,0
38351584,"$9,600","$9,600",12.99%,1.00%,"January 21, 2015","January 5, 2018","January 5, 2020",$0,MORTGAGE,"$2,237 / month",18.95%,n/a,890xx,N/a,N/a,N/a,n/a,N/a,710-714,0,04/1994,$0.00,6,0,11,25,"$7,696.00",0,32.70%,n/a,0
38381856,"$24,000","$24,000",11.44%,1.00%,"January 26, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$7,750 / month",22.93%,3 years ,875xx,N/a,N/a,N/a,Network and Systems Manager,N/a,730-734,0,08/2001,$0.00,13,0,19,33,"$9,747.00",0,17.90%,n/a,1
38382318,"$20,000","$20,000",14.31%,1.00%,"January 22, 2015","January 28, 2018","January 28, 2020",$0,OWN,"$5,333 / month",12.24%,10+ years ,922xx,N/a,N/a,N/a,electrical foreman,N/a,710-714,0,11/1993,$0.00,8,0,15,63,"$3,671.00",0,25.90%,n/a,0
38414165,"$11,725","$11,725",11.99%,1.00%,"January 22, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$2,333 / month",25.76%,5 years ,972xx,N/a,N/a,N/a,CNA,N/a,665-669,0,11/2001,$0.00,16,0,28,71,"$31,213.00",0,57.30%,n/a,0
38415079,"$6,925","$6,925",18.54%,1.00%,"January 21, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$3,333 / month",2.40%,2 years ,956xx,N/a,N/a,N/a,Foreman,N/a,665-669,0,01/2001,$0.00,13,4,25,7,"$3,467.00",0,86.70%,n/a,1
38415338,"$26,325","$26,325",25.80%,1.00%,"January 27, 2015","February 4, 2020","February 4, 2020",$0,MORTGAGE,"$5,500 / month",11.87%,10+ years ,441xx,N/a,N/a,N/a,manager of Event Technology,N/a,680-684,0,04/1994,$0.00,10,0,18,n/a,"$27,783.00",0,74.50%,n/a,3
38415593,"$14,000","$14,000",9.49%,1.00%,"January 26, 2015","January 14, 2018","January 14, 2020",$0,OWN,"$4,583 / month",27.95%,6 years ,315xx,N/a,N/a,N/a,Owner,N/a,675-679,0,03/1994,$0.00,10,0,29,66,"$6,617.00",2,55.60%,16,0
38415889,"$7,000","$7,000",6.99%,1.00%,"January 21, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$4,333 / month",12.19%,10+ years ,320xx,N/a,N/a,N/a,CSI,N/a,700-704,0,02/2000,$0.00,9,0,30,39,"$8,086.00",0,52.80%,n/a,0
38415923,"$25,000","$25,000",19.24%,1.00%,"January 20, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$5,583 / month",15.41%,10+ years ,380xx,N/a,N/a,N/a,Mgr. Early Childhood Services,N/a,695-699,0,07/2002,$0.00,7,0,25,32,"$2,875.00",0,49.60%,n/a,0
38415954,"$12,000","$12,000",12.39%,1.00%,"January 23, 2015","January 31, 2018","January 31, 2020",$0,OWN,"$3,333 / month",31.14%,1 year ,151xx,N/a,N/a,N/a,Carpenter,N/a,715-719,0,08/2007,$0.00,11,0,17,39,"$1,389.00",0,7.50%,n/a,1
38416044,"$9,625","$9,625",16.49%,1.00%,"January 23, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$5,417 / month",33.42%,10+ years ,327xx,N/a,N/a,N/a,vice president ,N/a,660-664,0,12/1997,$0.00,13,0,41,46,"$11,834.00",0,87.00%,n/a,0
38416090,"$16,200","$16,200",18.54%,1.00%,"January 26, 2015","January 15, 2018","January 15, 2020",$0,RENT,"$3,750 / month",18.15%,3 years ,982xx,N/a,N/a,N/a,Assistant Project Manager,N/a,670-674,0,10/1995,$0.00,20,9,32,17,"$26,763.00",0,79.70%,n/a,2
38416325,"$14,300","$14,300",19.24%,1.00%,"January 22, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$2,600 / month",20.19%,< 1 year ,286xx,N/a,N/a,N/a,Accountant,N/a,690-694,0,07/2008,$0.00,17,0,20,n/a,"$12,891.00",0,60.20%,n/a,0
38417418,"$30,000","$30,000",8.67%,1.00%,"January 26, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$7,083 / month",5.75%,1 year ,020xx,N/a,N/a,N/a,executive assistant,N/a,710-714,0,03/1990,$0.00,14,1,43,22,"$17,558.00",0,36.90%,n/a,1
38417756,"$25,600","$25,600",6.49%,1.00%,"January 23, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$20,833 / month",5.31%,5 years ,750xx,N/a,N/a,N/a,General Manager,N/a,690-694,0,03/1998,$0.00,10,0,31,n/a,"$18,861.00",3,40.90%,44,0
38417769,"$23,475","$23,475",25.57%,1.00%,"January 22, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$3,917 / month",27.53%,3 years ,711xx,N/a,N/a,N/a,Director of Business Operations,N/a,720-724,0,07/2010,$0.00,21,0,24,n/a,"$5,432.00",0,26.60%,n/a,0
38418137,"$12,000","$12,000",9.49%,1.00%,"January 23, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$4,167 / month",16.86%,10+ years ,926xx,N/a,N/a,N/a,Printer,N/a,710-714,0,09/2004,$0.00,10,0,18,n/a,"$14,507.00",0,43.40%,n/a,0
38418232,"$13,600","$13,600",15.59%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$4,417 / month",23.01%,3 years ,863xx,N/a,N/a,N/a,Grievance and Appeals Coordinator,N/a,710-714,1,06/1999,$0.00,15,1,24,1,$749.00,0,2.10%,n/a,0
38419277,"$20,000","$20,000",12.99%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$6,667 / month",14.16%,2 years ,016xx,N/a,N/a,N/a,Registered Nurse,N/a,705-709,0,08/1998,$0.00,16,2,46,12,"$11,566.00",0,54.60%,n/a,1
38425933,"$14,975","$14,975",21.99%,1.00%,"January 23, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$4,167 / month",35.57%,< 1 year ,300xx,N/a,N/a,N/a,Nurse,N/a,680-684,0,03/1987,$0.00,31,0,40,n/a,"$38,731.00",0,78.40%,n/a,1
38426050,"$10,550","$10,550",14.99%,1.00%,"January 22, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$3,833 / month",5.61%,10+ years ,401xx,N/a,N/a,N/a,superentendent,N/a,660-664,0,11/1998,$0.00,7,0,41,n/a,"$18,079.00",0,58.90%,n/a,2
38428654,"$9,000","$9,000",6.49%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$10,417 / month",12.35%,3 years ,722xx,N/a,N/a,N/a,Channel Manager,N/a,660-664,0,06/1996,$0.00,16,0,37,25,"$29,979.00",0,78.10%,n/a,0
38429456,"$14,000","$14,000",9.49%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,OWN,"$2,917 / month",30.14%,10+ years ,263xx,N/a,N/a,N/a,labor,N/a,675-679,0,11/1997,$0.00,5,0,26,n/a,"$8,462.00",0,73.60%,n/a,0
38429689,"$8,000","$8,000",11.44%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$1,667 / month",37.53%,10+ years ,074xx,N/a,N/a,N/a,Valet parking manager ,N/a,715-719,0,06/2004,$0.00,14,2,30,11,"$9,756.00",0,24.50%,n/a,2
38429794,"$11,000","$11,000",14.99%,1.00%,"January 23, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$3,083 / month",27.51%,10+ years ,920xx,N/a,N/a,N/a,Receptionist,N/a,665-669,0,10/2002,$0.00,7,3,22,9,"$11,817.00",0,77.70%,n/a,1
38434179,"$25,850","$25,850",23.99%,1.00%,"January 21, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$6,000 / month",22.33%,3 years ,028xx,N/a,N/a,N/a,Mri technologist,N/a,660-664,0,02/2003,$0.00,16,0,38,n/a,"$14,528.00",1,50.10%,56,1
38435053,"$18,825","$18,825",12.39%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,152 / month",26.37%,3 years ,741xx,N/a,N/a,N/a,Coordinator,N/a,750-754,0,10/2000,$0.00,10,0,25,n/a,"$9,914.00",0,35.00%,n/a,1
38435523,"$9,875","$9,875",15.59%,1.00%,"January 21, 2015","January 12, 2018","January 12, 2020",$0,RENT,"$2,100 / month",27.38%,n/a,032xx,N/a,N/a,N/a,n/a,N/a,680-684,0,01/1991,$0.00,9,0,11,30,"$4,205.00",0,42.90%,n/a,0
38436449,"$12,000","$12,000",10.49%,1.00%,"January 27, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$7,500 / month",17.76%,10+ years ,986xx,N/a,N/a,N/a,Regional Manager,N/a,660-664,0,08/2003,$0.00,10,15,41,4,"$5,041.00",0,66.30%,n/a,0
38437123,"$9,500","$9,500",8.19%,1.00%,"January 22, 2015","January 15, 2018","January 15, 2020",$0,MORTGAGE,"$2,333 / month",18.86%,10+ years ,082xx,N/a,N/a,N/a,sales clerk,N/a,690-694,0,05/2003,$0.00,5,0,14,n/a,"$9,105.00",0,65.00%,n/a,0
38437420,"$18,425","$18,425",19.99%,1.00%,"January 21, 2015","January 15, 2020","January 15, 2020",$0,OWN,"$3,500 / month",21.91%,n/a,937xx,N/a,N/a,N/a,n/a,N/a,680-684,0,02/1977,$0.00,10,0,27,n/a,"$13,982.00",0,60.80%,n/a,0
38437438,"$14,450","$14,450",19.99%,1.00%,"January 22, 2015","January 16, 2020","January 16, 2020",$0,RENT,"$5,120 / month",11.72%,10+ years ,104xx,N/a,N/a,N/a,Community Coordinator,N/a,675-679,0,06/2004,$0.00,10,0,18,31,"$4,013.00",0,71.70%,n/a,1
38437558,"$8,000","$8,000",10.49%,1.00%,"January 23, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$2,833 / month",17.37%,8 years ,300xx,N/a,N/a,N/a,Auditor,N/a,685-689,0,06/1999,$0.00,3,0,11,83,"$7,518.00",1,83.50%,103,0
38437694,"$24,000","$24,000",6.49%,1.00%,"January 22, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$8,333 / month",12.94%,10+ years ,605xx,N/a,N/a,N/a,G MANAGER,N/a,760-764,0,05/2002,$0.00,14,0,27,41,"$10,787.00",0,22.10%,n/a,0
38437998,"$7,500","$7,500",15.99%,1.00%,"January 27, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$2,750 / month",19.27%,10+ years ,351xx,N/a,N/a,N/a,supervisor,N/a,660-664,0,11/2007,$0.00,9,1,13,22,"$3,848.00",0,49.30%,n/a,3
38438505,"$10,000","$10,000",12.99%,1.00%,"January 21, 2015","January 18, 2018","January 18, 2020",$0,OWN,"$2,583 / month",34.61%,2 years ,467xx,N/a,N/a,N/a,Quality Control,N/a,690-694,0,08/1998,$0.00,14,0,39,n/a,"$15,171.00",0,57.00%,n/a,0
38438538,"$35,000","$35,000",14.31%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$5,833 / month",13.60%,3 years ,100xx,N/a,N/a,N/a,Underwriter,N/a,710-714,0,02/2001,$0.00,15,0,29,n/a,"$31,063.00",0,35.60%,n/a,1
38438942,"$7,000","$7,000",10.49%,1.00%,"January 26, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$3,553 / month",21.19%,10+ years ,175xx,N/a,N/a,N/a,mechanic/manager,N/a,685-689,0,04/2003,$0.00,16,0,49,50,"$10,215.00",0,21.00%,n/a,0
38444838,"$20,000","$20,000",9.49%,1.00%,"January 26, 2015","January 10, 2018","January 10, 2020",$0,RENT,"$5,000 / month",12.96%,10+ years ,494xx,N/a,N/a,N/a,Nursing Team Supervisor,N/a,705-709,0,07/1993,$0.00,10,0,28,31,"$21,782.00",0,81.30%,n/a,0
38444855,"$23,400","$23,400",18.54%,1.00%,"January 23, 2015","January 11, 2020","January 11, 2020",$0,MORTGAGE,"$5,083 / month",24.89%,10+ years ,080xx,N/a,N/a,N/a,Sr. Field Engineering Technician,N/a,680-684,0,04/1981,$0.00,17,0,33,71,"$5,985.00",2,28.80%,64,1
38444899,"$20,000","$20,000",6.49%,1.00%,"January 21, 2015","January 11, 2018","January 11, 2020",$0,RENT,"$11,667 / month",16.81%,< 1 year ,073xx,N/a,N/a,N/a,Director,N/a,700-704,0,06/1991,$0.00,22,0,58,24,"$9,979.00",0,21.60%,n/a,3
38446024,"$20,000","$20,000",16.49%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$5,833 / month",34.42%,8 years ,926xx,N/a,N/a,N/a,"Exec. Asst., Office Manager",N/a,685-689,0,05/1994,$0.00,8,2,31,2,"$11,695.00",0,68.00%,n/a,1
38446151,"$20,000","$20,000",13.66%,1.00%,"January 22, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$6,083 / month",24.03%,1 year ,804xx,N/a,N/a,N/a,Associate Professor,N/a,660-664,0,02/1999,$0.00,11,0,35,76,"$13,933.00",0,95.40%,n/a,1
38447569,"$11,500","$11,500",8.19%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$6,583 / month",9.54%,10+ years ,370xx,N/a,N/a,N/a,dental hygienist,N/a,695-699,0,09/1999,$0.00,9,0,28,27,"$10,154.00",0,61.90%,n/a,0
38448023,"$18,350","$18,350",23.99%,1.00%,"January 23, 2015","January 31, 2020","January 31, 2020",$0,RENT,"$6,750 / month",2.31%,6 years ,331xx,N/a,N/a,N/a,Commodity Manager,N/a,695-699,0,12/2002,$0.00,4,0,13,43,"$3,664.00",3,43.10%,36,0
38448124,"$20,000","$20,000",13.66%,1.00%,"January 22, 2015","January 16, 2018","January 16, 2020",$0,OWN,"$4,109 / month",28.19%,10+ years ,541xx,N/a,N/a,N/a,METAL FABICATION,N/a,670-674,0,10/1994,$0.00,10,0,27,n/a,"$23,249.00",0,96.90%,n/a,2
38448514,"$4,600","$4,600",19.24%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$5,417 / month",20.60%,8 years ,718xx,N/a,N/a,N/a,mechanic,N/a,670-674,0,06/2002,$0.00,10,0,25,44,"$2,586.00",0,71.80%,n/a,0
38448993,"$22,000","$22,000",7.49%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$4,417 / month",26.95%,10+ years ,191xx,N/a,N/a,N/a,Analyst/Programmer,N/a,730-734,0,05/1997,$0.00,10,0,15,n/a,"$24,070.00",0,62.40%,n/a,0
38449088,"$16,400","$16,400",7.49%,1.00%,"January 23, 2015","January 18, 2018","January 18, 2020",$0,RENT,"$5,292 / month",18.95%,3 years ,606xx,N/a,N/a,N/a,Supervisor,N/a,690-694,0,07/2002,$0.00,13,0,25,n/a,"$14,277.00",0,47.60%,n/a,0
38449241,"$25,500","$25,500",11.44%,1.00%,"January 23, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$12,500 / month",27.79%,10+ years ,740xx,N/a,N/a,N/a,welder,N/a,730-734,0,02/1996,$0.00,13,0,37,65,"$28,794.00",0,50.60%,n/a,1
38449617,"$15,000","$15,000",12.39%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$3,917 / month",17.24%,2 years ,606xx,N/a,N/a,N/a,Manager of Adjunct Therapies,N/a,695-699,0,08/2002,$0.00,16,0,32,n/a,"$17,324.00",0,30.50%,n/a,2
38449922,"$17,875","$17,875",18.54%,1.00%,"January 23, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$6,667 / month",0.38%,3 years ,112xx,N/a,N/a,N/a,Owner,N/a,730-734,0,10/2002,$0.00,3,0,7,n/a,"$2,127.00",0,70.90%,n/a,0
38455422,"$20,000","$20,000",17.86%,1.00%,"January 22, 2015","January 31, 2020","January 31, 2020",$0,MORTGAGE,"$6,250 / month",25.92%,4 years ,751xx,N/a,N/a,N/a,cdl driver,N/a,675-679,0,02/2000,$0.00,12,0,22,31,"$15,376.00",1,88.40%,111,1
38455920,"$30,050","$30,050",15.99%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$21,079 / month",11.24%,7 years ,760xx,N/a,N/a,N/a,VP of Sales,N/a,690-694,0,04/1998,$0.00,13,0,20,77,"$15,809.00",1,40.10%,13,0
