Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
39681809,"$17,125","$17,125",17.86%,1.00%,"January 23, 2015","February 1, 2020","February 1, 2020",$0,RENT,"$3,250 / month",24.74%,4 years ,750xx,N/a,N/a,N/a,Trainer,N/a,705-709,0,04/2000,$0.00,7,0,20,41,"$3,729.00",0,82.90%,n/a,0
39681860,"$8,000","$8,000",6.49%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$2,083 / month",24.24%,10+ years ,826xx,N/a,N/a,N/a,Lead Consultant,N/a,735-739,0,12/1998,$0.00,7,0,8,n/a,"$10,391.00",0,46.60%,n/a,0
39681908,"$7,500","$7,500",8.67%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$5,500 / month",27.95%,n/a,109xx,N/a,N/a,N/a,n/a,N/a,735-739,0,12/1994,$0.00,13,0,42,n/a,"$39,554.00",0,40.70%,n/a,0
39681931,"$35,000","$35,000",10.49%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$8,583 / month",13.13%,10+ years ,208xx,N/a,N/a,N/a,QA Manager,N/a,665-669,0,02/1989,$0.00,9,1,29,17,"$32,961.00",0,74.40%,n/a,0
39681933,"$20,800","$20,800",15.99%,1.00%,"January 27, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$3,779 / month",39.02%,10+ years ,786xx,N/a,N/a,N/a,Hospital Based Worker II,N/a,710-714,0,12/1995,$0.00,23,0,58,n/a,"$19,920.00",0,61.10%,n/a,0
39682042,"$15,000","$15,000",12.39%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$4,346 / month",20.76%,10+ years ,466xx,N/a,N/a,N/a,TV Production Supervisor,N/a,710-714,0,05/1986,$0.00,11,0,13,n/a,"$17,606.00",0,51.20%,n/a,0
39682052,"$8,000","$8,000",14.31%,1.00%,"January 27, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$2,667 / month",12.15%,< 1 year ,554xx,N/a,N/a,N/a,Manager,N/a,660-664,0,06/2002,$0.00,9,0,18,32,"$8,298.00",0,53.90%,n/a,1
39682057,"$12,800","$12,800",12.99%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$6,822 / month",19.17%,n/a,067xx,N/a,N/a,N/a,n/a,N/a,670-674,0,03/1994,$0.00,14,0,27,70,"$12,360.00",0,65.40%,n/a,0
39682082,"$11,000","$11,000",8.19%,1.00%,"January 26, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$2,833 / month",10.12%,3 years ,325xx,N/a,N/a,N/a,full time supervisor,N/a,660-664,0,05/2004,$0.00,7,2,19,17,"$10,701.00",0,59.40%,n/a,0
39682158,"$21,000","$21,000",12.99%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$20,833 / month",20.96%,9 years ,773xx,N/a,N/a,N/a,VP Global Tender Management,N/a,690-694,0,08/2002,$0.00,14,0,43,n/a,"$43,229.00",0,73.60%,n/a,0
39682205,"$5,600","$5,600",10.49%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$3,000 / month",10.47%,1 year ,940xx,N/a,N/a,N/a,Public Health Associate,N/a,660-664,0,09/2007,$0.00,7,0,13,n/a,"$6,214.00",0,64.10%,n/a,0
39682209,"$18,625","$18,625",19.24%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$3,917 / month",4.72%,10+ years ,072xx,N/a,N/a,N/a,SECURITY ,N/a,680-684,0,12/2000,$0.00,10,7,18,13,"$2,434.00",0,29.90%,n/a,0
39682281,"$15,000","$15,000",14.31%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$5,417 / month",10.06%,10+ years ,331xx,N/a,N/a,N/a,OFFICE MANAGER,N/a,660-664,0,06/1998,$0.00,7,0,25,25,"$4,533.00",1,28.90%,53,2
39682286,"$24,000","$24,000",12.99%,1.00%,"January 26, 2015","February 3, 2020","February 3, 2020",$0,RENT,"$10,000 / month",13.41%,8 years ,331xx,N/a,N/a,N/a,Firefighter,N/a,675-679,0,11/2005,$0.00,12,1,30,13,"$3,527.00",0,28.00%,n/a,0
39682367,"$2,400","$2,400",19.24%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$8,583 / month",22.28%,7 years ,633xx,N/a,N/a,N/a,"Manager, Program Accounts",N/a,670-674,0,09/2002,$0.00,15,0,30,45,"$20,079.00",0,59.20%,n/a,3
39682378,"$16,000","$16,000",8.67%,1.00%,"January 26, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$8,500 / month",11.29%,2 years ,300xx,N/a,N/a,N/a,Senior Acct Manager,N/a,695-699,0,03/1985,$0.00,8,0,20,n/a,"$29,849.00",1,75.80%,40,0
39682386,"$8,400","$8,400",12.99%,1.00%,"January 27, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$9,167 / month",32.99%,10+ years ,469xx,N/a,N/a,N/a,boiler plant operator,N/a,685-689,0,06/1981,$0.00,24,0,33,n/a,"$66,173.00",0,69.10%,n/a,3
39682397,"$10,000","$10,000",12.39%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$6,667 / month",23.99%,7 years ,328xx,N/a,N/a,N/a,Owner,N/a,670-674,0,12/2003,$0.00,7,1,19,20,"$7,570.00",0,97.10%,n/a,0
39682434,"$2,000","$2,000",15.99%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$1,792 / month",26.69%,n/a,349xx,N/a,N/a,N/a,n/a,N/a,660-664,0,12/2003,$0.00,8,1,16,12,"$4,566.00",0,61.70%,n/a,1
39682453,"$6,000","$6,000",8.67%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$6,606 / month",28.84%,10+ years ,104xx,N/a,N/a,N/a,Supervisor,N/a,695-699,0,04/2004,$0.00,23,0,37,n/a,"$22,517.00",0,46.00%,n/a,0
39682454,"$15,000","$15,000",16.49%,1.00%,"January 27, 2015","February 3, 2020","February 3, 2020",$0,RENT,"$4,583 / month",23.83%,10+ years ,757xx,N/a,N/a,N/a,ETC,N/a,710-714,0,05/1989,$0.00,17,0,31,n/a,"$8,841.00",0,40.20%,n/a,4
39682462,"$32,000","$32,000",17.86%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,MORTGAGE,"$7,083 / month",28.34%,10+ years ,152xx,N/a,N/a,N/a,custodian 1,N/a,680-684,0,08/2002,$0.00,13,0,29,n/a,"$24,757.00",0,78.30%,n/a,0
39682479,"$13,775","$13,775",19.24%,1.00%,"January 22, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$4,333 / month",39.46%,5 years ,294xx,N/a,N/a,N/a,Logistics assistant I ,N/a,680-684,0,07/2003,$0.00,8,0,34,50,"$22,539.00",0,100.20%,n/a,0
39682502,"$10,000","$10,000",12.39%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$4,417 / month",33.54%,n/a,275xx,N/a,N/a,N/a,n/a,N/a,670-674,0,12/1999,$0.00,19,0,26,41,"$25,480.00",1,37.10%,63,1
39682519,"$10,000","$10,000",15.59%,1.00%,"January 26, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$7,917 / month",15.74%,10+ years ,922xx,N/a,N/a,N/a,Speech Language Pathologist,N/a,660-664,0,07/1986,$0.00,9,4,19,15,"$5,847.00",0,53.60%,n/a,4
39682534,"$10,650","$10,650",22.99%,1.00%,"January 27, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$2,674 / month",23.82%,n/a,226xx,N/a,N/a,N/a,n/a,N/a,670-674,0,08/1999,$0.00,10,4,19,17,"$8,180.00",2,64.40%,48,0
39682575,"$8,000","$8,000",13.66%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$3,250 / month",6.61%,9 years ,114xx,N/a,N/a,N/a,Patient Service Representative,N/a,660-664,0,03/2005,$0.00,5,1,11,14,"$7,053.00",0,64.70%,n/a,0
39682584,"$6,000","$6,000",17.14%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$2,917 / month",23.70%,3 years ,254xx,N/a,N/a,N/a,CMA,N/a,690-694,0,02/2006,$0.00,16,1,31,21,"$3,853.00",0,25.90%,n/a,2
39682690,"$24,425","$24,425",19.99%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,MORTGAGE,"$5,667 / month",31.02%,3 years ,762xx,N/a,N/a,N/a,Substitute Teacher,N/a,690-694,0,05/1971,$0.00,13,0,28,n/a,"$49,477.00",0,78.00%,n/a,0
39682703,"$6,000","$6,000",17.14%,1.00%,"January 27, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$1,768 / month",36.93%,n/a,346xx,N/a,N/a,N/a,n/a,N/a,660-664,0,09/2004,$0.00,5,1,17,8,"$3,070.00",0,32.70%,n/a,1
39682767,"$9,650","$9,650",11.99%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$4,375 / month",17.51%,3 years ,208xx,N/a,N/a,N/a,Materials and Logistics Coordinator,N/a,685-689,0,05/2003,$0.00,7,0,9,46,"$12,856.00",2,60.90%,70,0
39682871,"$24,725","$24,725",15.99%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$5,167 / month",31.09%,1 year ,011xx,N/a,N/a,N/a,Manager,N/a,690-694,0,07/1994,$0.00,24,0,47,n/a,"$37,378.00",0,57.40%,n/a,1
39682894,"$17,225","$17,225",19.24%,1.00%,"January 26, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$3,283 / month",37.34%,10+ years ,302xx,N/a,N/a,N/a,Firefighter,N/a,680-684,0,06/1999,$0.00,8,0,26,n/a,"$10,989.00",0,95.60%,n/a,1
39689296,"$6,800","$6,800",8.19%,1.00%,"January 21, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,375 / month",12.28%,9 years ,674xx,N/a,N/a,N/a,Director,N/a,680-684,0,03/2002,$0.00,15,1,28,6,"$6,193.00",0,82.60%,n/a,1
39689392,"$12,600","$12,600",19.99%,1.00%,"January 27, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$2,917 / month",13.65%,6 years ,295xx,N/a,N/a,N/a,OTR driver,N/a,675-679,0,07/1987,$0.00,4,0,11,63,"$6,430.00",0,83.50%,n/a,0
39689515,"$22,850","$22,850",17.14%,1.00%,"January 22, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$4,333 / month",35.66%,10+ years ,355xx,N/a,N/a,N/a,MANAGER AT CASH MART INC,N/a,720-724,0,02/1993,$0.00,8,0,22,81,"$42,017.00",0,76.30%,n/a,0
39689569,"$5,000","$5,000",11.99%,1.00%,"January 22, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,333 / month",19.92%,9 years ,750xx,N/a,N/a,N/a,Technical Support Supervisor,N/a,680-684,0,01/2005,$0.00,7,0,12,n/a,"$4,062.00",0,79.60%,n/a,0
39689741,"$28,000","$28,000",17.14%,1.00%,"January 22, 2015","January 31, 2020","January 31, 2020",$0,RENT,"$9,792 / month",14.16%,2 years ,941xx,N/a,N/a,N/a,Director of Aesthetics,N/a,690-694,0,04/2004,$0.00,6,0,9,n/a,"$39,908.00",0,97.80%,n/a,0
39689879,"$15,250","$15,250",16.49%,1.00%,"January 22, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$3,417 / month",36.48%,1 year ,660xx,N/a,N/a,N/a,Staff Accountant,N/a,675-679,0,08/2001,$0.00,21,0,46,30,"$29,069.00",0,70.00%,n/a,0
39689967,"$11,000","$11,000",14.99%,1.00%,"January 21, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$5,583 / month",10.17%,7 years ,072xx,N/a,N/a,N/a,driver,N/a,680-684,0,02/2004,$0.00,5,0,6,73,"$2,028.00",0,52.00%,n/a,0
39690027,"$15,625","$15,625",20.99%,1.00%,"January 27, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$4,000 / month",38.25%,10+ years ,463xx,N/a,N/a,N/a,SHIPPING,N/a,665-669,0,04/2004,$0.00,6,0,18,n/a,"$5,950.00",0,91.50%,n/a,2
39690159,"$8,600","$8,600",11.99%,1.00%,"January 21, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$5,583 / month",27.89%,10+ years ,988xx,N/a,N/a,N/a,Supervisor,N/a,705-709,0,06/1998,$0.00,13,0,26,47,"$15,550.00",0,46.30%,n/a,0
39690305,"$5,100","$5,100",14.99%,1.00%,"January 22, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,667 / month",25.36%,< 1 year ,271xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,03/1996,$0.00,13,0,35,35,"$16,572.00",0,70.50%,n/a,0
39690372,"$8,500","$8,500",9.49%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$3,833 / month",9.26%,5 years ,200xx,N/a,N/a,N/a,Program and Policy Associate,N/a,705-709,0,01/2006,$0.00,9,0,18,n/a,"$8,479.00",0,77.10%,n/a,1
39690530,"$8,000","$8,000",15.99%,1.00%,"January 22, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$5,766 / month",20.83%,2 years ,310xx,N/a,N/a,N/a,ELECTRONICS ENGINEER,N/a,680-684,0,05/2003,$0.00,16,1,28,19,"$9,173.00",0,34.00%,n/a,1
39690766,"$10,000","$10,000",19.99%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$6,667 / month",11.90%,4 years ,300xx,N/a,N/a,N/a,server,N/a,675-679,0,12/2002,$0.00,13,0,29,66,"$7,244.00",0,28.30%,n/a,1
39690818,"$15,000","$15,000",15.59%,1.00%,"January 26, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$4,250 / month",14.12%,10+ years ,238xx,N/a,N/a,N/a,Tech,N/a,670-674,1,04/2010,$138.00,9,1,10,1,"$7,365.00",0,39.40%,n/a,0
39691050,"$14,125","$14,125",18.54%,1.00%,"January 20, 2015","January 30, 2020","January 30, 2020",$0,MORTGAGE,"$3,583 / month",32.79%,6 years ,989xx,N/a,N/a,N/a,project manager,N/a,695-699,0,10/1997,$0.00,6,0,22,61,"$15,877.00",0,88.00%,n/a,1
39691051,"$10,800","$10,800",17.14%,1.00%,"January 22, 2015","February 3, 2020","February 3, 2020",$0,RENT,"$4,833 / month",17.46%,7 years ,064xx,N/a,N/a,N/a,advisor associate,N/a,705-709,0,08/2008,$0.00,12,0,19,27,"$3,165.00",0,14.00%,n/a,0
39691056,"$12,000","$12,000",17.14%,1.00%,"January 21, 2015","January 30, 2020","January 30, 2020",$0,MORTGAGE,"$3,500 / month",19.17%,2 years ,282xx,N/a,N/a,N/a,Department Manager,N/a,685-689,0,06/2002,$0.00,21,0,32,n/a,"$27,748.00",0,78.40%,n/a,0
39691064,"$9,100","$9,100",20.99%,1.00%,"January 21, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$4,125 / month",39.93%,2 years ,151xx,N/a,N/a,N/a,Office Manager ,N/a,670-674,0,08/2001,$0.00,11,4,33,6,"$4,533.00",1,48.20%,87,0
39691162,"$5,000","$5,000",9.49%,1.00%,"January 21, 2015","January 30, 2018","January 30, 2020",$0,OWN,"$2,500 / month",15.08%,9 years ,620xx,N/a,N/a,N/a,Manager,N/a,665-669,0,09/1995,$0.00,10,0,14,n/a,"$8,100.00",1,49.10%,75,1
39691457,"$4,000","$4,000",14.31%,1.00%,"January 27, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$2,750 / month",19.96%,2 years ,381xx,N/a,N/a,N/a,Material Handler,N/a,700-704,0,05/2006,$0.00,9,0,9,n/a,"$3,942.00",0,24.60%,n/a,1
39691468,"$15,000","$15,000",6.99%,1.00%,"January 23, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$4,167 / month",5.14%,5 years ,191xx,N/a,N/a,N/a,Tech,N/a,715-719,0,09/2001,$0.00,11,0,28,n/a,"$9,789.00",2,14.00%,68,0
39691477,"$3,575","$3,575",13.66%,1.00%,"January 26, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$3,250 / month",24.84%,< 1 year ,034xx,N/a,N/a,N/a,Deputy Town Clerk,N/a,715-719,0,10/1995,$0.00,9,0,21,n/a,"$20,697.00",0,72.60%,n/a,1
39691506,"$16,150","$16,150",15.99%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$3,750 / month",15.73%,10+ years ,283xx,N/a,N/a,N/a,Lieutenant,N/a,660-664,0,09/2001,$0.00,7,0,19,41,"$5,200.00",0,102.00%,n/a,0
39691535,"$9,500","$9,500",14.99%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$4,667 / month",15.75%,2 years ,727xx,N/a,N/a,N/a,Warehouse,N/a,665-669,0,04/2008,$0.00,6,0,13,n/a,"$9,663.00",0,81.20%,n/a,1
39691591,"$8,400","$8,400",14.99%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$2,500 / month",26.56%,3 years ,605xx,N/a,N/a,N/a,Forklift Operator ,N/a,685-689,0,10/2008,$0.00,19,0,26,30,"$5,209.00",0,25.70%,n/a,1
39691659,"$16,000","$16,000",6.49%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$12,500 / month",20.00%,10+ years ,234xx,N/a,N/a,N/a,Physician,N/a,720-724,0,03/1997,$0.00,24,0,54,51,"$56,116.00",0,56.20%,n/a,0
39691663,"$14,400","$14,400",17.14%,1.00%,"January 27, 2015","February 2, 2020","February 2, 2020",$0,RENT,"$3,833 / month",32.49%,5 years ,640xx,N/a,N/a,N/a,loader oper.,N/a,690-694,0,07/2007,$0.00,9,0,14,76,"$14,073.00",1,58.90%,111,0
39691684,"$35,000","$35,000",12.99%,1.00%,"January 26, 2015","February 2, 2020","February 2, 2020",$0,OWN,"$7,500 / month",18.13%,10+ years ,104xx,N/a,N/a,N/a,Guidance Counselor,N/a,730-734,0,04/1967,$0.00,21,0,35,25,"$56,739.00",0,39.00%,n/a,0
39691697,"$12,000","$12,000",6.49%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$12,208 / month",22.95%,4 years ,139xx,N/a,N/a,N/a,CRNA,N/a,665-669,0,12/1996,$0.00,17,0,40,n/a,"$13,608.00",1,57.70%,67,0
39691717,"$21,000","$21,000",8.67%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$9,167 / month",11.75%,< 1 year ,600xx,N/a,N/a,N/a,physical therapist,N/a,720-724,0,09/2009,$0.00,14,0,21,n/a,"$22,918.00",0,31.10%,n/a,2
39691720,"$7,200","$7,200",11.44%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$4,417 / month",21.22%,1 year ,957xx,N/a,N/a,N/a,Enforcement Representative,N/a,670-674,0,04/2005,$0.00,10,0,11,78,"$14,265.00",0,74.70%,n/a,0
39691786,"$9,250","$9,250",7.49%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$3,333 / month",28.95%,2 years ,657xx,N/a,N/a,N/a,Office Manager,N/a,760-764,0,07/2001,$0.00,12,0,30,n/a,"$2,383.00",0,17.40%,n/a,0
39691798,"$7,000","$7,000",13.66%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$6,542 / month",17.21%,1 year ,254xx,N/a,N/a,N/a,Superintendent,N/a,670-674,0,11/2004,$0.00,11,2,38,7,"$2,183.00",0,57.40%,n/a,0
39691841,"$9,175","$9,175",20.99%,1.00%,"January 21, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$1,833 / month",35.35%,n/a,229xx,N/a,N/a,N/a,n/a,N/a,695-699,0,01/2008,$0.00,16,0,24,n/a,"$10,779.00",0,60.20%,n/a,0
39691854,"$35,000","$35,000",14.31%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$8,583 / month",18.94%,10+ years ,944xx,N/a,N/a,N/a,Software Developer,N/a,705-709,0,10/1974,$0.00,17,0,28,n/a,"$72,654.00",0,41.00%,n/a,1
39691951,"$12,000","$12,000",18.54%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$3,750 / month",23.01%,< 1 year ,495xx,N/a,N/a,N/a,Payroll Specialist,N/a,695-699,0,08/2001,$0.00,14,0,29,39,"$10,211.00",0,50.10%,n/a,0
39691953,"$12,000","$12,000",11.44%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$3,917 / month",18.86%,9 years ,190xx,N/a,N/a,N/a,Financial Manager,N/a,665-669,0,07/2004,$0.00,16,1,32,9,"$21,830.00",0,64.60%,n/a,1
39691954,"$33,025","$33,025",16.49%,1.00%,"January 23, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$7,958 / month",33.73%,10+ years ,370xx,N/a,N/a,N/a,Center Operations Manager,N/a,695-699,0,10/1994,$0.00,9,0,20,n/a,"$42,348.00",0,99.90%,n/a,1
39692017,"$6,000","$6,000",15.99%,1.00%,"January 27, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$10,000 / month",4.68%,6 years ,327xx,N/a,N/a,N/a,Admission Rep ,N/a,685-689,0,08/2006,$0.00,16,1,26,15,"$5,997.00",0,38.70%,n/a,2
39692021,"$14,675","$14,675",8.19%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,OWN,"$4,167 / month",29.62%,10+ years ,601xx,N/a,N/a,N/a,Air Import Agent,N/a,745-749,0,10/1994,$0.00,24,0,43,n/a,"$21,066.00",0,29.30%,n/a,1
39692053,"$12,000","$12,000",14.31%,1.00%,"January 26, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$2,917 / month",4.80%,< 1 year ,941xx,N/a,N/a,N/a,Analytics Specialist,N/a,695-699,0,12/2010,$0.00,6,0,7,n/a,"$4,218.00",0,44.40%,n/a,0
39692096,"$9,600","$9,600",7.49%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,OWN,"$3,417 / month",26.29%,1 year ,737xx,N/a,N/a,N/a,Mechanic,N/a,715-719,0,11/1977,$0.00,7,0,14,n/a,"$10,843.00",0,72.30%,n/a,1
39692102,"$28,000","$28,000",11.99%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$11,667 / month",31.32%,3 years ,014xx,N/a,N/a,N/a,Senior Vice President,N/a,685-689,0,09/1987,$0.00,18,1,26,20,"$28,386.00",0,76.10%,n/a,0
39692109,"$11,000","$11,000",11.99%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$3,917 / month",30.82%,10+ years ,988xx,N/a,N/a,N/a,Mechanic,N/a,675-679,0,09/2000,$0.00,9,0,23,n/a,"$15,171.00",0,68.30%,n/a,0
39692155,"$11,300","$11,300",15.59%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$3,917 / month",21.27%,n/a,762xx,N/a,N/a,N/a,n/a,N/a,710-714,0,04/1996,$0.00,7,0,12,40,"$4,330.00",0,43.70%,n/a,0
39692159,"$8,000","$8,000",6.03%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$6,667 / month",5.52%,9 years ,774xx,N/a,N/a,N/a,Ast Superintendet,N/a,670-674,0,05/1998,$0.00,11,0,32,n/a,"$11,016.00",1,46.10%,50,0
39692204,"$20,000","$20,000",8.67%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$4,792 / month",6.41%,3 years ,787xx,N/a,N/a,N/a,Lead Business Analyst,N/a,685-689,0,09/2008,$0.00,6,0,9,n/a,"$6,939.00",0,78.90%,n/a,0
39692227,"$4,800","$4,800",11.99%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$5,417 / month",9.73%,9 years ,945xx,N/a,N/a,N/a,Administrative,N/a,675-679,0,02/2004,$0.00,11,3,23,9,"$5,048.00",0,25.80%,n/a,1
39692231,"$35,000","$35,000",25.99%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$11,567 / month",7.84%,5 years ,180xx,N/a,N/a,N/a,Global Pricing Operations Leader,N/a,660-664,0,03/2002,$0.00,8,1,24,14,"$5,454.00",0,51.90%,n/a,2
39692233,"$29,000","$29,000",8.67%,1.00%,"January 27, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$11,458 / month",13.50%,2 years ,600xx,N/a,N/a,N/a,Sr. Sales & Marketing Manager,N/a,695-699,0,01/1991,$0.00,6,1,29,21,"$93,001.00",0,84.10%,n/a,1
39692383,"$6,000","$6,000",17.86%,1.00%,"January 26, 2015","February 3, 2018","February 3, 2020",$0,OWN,"$3,552 / month",1.52%,n/a,156xx,N/a,N/a,N/a,n/a,N/a,695-699,0,07/2006,$0.00,4,0,8,n/a,"$1,805.00",1,36.10%,107,0
39692394,"$8,000","$8,000",15.59%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$3,250 / month",19.17%,6 years ,100xx,N/a,N/a,N/a,admin assistant,N/a,665-669,0,04/2010,$0.00,11,0,14,n/a,"$8,016.00",0,54.20%,n/a,0
39692404,"$35,000","$35,000",18.54%,1.00%,"January 22, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$12,000 / month",24.34%,2 years ,234xx,N/a,N/a,N/a,Director,N/a,700-704,0,06/1989,$0.00,27,0,51,n/a,"$112,686.00",0,45.00%,n/a,3
39692437,"$32,000","$32,000",19.24%,1.00%,"January 23, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$8,083 / month",26.76%,10+ years ,891xx,N/a,N/a,N/a,Police Officer II,N/a,665-669,0,12/2001,$0.00,17,1,29,11,"$33,806.00",0,83.10%,n/a,0
39692494,"$8,000","$8,000",14.31%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,MORTGAGE,"$5,833 / month",28.21%,< 1 year ,773xx,N/a,N/a,N/a,VP Branch Manager,N/a,670-674,0,04/1985,$0.00,18,0,35,24,"$37,006.00",0,86.90%,n/a,1
39692518,"$29,975","$29,975",11.44%,1.00%,"January 26, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$8,167 / month",14.66%,10+ years ,945xx,N/a,N/a,N/a,Tech,N/a,740-744,0,03/1994,$0.00,10,0,33,n/a,"$13,157.00",0,30.50%,n/a,0
39692523,"$4,700","$4,700",16.49%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$2,787 / month",9.05%,2 years ,781xx,N/a,N/a,N/a,Lead Care Coordinator,N/a,685-689,0,12/2006,$0.00,7,0,13,25,"$1,353.00",0,19.60%,n/a,1
