Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"February 6, 2015",40756338,"$5,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",15.38%,< 1 year ,402xx,N/a,N/a,N/a,Application Analyst,N/a,790-794,0,07/2008,$0.00,12,0,24,n/a,"$3,096.00",0,6.70%,n/a,2,n/a
"February 6, 2015",40756354,"$10,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",0.43%,3 years ,606xx,N/a,N/a,N/a,teacher,N/a,800-804,0,06/2001,$0.00,6,0,19,n/a,$861.00,0,3.80%,n/a,0,n/a
"February 6, 2015",40756359,"$24,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$13,750 / month",13.45%,10+ years ,300xx,N/a,N/a,N/a,Vice President of Technical Services,N/a,690-694,0,09/1995,$0.00,16,0,38,28,"$47,834.00",0,48.40%,n/a,1,n/a
"February 6, 2015",40756454,"$15,000",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,167 / month",15.50%,10+ years ,103xx,N/a,N/a,N/a,Correction lieutenant,N/a,745-749,0,08/1998,$0.00,9,1,19,9,"$8,261.00",0,30.40%,n/a,0,n/a
"February 6, 2015",40756467,"$25,000",20.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$10,833 / month",32.69%,10+ years ,077xx,N/a,N/a,N/a,Principal Producer,N/a,665-669,0,02/1982,$0.00,14,3,24,6,"$51,471.00",0,63.90%,n/a,0,6
"February 6, 2015",40756482,"$6,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,917 / month",9.54%,10+ years ,902xx,N/a,N/a,N/a,Customer Service Logistics,N/a,710-714,0,02/1992,$0.00,9,0,25,51,"$6,352.00",0,30.50%,n/a,1,n/a
"February 6, 2015",40756541,"$17,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",14.95%,5 years ,600xx,N/a,N/a,N/a,personal caregiver,N/a,695-699,0,04/2010,$0.00,17,0,19,n/a,"$16,802.00",0,36.40%,n/a,2,n/a
"February 6, 2015",40756597,"$5,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,500 / month",27.12%,10+ years ,327xx,N/a,N/a,N/a,OWNER,N/a,680-684,0,01/1994,$0.00,10,0,26,44,"$5,350.00",1,33.90%,70,1,n/a
"February 6, 2015",40756670,"$11,200",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,750 / month",34.71%,5 years ,377xx,N/a,N/a,N/a,Recruiting mgr,N/a,670-674,0,05/2002,$0.00,28,0,58,37,"$16,229.00",0,32.50%,n/a,0,37
"February 6, 2015",40756678,"$23,500",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",12.48%,10+ years ,945xx,N/a,N/a,N/a,ceo,N/a,770-774,0,04/1995,$0.00,17,0,24,n/a,"$21,278.00",0,26.60%,n/a,1,n/a
"February 6, 2015",40766125,"$27,575",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,000 / month",34.18%,3 years ,113xx,N/a,N/a,N/a,President,N/a,715-719,0,06/2004,$0.00,11,0,33,n/a,"$8,519.00",0,58.00%,n/a,1,n/a
"February 6, 2015",40766133,"$15,400",6.68%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,667 / month",8.93%,2 years ,951xx,N/a,N/a,N/a,Media Events Technician,N/a,695-699,0,07/1999,$0.00,11,0,30,n/a,"$18,800.00",0,36.30%,n/a,1,n/a
"February 6, 2015",40766153,"$13,000",9.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,417 / month",22.44%,1 year ,276xx,N/a,N/a,N/a,Teacher,N/a,700-704,0,11/2001,$0.00,18,1,33,8,"$11,468.00",0,34.20%,n/a,0,n/a
"February 6, 2015",40766179,"$20,000",9.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",23.71%,2 years ,774xx,N/a,N/a,N/a,Registered Nurse,N/a,690-694,0,09/1999,$0.00,16,0,20,n/a,"$35,982.00",0,50.40%,n/a,1,n/a
"February 6, 2015",40766186,"$24,625",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",28.57%,4 years ,471xx,N/a,N/a,N/a,Assistant IT Manager,N/a,670-674,0,07/1990,$0.00,12,0,50,n/a,"$10,156.00",1,63.10%,76,1,n/a
"February 6, 2015",40766240,"$29,400",6.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,083 / month",15.49%,< 1 year ,440xx,N/a,N/a,N/a,Writer,N/a,675-679,0,10/1988,$0.00,9,0,15,n/a,"$15,840.00",0,86.10%,n/a,0,n/a
"February 6, 2015",40766253,"$15,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",15.10%,3 years ,488xx,N/a,N/a,N/a,Sr Delivery Director,N/a,710-714,0,10/2004,$0.00,12,0,23,n/a,"$13,608.00",0,45.40%,n/a,0,n/a
"February 6, 2015",40766392,"$28,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,083 / month",12.30%,10+ years ,327xx,N/a,N/a,N/a,engineering ,N/a,665-669,0,11/1997,$0.00,12,0,25,n/a,"$22,649.00",0,72.40%,n/a,0,n/a
"February 6, 2015",40766406,"$19,950",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",16.13%,6 years ,229xx,N/a,N/a,N/a,owner,N/a,715-719,0,09/1995,$0.00,9,0,23,30,"$41,404.00",0,69.70%,n/a,1,n/a
"February 6, 2015",40766425,"$17,500",9.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,750 / month",16.35%,n/a,752xx,N/a,N/a,N/a,n/a,N/a,720-724,0,11/2004,$0.00,11,0,18,n/a,"$25,174.00",0,35.50%,n/a,0,n/a
"February 6, 2015",40766431,"$20,000",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,250 / month",23.86%,10+ years ,350xx,N/a,N/a,N/a,Computer Operator,N/a,695-699,0,05/1987,$0.00,20,0,30,n/a,"$28,609.00",1,51.10%,117,0,n/a
"February 6, 2015",40766432,"$20,000",15.61%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,917 / month",30.92%,9 years ,932xx,N/a,N/a,N/a,pharmacy technicisn,N/a,670-674,0,05/2003,$0.00,19,1,41,20,"$17,228.00",0,57.60%,n/a,1,n/a
"February 6, 2015",40766451,"$14,400",9.17%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,000 / month",31.98%,5 years ,300xx,N/a,N/a,N/a,Head Golf Professional,N/a,690-694,0,03/2005,$0.00,12,0,30,n/a,"$20,412.00",0,61.30%,n/a,0,n/a
"February 6, 2015",40766488,"$8,400",12.29%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,833 / month",18.07%,< 1 year ,316xx,N/a,N/a,N/a,Deputy ,N/a,675-679,0,12/2002,$0.00,11,3,27,8,"$7,003.00",0,70.70%,n/a,1,23
"February 6, 2015",40776133,"$9,075",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,200 / month",23.44%,2 years ,900xx,N/a,N/a,N/a,New Business Development,N/a,680-684,0,08/2001,$0.00,8,1,26,4,"$9,813.00",0,46.30%,n/a,0,n/a
"February 6, 2015",40776205,"$8,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,583 / month",5.69%,7 years ,800xx,N/a,N/a,N/a,Sales,N/a,680-684,0,10/2001,$0.00,6,0,10,n/a,"$5,752.00",1,60.50%,63,0,n/a
"February 6, 2015",40776206,"$12,000",7.89%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",24.59%,3 years ,495xx,N/a,N/a,N/a,Production Control,N/a,705-709,0,09/2003,$0.00,18,0,35,n/a,"$22,880.00",0,61.50%,n/a,0,n/a
"February 6, 2015",40776215,"$20,000",15.61%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,167 / month",13.44%,n/a,951xx,N/a,N/a,N/a,n/a,N/a,690-694,0,06/1995,$0.00,8,0,12,n/a,"$15,578.00",0,94.40%,n/a,0,n/a
"February 6, 2015",40776312,"$15,600",17.57%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,250 / month",16.47%,4 years ,604xx,N/a,N/a,N/a,Administrative Asst.,N/a,680-684,0,05/2006,$0.00,12,0,16,n/a,"$37,833.00",0,55.90%,n/a,2,n/a
"February 6, 2015",40776371,"$15,000",15.61%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",34.60%,10+ years ,940xx,N/a,N/a,N/a,Certified  Nursing. Assistant,N/a,665-669,0,04/2006,$0.00,15,0,25,55,"$12,868.00",0,55.00%,n/a,1,55
"February 6, 2015",40776404,"$10,000",9.17%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,583 / month",29.19%,8 years ,328xx,N/a,N/a,N/a,Maintenance Supervisor,N/a,720-724,0,04/2006,$0.00,22,0,32,n/a,"$6,146.00",1,15.50%,112,0,n/a
"February 6, 2015",40776440,"$9,975",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,667 / month",22.92%,10+ years ,723xx,N/a,N/a,N/a,Finance Clerk,N/a,725-729,0,11/2001,$0.00,9,0,20,n/a,"$10,701.00",0,53.20%,n/a,0,n/a
"February 6, 2015",40776463,"$12,800",17.57%,1.00%,Five years after issuance,Five years after issuance,OWN,"$2,500 / month",4.24%,6 years ,894xx,N/a,N/a,N/a,Property Manager,N/a,690-694,0,07/2000,$0.00,8,1,22,23,"$4,341.00",0,24.50%,n/a,0,57
"February 6, 2015",40776518,"$16,975",18.84%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",32.43%,10+ years ,145xx,N/a,N/a,N/a,Banking Operations,N/a,675-679,0,06/1985,$0.00,8,1,13,3,"$79,867.00",1,62.00%,119,0,n/a
"February 6, 2015",40776529,"$12,000",10.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,167 / month",20.81%,10+ years ,255xx,N/a,N/a,N/a,School Counselor,N/a,695-699,0,11/1986,$0.00,16,3,26,5,"$13,662.00",0,36.80%,n/a,0,n/a
"February 6, 2015",40776566,"$9,600",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",6.66%,9 years ,920xx,N/a,N/a,N/a,special education inst asst,N/a,680-684,0,04/2001,$0.00,12,0,19,41,"$7,560.00",1,48.20%,82,0,n/a
"February 6, 2015",40776601,"$20,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,292 / month",2.49%,6 years ,460xx,N/a,N/a,N/a,Account Executive,N/a,835-839,0,12/1998,$0.00,7,0,23,n/a,"$3,691.00",0,5.20%,n/a,1,n/a
"February 6, 2015",40786163,"$8,000",6.92%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,213 / month",8.27%,1 year ,939xx,N/a,N/a,N/a,sales,N/a,695-699,0,12/2001,$0.00,5,0,9,60,"$6,996.00",0,77.70%,n/a,1,60
"February 6, 2015",40786176,"$10,000",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",38.16%,1 year ,553xx,N/a,N/a,N/a,"Engineer, Senior Machine Design",N/a,665-669,0,11/1994,$0.00,17,0,31,25,"$74,162.00",0,69.60%,n/a,0,n/a
"February 6, 2015",40786190,"$14,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",10.72%,4 years ,191xx,N/a,N/a,N/a,Manager,N/a,740-744,0,05/2002,$0.00,18,0,30,30,"$22,405.00",0,20.30%,n/a,0,n/a
"February 6, 2015",40786197,"$16,700",25.57%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,100 / month",27.90%,< 1 year ,334xx,N/a,N/a,N/a,Internet Marketing,N/a,660-664,0,12/2005,$0.00,6,0,12,n/a,"$9,016.00",4,92.90%,49,1,n/a
"February 6, 2015",40786229,"$11,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",5.76%,10+ years ,531xx,N/a,N/a,N/a,REHAB CO,N/a,710-714,0,01/1981,$0.00,8,0,14,32,"$25,224.00",5,55.60%,12,2,n/a
"February 6, 2015",40786243,"$10,000",7.89%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,917 / month",14.58%,10+ years ,136xx,N/a,N/a,N/a,noon monitor,N/a,720-724,0,10/2001,$0.00,8,0,20,n/a,"$10,758.00",0,61.10%,n/a,0,n/a
"February 6, 2015",40786254,"$20,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",19.14%,10+ years ,786xx,N/a,N/a,N/a,Lead Data Center Technician,N/a,700-704,0,01/1995,$0.00,11,0,25,37,"$23,527.00",0,79.80%,n/a,0,n/a
"February 6, 2015",40786262,"$10,000",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,667 / month",21.44%,4 years ,300xx,N/a,N/a,N/a,Teacher,N/a,705-709,0,06/2005,$0.00,14,0,25,n/a,"$5,113.00",0,93.00%,n/a,0,n/a
"February 6, 2015",40786263,"$28,000",9.17%,1.00%,Five years after issuance,Five years after issuance,RENT,"$10,833 / month",11.23%,1 year ,334xx,N/a,N/a,N/a,Vp Affiliate Relations,N/a,750-754,0,01/2002,$0.00,9,0,21,n/a,"$30,604.00",0,47.10%,n/a,2,n/a
"February 6, 2015",40786313,"$26,850",21.67%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,487 / month",18.30%,10+ years ,925xx,N/a,N/a,N/a,Marketing Coordinator,N/a,685-689,0,04/1998,$0.00,11,2,16,9,"$16,073.00",0,43.40%,n/a,1,n/a
"February 6, 2015",40786321,"$12,800",10.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,988 / month",19.19%,n/a,309xx,N/a,N/a,N/a,n/a,N/a,660-664,0,08/1987,$0.00,10,2,46,8,"$8,716.00",3,69.70%,32,1,8
"February 6, 2015",40786346,"$5,600",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,650 / month",28.60%,5 years ,358xx,N/a,N/a,N/a,Painter / Foreman,N/a,675-679,0,04/2001,$0.00,9,0,12,n/a,"$11,544.00",0,51.50%,n/a,0,n/a
"February 6, 2015",40786369,"$10,000",6.68%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",2.32%,< 1 year ,945xx,N/a,N/a,N/a,Loan Officer,N/a,670-674,0,12/1986,$0.00,3,0,7,n/a,"$5,332.00",3,47.20%,50,0,n/a
"February 6, 2015",40786386,"$35,000",18.25%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",24.45%,8 years ,496xx,N/a,N/a,N/a,Senior Manager,N/a,705-709,0,11/2003,$0.00,7,0,28,n/a,"$28,507.00",0,96.60%,n/a,1,n/a
"February 6, 2015",40796223,"$10,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",12.75%,8 years ,967xx,N/a,N/a,N/a,Cashier,N/a,665-669,0,04/1990,$0.00,8,2,31,20,"$6,664.00",0,68.70%,n/a,0,23
"February 6, 2015",40796225,"$15,200",15.61%,1.00%,Five years after issuance,Five years after issuance,RENT,"$6,250 / month",26.37%,1 year ,322xx,N/a,N/a,N/a,Senior Accountant,N/a,670-674,0,10/2001,$0.00,26,1,47,4,"$18,710.00",0,43.50%,n/a,1,n/a
"February 6, 2015",40796361,"$22,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",24.17%,n/a,549xx,N/a,N/a,N/a,n/a,N/a,750-754,0,10/1995,$0.00,14,0,21,n/a,"$10,083.00",0,39.50%,n/a,2,n/a
"February 6, 2015",40796396,"$25,525",9.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",27.87%,n/a,085xx,N/a,N/a,N/a,n/a,N/a,700-704,0,01/1998,$0.00,15,1,37,19,"$42,676.00",0,23.00%,n/a,0,n/a
"February 6, 2015",40796408,"$21,600",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$17,583 / month",11.79%,10+ years ,341xx,N/a,N/a,N/a,Realtor,N/a,715-719,0,11/1964,$0.00,8,0,17,n/a,"$8,234.00",2,53.10%,103,1,n/a
"February 6, 2015",40796429,"$23,450",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,250 / month",28.54%,5 years ,210xx,N/a,N/a,N/a,patient care technician,N/a,705-709,0,04/1997,$0.00,14,0,26,75,"$27,503.00",0,78.80%,n/a,3,n/a
"February 6, 2015",40796558,"$9,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",11.28%,6 years ,151xx,N/a,N/a,N/a,IT,N/a,675-679,0,03/1977,$0.00,26,2,47,3,"$15,186.00",0,33.50%,n/a,0,n/a
"February 6, 2015",40796647,"$25,000",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$10,000 / month",2.45%,10+ years ,363xx,N/a,N/a,N/a,Officer,N/a,680-684,0,08/1998,$0.00,5,0,36,25,"$5,722.00",0,47.70%,n/a,0,32
"February 6, 2015",40796651,"$20,000",13.33%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",17.22%,1 year ,078xx,N/a,N/a,N/a,Proposal Manager,N/a,685-689,0,07/1990,$0.00,23,0,41,26,"$13,972.00",2,50.30%,84,1,31
"February 6, 2015",40796653,"$20,000",5.93%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",25.91%,5 years ,282xx,N/a,N/a,N/a,CEO,N/a,730-734,0,02/1999,$0.00,17,0,52,n/a,"$30,720.00",0,30.20%,n/a,0,n/a
"February 6, 2015",40796675,"$10,000",14.65%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",27.38%,10+ years ,863xx,N/a,N/a,N/a,Geographer,N/a,695-699,0,08/2003,$0.00,12,0,26,44,"$59,593.00",0,41.80%,n/a,1,44
"February 6, 2015",40806175,"$15,000",8.18%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,167 / month",23.64%,10+ years ,080xx,N/a,N/a,N/a,assistant manager,N/a,665-669,0,05/1999,$0.00,15,0,46,n/a,"$32,134.00",0,64.10%,n/a,1,n/a
"February 6, 2015",40806191,"$11,200",15.61%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$2,792 / month",26.30%,9 years ,908xx,N/a,N/a,N/a,Security Supervisor,N/a,675-679,0,03/2002,$0.00,16,0,36,n/a,"$28,494.00",0,68.50%,n/a,1,n/a
"February 6, 2015",40806251,"$10,000",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,000 / month",19.20%,2 years ,072xx,N/a,N/a,N/a,Paraprofessional,N/a,665-669,0,07/2005,$0.00,10,1,19,12,"$2,116.00",1,51.60%,30,1,12
"February 6, 2015",40806259,"$28,000",15.61%,1.00%,Five years after issuance,Five years after issuance,RENT,"$6,295 / month",27.28%,10+ years ,458xx,N/a,N/a,N/a,Supervisor,N/a,680-684,0,02/1995,$0.00,19,0,29,n/a,"$39,731.00",0,90.70%,n/a,0,n/a
"February 6, 2015",40806270,"$31,000",12.29%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,833 / month",33.89%,2 years ,300xx,N/a,N/a,N/a,Teacher & Agent/REALTOR,N/a,720-724,0,08/1987,$0.00,16,0,40,n/a,"$28,655.00",0,58.70%,n/a,0,n/a
"February 6, 2015",40806276,"$15,000",8.18%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,417 / month",17.53%,10+ years ,283xx,N/a,N/a,N/a,Supervisory Maintenance Test Pilot,N/a,700-704,0,05/2001,$0.00,9,0,37,29,"$23,242.00",0,89.40%,n/a,0,n/a
"February 6, 2015",40806308,"$28,000",5.93%,1.00%,Three years after issuance,Five years after issuance,RENT,"$22,083 / month",1.34%,3 years ,100xx,N/a,N/a,N/a,New York Sales Manager,N/a,795-799,0,02/2002,$0.00,6,0,14,n/a,"$77,005.00",0,2.20%,n/a,0,n/a
"February 6, 2015",40806327,"$18,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,750 / month",9.38%,10+ years ,953xx,N/a,N/a,N/a,Senior Superintendent,N/a,725-729,0,11/1985,$0.00,14,0,30,n/a,"$14,662.00",0,52.40%,n/a,1,n/a
"February 6, 2015",40806418,"$6,100",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,583 / month",15.17%,3 years ,287xx,N/a,N/a,N/a,Sales manager,N/a,665-669,0,06/1985,$0.00,5,0,29,59,"$3,045.00",1,21.40%,60,0,59
"February 6, 2015",40806424,"$18,000",10.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",1.66%,2 years ,927xx,N/a,N/a,N/a,Director of Sales,N/a,695-699,0,09/1986,$0.00,7,5,25,16,"$6,618.00",2,52.90%,70,1,16
"February 6, 2015",40806514,"$6,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,083 / month",25.01%,< 1 year ,787xx,N/a,N/a,N/a,Advocacy & Outreach Director,N/a,685-689,0,05/2005,$0.00,12,0,29,n/a,"$14,150.00",0,44.10%,n/a,0,n/a
"February 6, 2015",40806520,"$26,925",21.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$6,250 / month",22.66%,8 years ,852xx,N/a,N/a,N/a,Finance Manager,N/a,675-679,0,06/2002,$0.00,11,0,35,n/a,"$13,910.00",0,85.30%,n/a,0,n/a
"February 6, 2015",40806573,"$10,000",9.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,917 / month",14.06%,< 1 year ,482xx,N/a,N/a,N/a,n/a,N/a,665-669,0,06/2005,$0.00,3,0,8,n/a,"$2,036.00",0,33.90%,n/a,0,n/a
"February 6, 2015",40806592,"$10,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,333 / month",20.77%,6 years ,339xx,N/a,N/a,N/a,Registered Nurse,N/a,660-664,0,10/1995,$0.00,17,1,28,8,"$10,755.00",0,45.20%,n/a,2,n/a
"February 6, 2015",40806608,"$14,350",6.68%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,500 / month",21.88%,3 years ,550xx,N/a,N/a,N/a,Volleyball Coach,N/a,735-739,0,02/2002,$0.00,12,0,17,n/a,"$17,494.00",0,33.30%,n/a,1,n/a
"February 6, 2015",40806615,"$25,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,333 / month",10.72%,4 years ,115xx,N/a,N/a,N/a,Owner,N/a,670-674,0,07/1999,$0.00,7,2,19,4,"$6,534.00",0,52.30%,n/a,0,17
"February 6, 2015",40806627,"$24,000",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",11.74%,n/a,782xx,N/a,N/a,N/a,n/a,N/a,710-714,0,07/2000,$0.00,14,0,39,69,"$36,081.00",0,45.60%,n/a,2,n/a
"February 6, 2015",40806655,"$20,000",13.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",19.92%,5 years ,394xx,N/a,N/a,N/a,Service Supervisor,N/a,690-694,0,01/2005,$0.00,11,4,31,5,"$3,497.00",1,38.40%,11,1,52
"February 6, 2015",40806682,"$35,000",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,250 / month",18.11%,2 years ,967xx,N/a,N/a,N/a,Executive Pastry Chef,N/a,675-679,0,06/2001,$0.00,4,0,20,27,"$16,128.00",0,94.90%,n/a,0,27
"February 6, 2015",40816123,"$10,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",23.94%,3 years ,535xx,N/a,N/a,N/a,transportation,N/a,735-739,0,06/2007,$0.00,9,0,13,n/a,"$5,595.00",0,24.90%,n/a,0,n/a
"February 6, 2015",40816144,"$25,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$10,417 / month",27.08%,10+ years ,330xx,N/a,N/a,N/a,Captain,N/a,670-674,0,09/1979,$0.00,14,1,36,16,"$24,793.00",0,84.60%,n/a,0,46
"February 6, 2015",40816170,"$35,000",9.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$11,250 / month",2.55%,8 years ,481xx,N/a,N/a,N/a,Owner,N/a,785-789,0,06/1999,$0.00,16,0,35,n/a,"$13,270.00",0,5.70%,n/a,0,n/a
"February 6, 2015",40816184,"$13,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,182 / month",13.64%,< 1 year ,816xx,N/a,N/a,N/a,Registered Medical Assistant,N/a,680-684,0,12/1993,$0.00,18,0,51,n/a,"$8,373.00",1,38.40%,71,0,n/a
"February 6, 2015",40816198,"$16,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",20.66%,9 years ,028xx,N/a,N/a,N/a,Review Appraiser/Analyst,N/a,720-724,0,12/1985,$0.00,14,0,34,56,"$17,010.00",0,37.90%,n/a,0,n/a
"February 6, 2015",40816201,"$20,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,333 / month",19.62%,10+ years ,105xx,N/a,N/a,N/a,Parish Manager,N/a,745-749,0,05/1983,$0.00,19,1,32,8,"$7,565.00",0,12.30%,n/a,1,48
"February 6, 2015",40816294,"$12,000",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,917 / month",32.24%,1 year ,334xx,N/a,N/a,N/a,Scheduler - Centralized Scheduling,N/a,710-714,0,06/1990,$0.00,7,1,15,21,"$11,696.00",0,27.40%,n/a,1,39
"February 6, 2015",40816343,"$25,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",16.48%,10+ years ,900xx,N/a,N/a,N/a,pattern maker,N/a,695-699,0,05/1998,$0.00,12,0,32,32,"$22,200.00",1,44.80%,118,0,n/a
"February 6, 2015",40816362,"$15,000",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,417 / month",15.14%,5 years ,200xx,N/a,N/a,N/a,Video Conference Scheduler,N/a,665-669,0,01/2004,$0.00,21,0,45,39,"$11,458.00",0,54.00%,n/a,2,39
"February 6, 2015",40816425,"$20,000",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",8.01%,9 years ,601xx,N/a,N/a,N/a,Special  Agent  ,N/a,690-694,0,06/2001,$0.00,8,0,16,26,"$25,929.00",0,35.00%,n/a,1,n/a
"February 6, 2015",40816436,"$8,000",10.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,750 / month",28.69%,10+ years ,498xx,N/a,N/a,N/a,Pastor,N/a,670-674,0,08/1993,$0.00,6,0,27,62,"$20,507.00",0,94.50%,n/a,0,n/a
"February 6, 2015",40816469,"$15,000",6.39%,1.00%,Three years after issuance,Five years after issuance,OWN,"$8,000 / month",10.29%,3 years ,350xx,N/a,N/a,N/a,CT Technologist,N/a,735-739,0,08/1998,$0.00,16,0,34,27,"$15,315.00",0,26.00%,n/a,0,50
