Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"February 6, 2015",40463415,"$10,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,167 / month",20.43%,10+ years ,756xx,N/a,N/a,N/a,cashier,N/a,710-714,0,10/1980,$0.00,11,0,21,n/a,"$7,922.00",1,25.50%,113,0,n/a
"February 6, 2015",40463423,"$11,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",18.10%,< 1 year ,972xx,N/a,N/a,N/a,Assistant,N/a,725-729,0,09/2002,$0.00,8,0,19,n/a,$218.00,1,2.70%,87,0,n/a
"February 6, 2015",40463437,"$6,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,500 / month",29.49%,3 years ,662xx,N/a,N/a,N/a,Marketing and Design Director,N/a,680-684,0,03/1996,$0.00,20,0,43,n/a,"$37,324.00",0,65.50%,n/a,0,n/a
"February 6, 2015",40463516,"$16,000",14.31%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",14.33%,2 years ,330xx,N/a,N/a,N/a,Opener,N/a,675-679,0,11/1994,$0.00,13,0,24,n/a,"$4,773.00",0,68.20%,n/a,1,n/a
"February 6, 2015",40463543,"$5,500",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",3.56%,< 1 year ,986xx,N/a,N/a,N/a,Customer Service,N/a,670-674,0,05/1986,$0.00,8,0,28,36,"$4,088.00",0,27.40%,n/a,0,69
"February 6, 2015",40463603,"$18,000",18.84%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,333 / month",21.28%,2 years ,152xx,N/a,N/a,N/a,Legal Assistant,N/a,665-669,0,04/1992,$0.00,11,2,16,23,"$4,208.00",0,52.00%,n/a,0,74
"February 6, 2015",40463721,"$10,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",7.57%,n/a,919xx,N/a,N/a,N/a,n/a,N/a,660-664,0,12/1994,$0.00,12,0,27,35,"$11,447.00",1,56.10%,69,1,n/a
"February 6, 2015",40463751,"$18,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",17.96%,10+ years ,038xx,N/a,N/a,N/a,Engineer,N/a,700-704,0,05/1995,$0.00,10,0,28,n/a,"$20,431.00",0,71.40%,n/a,0,n/a
"February 6, 2015",40463783,"$6,500",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",15.12%,< 1 year ,080xx,N/a,N/a,N/a,Photo Assistant,N/a,725-729,0,02/1998,$0.00,8,0,12,n/a,"$7,551.00",0,17.20%,n/a,0,n/a
"February 6, 2015",40463863,"$24,000",15.59%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,500 / month",24.58%,1 year ,450xx,N/a,N/a,N/a,RN,N/a,695-699,0,05/2001,$0.00,22,0,50,n/a,"$22,548.00",0,74.40%,n/a,0,n/a
"February 6, 2015",40463932,"$30,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$22,000 / month",8.79%,< 1 year ,440xx,N/a,N/a,N/a,General Manager,N/a,680-684,0,11/2000,$0.00,11,0,33,n/a,"$76,185.00",0,73.50%,n/a,0,n/a
"February 6, 2015",40463951,"$25,000",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,500 / month",33.00%,4 years ,917xx,N/a,N/a,N/a,President,N/a,725-729,0,10/1996,$0.00,12,0,30,n/a,"$24,859.00",0,47.50%,n/a,1,n/a
"February 6, 2015",40463970,"$30,000",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$11,500 / month",16.13%,< 1 year ,105xx,N/a,N/a,N/a,Global Compensation Manager,N/a,710-714,0,03/1999,$0.00,17,0,35,n/a,"$44,430.00",0,82.10%,n/a,0,n/a
"February 6, 2015",40471236,"$11,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,583 / month",15.39%,10+ years ,782xx,N/a,N/a,N/a,"Director, Web Development",N/a,740-744,0,10/1991,$0.00,7,0,15,n/a,"$35,492.00",0,75.50%,n/a,2,n/a
"February 6, 2015",40472241,"$7,200",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$1,917 / month",10.80%,n/a,601xx,N/a,N/a,N/a,n/a,N/a,695-699,0,08/2004,$0.00,4,0,10,n/a,"$6,558.00",1,39.30%,112,0,n/a
"February 6, 2015",40472439,"$10,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",24.79%,10+ years ,543xx,N/a,N/a,N/a,Teacher,N/a,660-664,0,02/2003,$0.00,12,0,29,60,"$23,832.00",0,89.90%,n/a,0,n/a
"February 6, 2015",40472567,"$12,000",10.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,583 / month",12.37%,n/a,148xx,N/a,N/a,N/a,n/a,N/a,680-684,0,12/1997,$0.00,14,1,32,2,"$17,708.00",0,20.30%,n/a,2,n/a
"February 6, 2015",40472654,"$16,000",6.68%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,667 / month",34.07%,10+ years ,780xx,N/a,N/a,N/a,Architect,N/a,775-779,0,03/1988,$0.00,20,0,41,n/a,"$12,583.00",0,13.30%,n/a,1,n/a
"February 6, 2015",40472882,"$14,400",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,333 / month",23.48%,4 years ,334xx,N/a,N/a,N/a,President,N/a,720-724,0,08/1984,$0.00,8,0,12,n/a,"$3,114.00",2,22.40%,87,0,n/a
"February 6, 2015",40472953,"$20,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,500 / month",26.22%,n/a,109xx,N/a,N/a,N/a,n/a,N/a,675-679,0,07/1982,$0.00,11,0,44,n/a,"$13,838.00",1,48.20%,63,1,n/a
"February 6, 2015",40473062,"$9,800",9.17%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,500 / month",20.52%,n/a,935xx,N/a,N/a,N/a,n/a,N/a,670-674,0,04/1993,$0.00,14,0,24,69,"$22,921.00",0,44.10%,n/a,3,69
"February 6, 2015",40473092,"$20,000",15.59%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,333 / month",19.63%,1 year ,920xx,N/a,N/a,N/a,Strategic Purchasing Manager,N/a,665-669,0,03/2003,$0.00,9,0,23,65,"$9,893.00",1,53.50%,66,1,65
"February 6, 2015",40473129,"$19,000",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",18.70%,n/a,953xx,N/a,N/a,N/a,n/a,N/a,735-739,0,02/2003,$0.00,8,0,23,n/a,"$13,665.00",0,44.10%,n/a,0,n/a
"February 6, 2015",40473144,"$15,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,417 / month",20.80%,10+ years ,932xx,N/a,N/a,N/a,Systems Operator A,N/a,705-709,0,01/1999,$0.00,14,0,31,n/a,"$15,489.00",0,53.00%,n/a,0,n/a
"February 6, 2015",40473196,"$15,000",14.31%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,675 / month",36.47%,< 1 year ,968xx,N/a,N/a,N/a,Territory Manager,N/a,700-704,0,11/1975,$0.00,9,0,13,50,"$9,525.00",0,86.60%,n/a,1,n/a
"February 6, 2015",40473448,"$6,000",6.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,175 / month",15.69%,n/a,256xx,N/a,N/a,N/a,n/a,N/a,690-694,0,11/1998,$0.00,4,0,8,n/a,"$3,258.00",1,75.80%,115,0,n/a
"February 6, 2015",40473474,"$16,000",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",26.66%,1 year ,800xx,N/a,N/a,N/a,Project Manager,N/a,675-679,0,04/1991,$0.00,19,0,42,n/a,"$27,143.00",0,66.70%,n/a,1,n/a
"February 6, 2015",40473529,"$12,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",20.62%,8 years ,331xx,N/a,N/a,N/a,Director,N/a,710-714,0,08/1996,$0.00,22,0,35,n/a,"$15,001.00",0,35.70%,n/a,0,n/a
"February 6, 2015",40473589,"$25,000",12.29%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,917 / month",37.69%,1 year ,857xx,N/a,N/a,N/a,Community Liaison,N/a,710-714,0,01/2000,$0.00,18,0,27,n/a,"$43,124.00",0,58.40%,n/a,0,n/a
"February 6, 2015",40473757,"$12,000",9.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,129 / month",27.61%,10+ years ,468xx,N/a,N/a,N/a,Utility Operator,N/a,660-664,0,02/2003,$0.00,14,2,43,18,"$13,181.00",0,75.80%,n/a,1,58
"February 6, 2015",40473799,"$30,000",6.92%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",15.59%,9 years ,917xx,N/a,N/a,N/a,Owner ,N/a,725-729,0,10/1996,$0.00,14,0,36,n/a,"$39,723.00",0,65.70%,n/a,0,n/a
"February 6, 2015",40480166,"$8,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",15.16%,10+ years ,945xx,N/a,N/a,N/a,utility worker,N/a,680-684,0,02/1986,$0.00,12,0,36,31,"$4,702.00",1,20.70%,30,0,n/a
"February 6, 2015",40480336,"$28,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,833 / month",34.06%,10+ years ,890xx,N/a,N/a,N/a,School Administrator,N/a,690-694,0,05/1997,$0.00,15,0,43,64,"$32,890.00",0,68.20%,n/a,0,64
"February 6, 2015",40482229,"$15,000",8.18%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,333 / month",17.87%,10+ years ,761xx,N/a,N/a,N/a,Software Engineer,N/a,705-709,0,05/2000,$0.00,14,0,35,24,"$13,059.00",0,34.20%,n/a,2,24
"February 6, 2015",40482507,"$35,000",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,083 / month",27.57%,10+ years ,782xx,N/a,N/a,N/a,Director of Technology,N/a,740-744,0,11/2000,$0.00,21,0,57,n/a,"$10,916.00",0,14.60%,n/a,3,n/a
"February 6, 2015",40482889,"$8,500",6.03%,1.00%,Three years after issuance,Five years after issuance,RENT,"$13,333 / month",9.19%,5 years ,787xx,N/a,N/a,N/a,VP Acquisitions,N/a,670-674,0,09/1997,$0.00,8,2,32,11,"$25,583.00",0,90.10%,n/a,0,n/a
"February 6, 2015",40483224,"$8,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",38.67%,10+ years ,492xx,N/a,N/a,N/a,Team leader,N/a,705-709,0,07/1995,$0.00,14,1,29,21,"$25,189.00",0,57.50%,n/a,2,35
"February 6, 2015",40483246,"$25,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",4.11%,n/a,107xx,N/a,N/a,N/a,n/a,N/a,705-709,0,04/1993,$0.00,8,0,24,n/a,"$14,717.00",0,37.70%,n/a,0,n/a
"February 6, 2015",40483310,"$32,000",11.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$15,833 / month",9.23%,2 years ,730xx,N/a,N/a,N/a,Account Executive ,N/a,700-704,0,08/1993,$0.00,11,2,32,13,"$12,518.00",0,59.30%,n/a,0,n/a
"February 6, 2015",40483478,"$20,000",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$9,583 / month",16.08%,2 years ,088xx,N/a,N/a,N/a,Senior Consultant,N/a,720-724,0,06/1985,$0.00,11,0,24,n/a,"$45,491.00",0,32.00%,n/a,2,n/a
"February 6, 2015",40483552,"$7,000",7.89%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,667 / month",25.04%,10+ years ,060xx,N/a,N/a,N/a,toolmaker,N/a,685-689,0,09/1996,$0.00,22,0,43,n/a,"$21,952.00",0,52.90%,n/a,1,n/a
"February 6, 2015",40483557,"$28,500",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",14.82%,10+ years ,660xx,N/a,N/a,N/a,Processing Mgr,N/a,710-714,0,12/1997,$0.00,6,0,24,n/a,"$28,722.00",0,82.10%,n/a,1,n/a
"February 6, 2015",40483570,"$17,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",18.28%,10+ years ,439xx,N/a,N/a,N/a,driver,N/a,710-714,0,07/2000,$0.00,10,0,25,n/a,"$16,404.00",0,81.20%,n/a,0,n/a
"February 6, 2015",40483587,"$9,600",9.17%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,167 / month",16.10%,1 year ,364xx,N/a,N/a,N/a,Operations Assistant,N/a,705-709,0,12/1985,$0.00,8,1,21,15,"$1,397.00",0,26.90%,n/a,0,43
"February 6, 2015",40483708,"$8,500",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,500 / month",12.15%,< 1 year ,190xx,N/a,N/a,N/a,General Counsel,N/a,705-709,0,03/1995,$0.00,11,1,29,5,"$8,924.00",0,65.10%,n/a,0,n/a
"February 6, 2015",40483725,"$30,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,500 / month",8.65%,< 1 year ,762xx,N/a,N/a,N/a,Assistant Vice President ,N/a,690-694,0,05/2001,$0.00,12,0,28,39,"$27,965.00",0,65.20%,n/a,0,n/a
"February 6, 2015",40483733,"$20,000",11.53%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",21.30%,10+ years ,498xx,N/a,N/a,N/a,Laborer,N/a,670-674,0,05/1989,$0.00,7,1,29,17,"$22,837.00",0,95.60%,n/a,1,17
"February 6, 2015",40483752,"$24,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",20.10%,4 years ,980xx,N/a,N/a,N/a,District Manager,N/a,680-684,0,11/1989,$0.00,22,1,33,3,"$34,277.00",0,68.00%,n/a,1,29
"February 6, 2015",40490193,"$13,000",17.57%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,250 / month",16.60%,5 years ,288xx,N/a,N/a,N/a,assembler,N/a,720-724,0,07/2009,$0.00,6,0,10,n/a,"$4,647.00",0,28.90%,n/a,1,n/a
"February 6, 2015",40490793,"$18,000",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,833 / month",27.60%,< 1 year ,021xx,N/a,N/a,N/a,Lab Section Supervisor,N/a,690-694,0,10/2005,$0.00,11,0,16,n/a,"$21,220.00",0,82.50%,n/a,1,n/a
"February 6, 2015",40492309,"$25,000",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$12,500 / month",9.94%,10+ years ,917xx,N/a,N/a,N/a,Area Supervisor,N/a,710-714,0,11/2001,$0.00,18,2,51,6,"$17,481.00",1,25.80%,62,1,12
"February 6, 2015",40492444,"$13,000",8.19%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,704 / month",27.71%,n/a,313xx,N/a,N/a,N/a,n/a,N/a,675-679,0,10/1999,$0.00,11,0,19,n/a,"$30,561.00",0,51.50%,n/a,1,n/a
"February 6, 2015",40492493,"$20,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,167 / month",8.29%,< 1 year ,750xx,N/a,N/a,N/a,Sr. Project Manager,N/a,755-759,0,11/2003,$0.00,10,0,21,n/a,"$17,208.00",0,22.20%,n/a,1,n/a
"February 6, 2015",40492526,"$10,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",7.50%,9 years ,208xx,N/a,N/a,N/a,Physician Assistant,N/a,705-709,0,10/1999,$0.00,9,0,24,28,"$10,326.00",0,42.30%,n/a,0,n/a
"February 6, 2015",40492533,"$13,200",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",38.99%,5 years ,968xx,N/a,N/a,N/a,General Operations Manager,N/a,685-689,0,11/1992,$0.00,9,0,19,38,"$10,056.00",0,63.20%,n/a,0,38
"February 6, 2015",40492765,"$5,125",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",17.59%,4 years ,440xx,N/a,N/a,N/a,Operations Manager,N/a,755-759,0,03/2005,$0.00,9,0,26,29,"$3,371.00",0,9.20%,n/a,0,n/a
"February 6, 2015",40503339,"$10,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",16.00%,10+ years ,453xx,N/a,N/a,N/a,Agent,N/a,720-724,0,09/1983,$0.00,12,1,26,21,"$6,091.00",0,24.80%,n/a,0,38
"February 6, 2015",40503368,"$15,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",17.19%,5 years ,860xx,N/a,N/a,N/a,co/owner,N/a,665-669,0,07/2001,$0.00,12,3,25,3,"$5,436.00",0,72.50%,n/a,0,n/a
"February 6, 2015",40503393,"$15,000",8.18%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,000 / month",14.03%,5 years ,926xx,N/a,N/a,N/a,Taxi driver,N/a,690-694,0,08/2011,$0.00,10,0,10,n/a,"$13,762.00",0,53.80%,n/a,0,n/a
"February 6, 2015",40503418,"$3,000",7.89%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,333 / month",10.15%,n/a,554xx,N/a,N/a,N/a,n/a,N/a,670-674,0,10/1985,$0.00,7,1,27,16,"$3,196.00",1,45.00%,45,1,n/a
"February 6, 2015",40503515,"$8,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",2.97%,2 years ,530xx,N/a,N/a,N/a,Owner,N/a,685-689,0,12/1994,$0.00,6,0,27,67,"$7,138.00",0,52.90%,n/a,0,n/a
"February 6, 2015",40503524,"$14,400",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,583 / month",22.52%,6 years ,933xx,N/a,N/a,N/a,Claim representative,N/a,725-729,0,09/2004,$0.00,14,0,25,n/a,"$13,305.00",0,34.40%,n/a,1,n/a
"February 6, 2015",40503733,"$12,000",11.44%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,427 / month",25.89%,1 year ,921xx,N/a,N/a,N/a,Case Manager,N/a,675-679,0,02/2008,$0.00,9,0,14,n/a,"$12,663.00",0,79.10%,n/a,0,n/a
"February 6, 2015",40503746,"$11,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,933 / month",16.69%,6 years ,087xx,N/a,N/a,N/a,Validation Engineer,N/a,715-719,0,07/1999,$0.00,19,0,36,47,"$22,194.00",0,52.30%,n/a,0,n/a
"February 6, 2015",40503784,"$17,500",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",17.21%,10+ years ,988xx,N/a,N/a,N/a,teacher,N/a,720-724,0,03/1985,$0.00,13,0,32,n/a,"$41,770.00",0,70.60%,n/a,0,n/a
"February 6, 2015",40503835,"$35,000",11.44%,1.00%,Five years after issuance,Five years after issuance,RENT,"$10,667 / month",14.78%,10+ years ,234xx,N/a,N/a,N/a,TGM REP,N/a,715-719,0,03/2002,$0.00,13,0,22,n/a,"$32,840.00",0,60.80%,n/a,0,n/a
"February 6, 2015",40503894,"$21,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",21.08%,n/a,371xx,N/a,N/a,N/a,n/a,N/a,690-694,0,10/2001,$0.00,12,1,26,2,"$3,425.00",0,8.00%,n/a,0,30
"February 6, 2015",40503933,"$16,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,958 / month",30.85%,n/a,346xx,N/a,N/a,N/a,n/a,N/a,665-669,0,02/1996,$0.00,10,1,27,20,"$13,347.00",0,54.00%,n/a,2,20
"February 6, 2015",40511407,"$11,950",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$2,500 / month",36.04%,10+ years ,913xx,N/a,N/a,N/a,nanny,N/a,670-674,0,03/1994,$0.00,14,3,25,16,"$18,723.00",0,74.00%,n/a,0,16
"February 6, 2015",40511633,"$11,000",6.92%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",7.37%,4 years ,900xx,N/a,N/a,N/a,Business Analyst,N/a,735-739,0,08/2004,$0.00,4,0,11,n/a,"$11,831.00",0,29.70%,n/a,1,n/a
"February 6, 2015",40511792,"$14,400",10.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",21.06%,10+ years ,176xx,N/a,N/a,N/a,warehouse coordinator,N/a,665-669,0,01/1995,$0.00,15,0,44,n/a,"$16,035.00",1,39.60%,65,2,n/a
"February 6, 2015",40512473,"$8,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,667 / month",19.64%,< 1 year ,750xx,N/a,N/a,N/a,Director of Product Management,N/a,730-734,0,09/1997,$0.00,17,0,37,n/a,"$59,087.00",0,73.30%,n/a,0,n/a
"February 6, 2015",40512532,"$30,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,833 / month",26.13%,8 years ,277xx,N/a,N/a,N/a,Associate Research Professor,N/a,710-714,0,08/1990,$0.00,14,0,24,36,"$38,211.00",0,46.00%,n/a,1,n/a
"February 6, 2015",40512916,"$10,000",10.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,167 / month",12.58%,2 years ,110xx,N/a,N/a,N/a,Translator,N/a,720-724,0,08/1974,$0.00,8,0,14,37,"$20,544.00",0,40.20%,n/a,1,37
"February 6, 2015",40513034,"$23,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,833 / month",9.59%,10+ years ,352xx,N/a,N/a,N/a,Owner,N/a,725-729,0,03/2004,$0.00,9,0,22,n/a,"$16,345.00",0,78.20%,n/a,1,n/a
"February 6, 2015",40513036,"$15,000",14.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,125 / month",30.84%,4 years ,961xx,N/a,N/a,N/a,Human Resources Manager,N/a,670-674,0,02/2004,$0.00,12,0,42,69,"$8,874.00",1,51.60%,58,1,69
"February 6, 2015",40513070,"$6,750",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,500 / month",23.16%,6 years ,479xx,N/a,N/a,N/a,Cardiac Tech,N/a,690-694,0,08/1998,$0.00,5,0,11,n/a,"$8,330.00",1,59.90%,82,0,n/a
"February 6, 2015",40513082,"$17,000",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,105 / month",23.21%,7 years ,378xx,N/a,N/a,N/a,Outside sales,N/a,720-724,0,07/1969,$0.00,15,0,31,n/a,"$26,303.00",2,19.80%,5,0,n/a
"February 6, 2015",40513118,"$20,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,241 / month",13.15%,n/a,811xx,N/a,N/a,N/a,n/a,N/a,675-679,0,06/1999,$0.00,7,0,13,32,"$11,873.00",0,93.50%,n/a,0,n/a
"February 6, 2015",40513375,"$13,200",6.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,917 / month",22.29%,3 years ,029xx,N/a,N/a,N/a,ARRA Coordinator,N/a,690-694,0,10/2004,$0.00,12,0,17,33,"$21,753.00",0,46.10%,n/a,0,33
"February 6, 2015",40513448,"$10,800",16.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,583 / month",13.09%,n/a,338xx,N/a,N/a,N/a,n/a,N/a,665-669,0,06/1998,$0.00,12,1,26,9,"$11,226.00",0,32.20%,n/a,1,9
"February 6, 2015",40521386,"$10,000",11.53%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,083 / month",13.59%,n/a,331xx,N/a,N/a,N/a,n/a,N/a,660-664,0,04/1996,$0.00,7,0,7,n/a,"$9,984.00",0,92.40%,n/a,0,n/a
"February 6, 2015",40523057,"$30,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",13.04%,5 years ,076xx,N/a,N/a,N/a,Financial Advisor,N/a,660-664,0,11/1993,$0.00,11,2,21,11,"$99,541.00",0,58.70%,n/a,0,n/a
"February 6, 2015",40523109,"$35,000",12.69%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",23.11%,10+ years ,220xx,N/a,N/a,N/a,Professional Soldier,N/a,670-674,0,12/1986,$0.00,14,2,24,11,"$26,071.00",0,86.90%,n/a,0,n/a
"February 6, 2015",40523143,"$10,550",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,708 / month",22.27%,3 years ,238xx,N/a,N/a,N/a,Systems Engineer,N/a,695-699,0,09/2004,$0.00,20,0,32,n/a,"$16,442.00",0,53.70%,n/a,0,n/a
"February 6, 2015",40523211,"$13,600",15.61%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,158 / month",35.16%,10+ years ,300xx,N/a,N/a,N/a,Office Manage,N/a,660-664,0,11/1987,$0.00,15,2,37,4,"$15,957.00",9,91.20%,13,1,4
"February 6, 2015",40523446,"$30,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",13.39%,10+ years ,954xx,N/a,N/a,N/a,Dispatcher,N/a,690-694,0,07/1999,$0.00,11,0,38,56,"$2,307.00",2,7.80%,56,0,56
"February 6, 2015",40523601,"$24,175",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,500 / month",30.29%,10+ years ,086xx,N/a,N/a,N/a,Branch Manager,N/a,675-679,0,04/2002,$0.00,10,2,20,8,"$44,830.00",0,95.80%,n/a,0,n/a
"February 6, 2015",40530719,"$18,000",7.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,333 / month",16.80%,n/a,490xx,N/a,N/a,N/a,n/a,N/a,660-664,0,01/1978,$0.00,14,1,27,17,"$15,793.00",1,90.80%,112,0,n/a
"February 6, 2015",40531940,"$25,000",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$9,167 / month",34.52%,10+ years ,926xx,N/a,N/a,N/a,REGISTERED NURSE,N/a,740-744,0,10/1990,$0.00,38,0,68,n/a,"$26,249.00",0,22.60%,n/a,2,n/a
"February 6, 2015",40532020,"$20,000",14.31%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,833 / month",35.80%,7 years ,770xx,N/a,N/a,N/a,Perfusionist,N/a,725-729,0,04/2001,$0.00,12,0,35,n/a,"$38,064.00",0,88.90%,n/a,0,n/a
"February 6, 2015",40532044,"$9,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",6.48%,n/a,323xx,N/a,N/a,N/a,n/a,N/a,720-724,0,08/1987,$0.00,16,1,50,18,"$14,692.00",0,25.80%,n/a,0,n/a
"February 6, 2015",40532097,"$9,000",6.03%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,750 / month",24.86%,5 years ,787xx,N/a,N/a,N/a,"Manager, IT Systems",N/a,745-749,0,08/2004,$0.00,14,0,27,n/a,"$12,843.00",0,43.80%,n/a,0,n/a
"February 6, 2015",40532137,"$30,000",17.86%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,583 / month",12.41%,n/a,294xx,N/a,N/a,N/a,n/a,N/a,680-684,0,07/1984,$0.00,12,0,29,62,"$16,132.00",0,38.00%,n/a,2,53
