Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"January 7, 2015",751784,"$12,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,900 / month",20.38%,6 years ,919xx,N/a,N/a,N/a,Engineer,N/a,705-709,0,04/1996,$0.00,14,0,26,27,"$18,773.00",0,59.80%,n/a,0,27
"January 7, 2015",19978189,"$10,625",17.14%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,333 / month",29.06%,< 1 year ,604xx,N/a,N/a,N/a,director,N/a,660-664,0,01/2006,$0.00,18,0,27,55,"$22,675.00",0,62.30%,n/a,1,n/a
"January 7, 2015",29044008,"$35,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",25.63%,10+ years ,846xx,N/a,N/a,N/a,Director,N/a,670-674,0,05/1989,$0.00,16,1,29,13,"$94,348.00",0,80.90%,n/a,0,40
"January 7, 2015",29264649,"$7,500",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",9.78%,10+ years ,018xx,N/a,N/a,N/a,Building Supervisor,N/a,675-679,0,04/1995,$0.00,10,0,13,76,"$4,618.00",1,40.20%,62,0,76
"January 7, 2015",30195026,"$15,600",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",23.77%,< 1 year ,441xx,N/a,N/a,N/a,Account Executive,N/a,680-684,0,10/2001,$0.00,23,0,35,n/a,"$14,879.00",0,35.70%,n/a,3,n/a
"January 7, 2015",32048321,"$8,950",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,833 / month",21.53%,6 years ,725xx,N/a,N/a,N/a,paralegal,N/a,695-699,0,09/1989,$0.00,7,1,21,12,"$4,297.00",0,39.00%,n/a,2,n/a
"January 7, 2015",34663373,"$12,000",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,083 / month",15.19%,1 year ,071xx,N/a,N/a,N/a,Sr. Project Coordinator,N/a,685-689,0,05/2003,$0.00,8,0,18,n/a,"$4,473.00",1,72.10%,76,1,n/a
"January 7, 2015",36360694,"$20,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,583 / month",24.46%,10+ years ,458xx,N/a,N/a,N/a,Facility Manager,N/a,750-754,0,05/1995,$0.00,12,0,22,n/a,"$8,701.00",0,31.00%,n/a,1,n/a
"January 7, 2015",36805329,"$6,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,750 / month",3.81%,10+ years ,278xx,N/a,N/a,N/a,equipment operator,N/a,680-684,0,09/1996,$0.00,10,1,13,12,"$5,746.00",0,40.50%,n/a,1,n/a
"January 7, 2015",36805838,"$28,375",17.86%,1.00%,Three years after issuance,Five years after issuance,RENT,"$50,083 / month",0.83%,n/a,900xx,N/a,N/a,N/a,n/a,N/a,680-684,0,05/2011,$0.00,6,0,9,n/a,"$8,512.00",0,74.00%,n/a,1,n/a
"January 7, 2015",36806430,"$16,000",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$6,667 / month",14.96%,10+ years ,206xx,N/a,N/a,N/a,SST,N/a,715-719,0,09/1994,$0.00,8,0,24,78,"$6,853.00",0,25.70%,n/a,1,n/a
"January 7, 2015",37107751,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,333 / month",7.49%,3 years ,915xx,N/a,N/a,N/a,Tech,N/a,690-694,0,09/1999,$0.00,6,0,11,49,"$10,107.00",1,85.70%,38,1,49
"January 7, 2015",37207882,"$35,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",30.46%,8 years ,483xx,N/a,N/a,N/a,Executive Assistant ,N/a,690-694,0,02/1993,$0.00,32,1,53,4,"$61,903.00",0,40.70%,n/a,0,n/a
"January 7, 2015",37227685,"$8,900",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,917 / month",18.69%,8 years ,105xx,N/a,N/a,N/a,Social Worker,N/a,745-749,0,12/1995,$0.00,5,0,35,n/a,$0.00,0,0.00%,n/a,0,n/a
"January 7, 2015",37611522,"$12,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",7.87%,2 years ,756xx,N/a,N/a,N/a,Process operator,N/a,685-689,0,09/1999,$0.00,16,0,35,67,"$10,535.00",0,85.70%,n/a,1,67
"January 7, 2015",37612137,"$7,200",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,750 / month",13.09%,4 years ,104xx,N/a,N/a,N/a,Security Guard,N/a,700-704,0,12/2004,$0.00,6,0,8,n/a,"$7,430.00",0,59.00%,n/a,1,n/a
"January 7, 2015",37620546,"$35,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$43,750 / month",11.28%,10+ years ,750xx,N/a,N/a,N/a,CEO,N/a,745-749,0,07/1998,$0.00,8,0,26,n/a,"$39,367.00",0,92.30%,n/a,0,n/a
"January 7, 2015",37631200,"$24,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,500 / month",38.52%,< 1 year ,904xx,N/a,N/a,N/a,Senior Sales Executive,N/a,695-699,0,11/1993,$0.00,16,0,40,n/a,"$77,802.00",0,85.00%,n/a,0,n/a
"January 7, 2015",37670560,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",10.29%,1 year ,107xx,N/a,N/a,N/a,Travel Coordinator,N/a,660-664,0,07/1996,$0.00,14,2,28,11,"$6,448.00",0,50.40%,n/a,0,11
"January 7, 2015",37682079,"$20,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,250 / month",16.45%,1 year ,021xx,N/a,N/a,N/a,Marketing Manager,N/a,705-709,0,09/2000,$0.00,11,0,26,n/a,"$20,470.00",0,94.80%,n/a,0,n/a
"January 7, 2015",37691950,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",2.88%,5 years ,280xx,N/a,N/a,N/a,Assistant,N/a,685-689,0,09/2005,$0.00,3,0,9,n/a,"$6,379.00",0,91.10%,n/a,1,n/a
"January 7, 2015",37711623,"$19,800",11.44%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,583 / month",30.18%,4 years ,117xx,N/a,N/a,N/a,Program Director,N/a,705-709,0,07/2002,$0.00,17,0,41,25,"$13,416.00",0,44.90%,n/a,1,n/a
"January 7, 2015",37721167,"$24,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,083 / month",17.12%,3 years ,254xx,N/a,N/a,N/a,Sr. Software Engineer,N/a,730-734,0,08/2000,$0.00,19,0,32,n/a,"$17,805.00",0,32.30%,n/a,1,n/a
"January 7, 2015",37927374,"$28,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,083 / month",15.67%,10+ years ,021xx,N/a,N/a,N/a,RN manager,N/a,660-664,0,02/2004,$0.00,14,0,22,71,"$18,188.00",0,46.90%,n/a,1,n/a
"January 7, 2015",38141762,"$11,625",6.03%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,583 / month",27.21%,2 years ,402xx,N/a,N/a,N/a,Assistant Professor,N/a,765-769,0,03/1998,$0.00,17,0,34,n/a,$831.00,0,3.60%,n/a,1,n/a
"January 7, 2015",38151804,"$35,000",14.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$11,667 / month",16.92%,2 years ,940xx,N/a,N/a,N/a,"Senior Director, Operations",N/a,665-669,0,07/1993,$0.00,17,0,26,n/a,"$43,911.00",0,96.90%,n/a,0,n/a
"January 7, 2015",38162328,"$28,150",11.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$8,190 / month",21.25%,10+ years ,125xx,N/a,N/a,N/a,Civil Engineer,N/a,735-739,0,01/2001,$0.00,11,0,22,n/a,"$25,481.00",0,70.00%,n/a,0,n/a
"January 7, 2015",38181267,"$23,800",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,667 / month",7.14%,1 year ,208xx,N/a,N/a,N/a,Nuclear Medicine Technologist,N/a,670-674,0,06/2000,$0.00,9,1,16,23,"$32,573.00",0,67.70%,n/a,3,23
"January 7, 2015",38201876,"$35,000",20.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$30,000 / month",11.61%,5 years ,920xx,N/a,N/a,N/a,Vice President,N/a,665-669,0,01/1999,$0.00,12,0,49,n/a,"$49,523.00",0,103.00%,n/a,3,n/a
"January 7, 2015",38212288,"$35,000",14.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,917 / month",30.00%,3 years ,905xx,N/a,N/a,N/a,Lead Software Engineer,N/a,730-734,0,11/2007,$0.00,10,0,16,34,$0.00,0,0.00%,n/a,0,34
"January 7, 2015",38212811,"$22,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",11.07%,2 years ,770xx,N/a,N/a,N/a,Business Analyst,N/a,685-689,0,09/2010,$0.00,11,0,17,n/a,"$29,008.00",0,70.40%,n/a,1,n/a
"January 7, 2015",38242596,"$9,075",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",15.75%,10+ years ,856xx,N/a,N/a,N/a,Deputy Warden,N/a,715-719,0,10/1989,$0.00,13,0,20,26,"$7,047.00",0,46.40%,n/a,1,32
"January 7, 2015",38251435,"$35,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,750 / month",22.52%,3 years ,199xx,N/a,N/a,N/a,Manager,N/a,735-739,0,10/1998,$0.00,13,0,26,n/a,"$136,374.00",0,66.60%,n/a,0,n/a
"January 7, 2015",38252522,"$35,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$19,167 / month",20.81%,6 years ,333xx,N/a,N/a,N/a,Global Product Manager,N/a,695-699,0,10/1970,$0.00,12,1,32,15,"$112,819.00",0,97.30%,n/a,0,n/a
"January 7, 2015",38302519,"$23,875",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",28.47%,2 years ,939xx,N/a,N/a,N/a,Teacher,N/a,685-689,0,11/2007,$0.00,14,0,27,34,"$20,525.00",0,42.10%,n/a,2,n/a
"January 7, 2015",38332480,"$20,000",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$8,333 / month",15.56%,10+ years ,210xx,N/a,N/a,N/a,Computer Analyst,N/a,705-709,0,08/1997,$0.00,13,1,23,13,"$27,494.00",0,24.30%,n/a,0,n/a
"January 7, 2015",38362047,"$12,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",35.56%,1 year ,371xx,N/a,N/a,N/a,Service advisor,N/a,760-764,0,02/2003,$0.00,15,1,40,19,"$6,629.00",0,22.00%,n/a,0,n/a
"January 7, 2015",38362510,"$3,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,583 / month",16.80%,8 years ,208xx,N/a,N/a,N/a,Programmer / Analyst,N/a,705-709,0,11/2000,$0.00,7,0,14,n/a,"$6,443.00",1,39.00%,74,0,n/a
"January 7, 2015",38372810,"$35,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$15,833 / month",11.87%,10+ years ,301xx,N/a,N/a,N/a,Pharmacist,N/a,690-694,0,03/1991,$0.00,25,0,56,n/a,"$39,766.00",0,68.00%,n/a,1,n/a
"January 7, 2015",38382206,"$35,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$24,167 / month",16.14%,3 years ,146xx,N/a,N/a,N/a,Dentist,N/a,695-699,0,08/2000,$0.00,28,0,52,65,"$8,935.00",0,37.10%,n/a,0,n/a
"January 7, 2015",38382297,"$7,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$10,000 / month",7.57%,< 1 year ,329xx,N/a,N/a,N/a,driver,N/a,670-674,0,09/2004,$0.00,10,0,14,n/a,"$11,167.00",0,74.00%,n/a,1,n/a
"January 7, 2015",38382588,"$9,200",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,833 / month",12.29%,7 years ,106xx,N/a,N/a,N/a,Franchise Consultant ,N/a,775-779,0,12/2007,$0.00,9,0,14,n/a,"$7,053.00",0,25.20%,n/a,0,n/a
"January 7, 2015",38413375,"$27,975",16.49%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,667 / month",21.67%,< 1 year ,153xx,N/a,N/a,N/a,Driver,N/a,680-684,0,05/1988,$0.00,14,2,37,5,"$34,276.00",0,51.20%,n/a,0,n/a
"January 7, 2015",38415068,"$18,000",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,500 / month",16.32%,1 year ,440xx,N/a,N/a,N/a,Technical Sales Representative,N/a,685-689,0,09/1995,$0.00,5,1,18,22,"$31,519.00",0,95.80%,n/a,0,n/a
"January 7, 2015",38415381,"$18,000",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,583 / month",31.38%,< 1 year ,113xx,N/a,N/a,N/a,Admissions Counselor ,N/a,660-664,0,09/2005,$0.00,23,0,38,n/a,"$15,751.00",0,96.00%,n/a,2,n/a
"January 7, 2015",38416814,"$15,000",11.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,500 / month",6.60%,8 years ,245xx,N/a,N/a,N/a,Teacher,N/a,675-679,0,08/1997,$0.00,12,1,18,31,"$5,262.00",0,27.00%,n/a,0,22
"January 7, 2015",38416845,"$24,000",14.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",33.15%,1 year ,318xx,N/a,N/a,N/a,Installer,N/a,705-709,0,02/1997,$0.00,9,0,20,61,"$31,648.00",0,73.80%,n/a,1,n/a
"January 7, 2015",38416902,"$9,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,917 / month",19.14%,10+ years ,253xx,N/a,N/a,N/a,b a ck room stock,N/a,710-714,0,04/2001,$0.00,6,0,26,n/a,"$14,373.00",0,50.30%,n/a,0,n/a
"January 7, 2015",38416931,"$6,550",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,083 / month",17.33%,n/a,346xx,N/a,N/a,N/a,n/a,N/a,685-689,0,03/2003,$0.00,7,0,15,43,"$3,701.00",1,43.00%,112,2,n/a
"January 7, 2015",38417226,"$33,500",10.49%,1.00%,Five years after issuance,Five years after issuance,OWN,"$10,417 / month",12.09%,2 years ,275xx,N/a,N/a,N/a,Investment Advisor,N/a,765-769,0,06/1991,$0.00,6,0,17,n/a,"$19,132.00",0,73.60%,n/a,0,n/a
"January 7, 2015",38417271,"$24,925",17.86%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",30.65%,9 years ,412xx,N/a,N/a,N/a,shareholder,N/a,700-704,0,09/2003,$0.00,8,0,20,56,"$4,661.00",0,97.10%,n/a,1,56
"January 7, 2015",38417288,"$25,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,083 / month",25.99%,10+ years ,194xx,N/a,N/a,N/a,Sr. Loan Analyst,N/a,720-724,0,08/1997,$0.00,14,0,26,n/a,"$25,501.00",0,45.60%,n/a,1,n/a
"January 7, 2015",38417418,"$30,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,083 / month",5.75%,1 year ,020xx,N/a,N/a,N/a,executive assistant,N/a,710-714,0,03/1990,$0.00,14,1,43,22,"$17,558.00",0,36.90%,n/a,1,n/a
"January 7, 2015",38417428,"$20,800",6.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,583 / month",15.86%,10+ years ,770xx,N/a,N/a,N/a,Physical therapist assistant ,N/a,700-704,0,04/1998,$0.00,15,0,32,n/a,"$34,864.00",0,68.00%,n/a,0,n/a
"January 7, 2015",38417437,"$12,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,792 / month",20.58%,8 years ,072xx,N/a,N/a,N/a,Mechanic Operator,N/a,675-679,0,09/1998,$0.00,19,0,26,n/a,"$22,154.00",0,59.10%,n/a,0,n/a
"January 7, 2015",38417477,"$21,000",12.39%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,583 / month",21.12%,10+ years ,731xx,N/a,N/a,N/a,Staff Assistant,N/a,680-684,0,03/1996,$0.00,22,0,38,n/a,"$25,109.00",0,55.40%,n/a,2,n/a
"January 7, 2015",38417614,"$10,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",9.00%,n/a,448xx,N/a,N/a,N/a,n/a,N/a,670-674,0,12/2001,$0.00,16,0,20,n/a,"$6,676.00",1,49.50%,76,0,n/a
"January 7, 2015",38417618,"$15,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,975 / month",6.52%,7 years ,452xx,N/a,N/a,N/a,Inside Sales Manager,N/a,670-674,0,10/1999,$0.00,6,0,27,42,"$9,182.00",0,83.50%,n/a,1,69
"January 7, 2015",38417639,"$17,500",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,500 / month",11.81%,10+ years ,750xx,N/a,N/a,N/a,Billis Specialist,N/a,660-664,0,09/2002,$0.00,6,0,19,25,"$16,489.00",0,96.40%,n/a,1,n/a
"January 7, 2015",38417788,"$20,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,442 / month",3.96%,< 1 year ,705xx,N/a,N/a,N/a,Chief Financial Officer,N/a,680-684,0,08/2001,$0.00,16,1,27,13,"$14,608.00",0,27.20%,n/a,2,n/a
"January 7, 2015",38417811,"$18,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,833 / month",5.98%,8 years ,440xx,N/a,N/a,N/a,NATIONAL SALES MGR,N/a,685-689,0,03/1990,$0.00,8,0,14,36,$613.00,1,1.80%,54,1,n/a
"January 7, 2015",38417932,"$15,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,000 / month",12.39%,3 years ,341xx,N/a,N/a,N/a,practice administrator,N/a,690-694,0,09/1999,$0.00,14,0,27,77,"$17,763.00",0,43.50%,n/a,0,77
"January 7, 2015",38418140,"$21,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$8,167 / month",13.81%,3 years ,926xx,N/a,N/a,N/a,mechanical engineer,N/a,665-669,0,06/1998,$0.00,6,0,16,n/a,"$52,650.00",0,74.50%,n/a,2,n/a
"January 7, 2015",38418141,"$25,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$17,917 / month",16.95%,8 years ,782xx,N/a,N/a,N/a,Sales Director ,N/a,675-679,0,02/2002,$0.00,16,0,43,36,"$23,434.00",0,67.50%,n/a,2,68
"January 7, 2015",38418168,"$10,000",14.31%,1.00%,Five years after issuance,Five years after issuance,OWN,"$1,917 / month",27.40%,8 years ,454xx,N/a,N/a,N/a,Cashier,N/a,665-669,0,04/2002,$0.00,6,1,17,6,"$2,898.00",0,33.30%,n/a,2,6
"January 7, 2015",38418219,"$28,000",6.03%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$25,000 / month",29.68%,6 years ,926xx,N/a,N/a,N/a,Senior Director,N/a,725-729,0,08/1995,$0.00,19,0,34,36,"$204,002.00",0,55.00%,n/a,0,36
"January 7, 2015",38418224,"$5,000",6.03%,1.00%,Three years after issuance,Five years after issuance,OWN,"$15,333 / month",9.26%,2 years ,949xx,N/a,N/a,N/a,Director IT,N/a,685-689,0,03/1994,$0.00,11,0,40,43,"$13,372.00",0,66.20%,n/a,2,43
"January 7, 2015",38418227,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",18.24%,10+ years ,930xx,N/a,N/a,N/a,Lead Technician.,N/a,670-674,0,09/1995,$0.00,23,0,58,47,"$13,666.00",1,32.50%,39,3,47
"January 7, 2015",38418233,"$6,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",30.39%,7 years ,333xx,N/a,N/a,N/a,Human Resources Business Partner,N/a,725-729,0,03/2005,$0.00,15,1,43,15,"$13,341.00",0,46.40%,n/a,1,n/a
"January 7, 2015",38418242,"$16,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",26.97%,5 years ,853xx,N/a,N/a,N/a,Engineer,N/a,695-699,0,08/2000,$0.00,10,0,37,n/a,"$42,953.00",0,91.40%,n/a,1,n/a
"January 7, 2015",38418315,"$16,000",16.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,833 / month",38.13%,10+ years ,655xx,N/a,N/a,N/a,Instructor,N/a,700-704,0,02/2004,$0.00,7,0,28,57,"$11,609.00",0,74.90%,n/a,0,n/a
"January 7, 2015",38418318,"$17,875",11.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$7,500 / month",13.51%,2 years ,207xx,N/a,N/a,N/a,Special Security Specialist,N/a,690-694,0,01/1997,$0.00,8,0,39,41,"$9,708.00",0,44.10%,n/a,0,41
"January 7, 2015",38418339,"$16,500",12.39%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,417 / month",9.69%,n/a,481xx,N/a,N/a,N/a,n/a,N/a,660-664,0,05/1993,$0.00,9,0,17,35,"$8,782.00",1,87.00%,69,1,43
"January 7, 2015",38418409,"$14,000",8.67%,1.00%,Three years after issuance,Five years after issuance,OWN,"$7,817 / month",2.52%,4 years ,946xx,N/a,N/a,N/a,Senior Administrative Analyst,N/a,685-689,0,04/1994,$0.00,8,0,23,45,"$11,057.00",0,36.30%,n/a,0,45
"January 7, 2015",38418411,"$5,000",14.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",21.33%,10+ years ,630xx,N/a,N/a,N/a,leadman ,N/a,660-664,0,10/2004,$0.00,6,2,25,14,"$3,996.00",0,99.90%,n/a,0,n/a
"January 7, 2015",38418429,"$10,000",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,083 / month",14.76%,10+ years ,853xx,N/a,N/a,N/a,Registered RN,N/a,660-664,0,08/2001,$0.00,12,0,26,68,"$9,229.00",1,54.00%,63,3,n/a
"January 7, 2015",38418499,"$12,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$10,667 / month",23.08%,8 years ,997xx,N/a,N/a,N/a,General Manager,N/a,705-709,0,06/1994,$0.00,12,2,25,21,"$10,375.00",1,56.40%,99,0,n/a
"January 7, 2015",38418526,"$31,800",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,500 / month",7.85%,n/a,951xx,N/a,N/a,N/a,n/a,N/a,670-674,0,01/2009,$0.00,7,0,7,n/a,"$19,899.00",0,83.30%,n/a,0,n/a
"January 7, 2015",38418887,"$20,000",18.54%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,167 / month",33.61%,8 years ,483xx,N/a,N/a,N/a,Director of Dining Services,N/a,660-664,0,05/2006,$0.00,19,0,34,n/a,"$23,024.00",0,94.40%,n/a,3,n/a
"January 7, 2015",38418999,"$18,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",13.38%,3 years ,787xx,N/a,N/a,N/a,owner,N/a,685-689,0,05/2004,$0.00,11,1,25,13,"$13,209.00",0,67.10%,n/a,1,n/a
"January 7, 2015",38419034,"$12,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,333 / month",19.33%,1 year ,730xx,N/a,N/a,N/a,Assistant Professor,N/a,670-674,0,07/2006,$0.00,21,0,33,34,"$20,231.00",0,43.40%,n/a,0,n/a
"January 7, 2015",38425698,"$18,500",11.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,333 / month",33.84%,2 years ,207xx,N/a,N/a,N/a,Graphic Designer,N/a,710-714,0,07/1997,$0.00,12,0,15,40,"$31,616.00",1,97.30%,24,0,n/a
"January 7, 2015",38425794,"$7,000",12.39%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,167 / month",22.37%,10+ years ,461xx,N/a,N/a,N/a,A/P Coordinator,N/a,660-664,0,08/1996,$0.00,13,0,43,n/a,"$5,960.00",2,19.80%,53,3,n/a
"January 7, 2015",38425923,"$15,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,667 / month",22.16%,10+ years ,750xx,N/a,N/a,N/a,Senior Manager,N/a,715-719,0,05/1991,$0.00,15,1,24,20,"$19,355.00",1,62.60%,69,0,59
"January 7, 2015",38427334,"$20,025",15.59%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,750 / month",15.35%,10+ years ,857xx,N/a,N/a,N/a,grocery manager,N/a,680-684,0,05/2000,$0.00,12,0,27,40,"$14,214.00",0,57.80%,n/a,0,66
"January 7, 2015",38427431,"$25,450",21.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,833 / month",36.35%,n/a,322xx,N/a,N/a,N/a,n/a,N/a,680-684,0,04/1995,$0.00,11,0,28,72,"$35,008.00",0,84.80%,n/a,0,n/a
"January 7, 2015",38427605,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,917 / month",24.49%,4 years ,600xx,N/a,N/a,N/a,IS analyst,N/a,660-664,0,03/2001,$0.00,16,0,21,33,"$20,699.00",0,58.00%,n/a,2,33
"January 7, 2015",38427900,"$17,500",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,750 / month",24.00%,10+ years ,433xx,N/a,N/a,N/a,"Manager, Transportation the Americas",N/a,670-674,0,11/2000,$0.00,14,0,33,26,"$12,459.00",0,60.50%,n/a,0,n/a
"January 7, 2015",38428047,"$20,000",13.66%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,167 / month",18.47%,10+ years ,968xx,N/a,N/a,N/a,Financial Management Officer,N/a,660-664,0,01/2001,$0.00,15,2,25,3,"$21,318.00",0,60.60%,n/a,1,75
"January 7, 2015",38428174,"$10,000",14.31%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,371 / month",0.00%,n/a,331xx,N/a,N/a,N/a,n/a,N/a,720-724,0,04/1973,$0.00,11,0,27,32,$0.00,0,0.00%,n/a,3,32
"January 7, 2015",38428329,"$28,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$52,500 / month",9.94%,< 1 year ,928xx,N/a,N/a,N/a,Consultant,N/a,765-769,0,11/2002,$0.00,35,0,66,n/a,"$18,821.00",0,15.90%,n/a,2,n/a
"January 7, 2015",38428364,"$24,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,333 / month",11.55%,10+ years ,352xx,N/a,N/a,N/a,Senior Engineer,N/a,730-734,0,07/1996,$0.00,5,0,15,n/a,"$23,353.00",0,95.30%,n/a,1,n/a
"January 7, 2015",38428367,"$12,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",32.54%,3 years ,774xx,N/a,N/a,N/a,IT MANAGER,N/a,720-724,0,12/1998,$0.00,18,0,41,82,"$21,579.00",0,36.70%,n/a,0,n/a
"January 7, 2015",38428397,"$21,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",24.53%,10+ years ,700xx,N/a,N/a,N/a,supervisor,N/a,720-724,0,07/2004,$0.00,9,0,28,43,"$13,688.00",0,58.50%,n/a,0,n/a
