Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"January 7, 2015",38559970,"$12,000",14.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",27.22%,< 1 year ,741xx,N/a,N/a,N/a,Owner,N/a,695-699,0,11/1999,$0.00,14,1,33,15,"$13,220.00",1,55.10%,116,1,n/a
"January 7, 2015",38559976,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,333 / month",25.26%,2 years ,481xx,N/a,N/a,N/a,Postdoctoral Program Coordinator,N/a,690-694,0,01/1999,$0.00,13,0,29,71,"$22,442.00",0,72.40%,n/a,1,71
"January 7, 2015",38559998,"$9,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,833 / month",17.40%,10+ years ,930xx,N/a,N/a,N/a,Director Field operations,N/a,750-754,0,01/1995,$0.00,6,0,26,56,$0.00,0,0.00%,n/a,0,n/a
"January 7, 2015",38560115,"$8,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,333 / month",19.96%,10+ years ,875xx,N/a,N/a,N/a,Executive Director,N/a,670-674,0,01/1996,$0.00,10,2,22,4,"$8,458.00",3,60.00%,74,0,n/a
"January 7, 2015",38560118,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,000 / month",25.45%,n/a,111xx,N/a,N/a,N/a,n/a,N/a,675-679,0,10/2002,$0.00,15,1,32,18,"$6,964.00",0,63.30%,n/a,0,34
"January 7, 2015",38560218,"$17,750",21.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,529 / month",37.43%,10+ years ,397xx,N/a,N/a,N/a,Research Associate 1,N/a,665-669,0,08/1996,$0.00,23,0,39,n/a,"$19,831.00",1,59.70%,112,1,n/a
"January 7, 2015",38560230,"$9,575",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,750 / month",21.64%,3 years ,325xx,N/a,N/a,N/a,Wedding Planner,N/a,680-684,0,12/2003,$0.00,14,0,28,34,"$15,676.00",0,66.70%,n/a,0,n/a
"January 7, 2015",38560315,"$9,600",12.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$13,583 / month",12.43%,10+ years ,221xx,N/a,N/a,N/a,OWNER,N/a,680-684,0,08/1998,$0.00,5,0,31,67,$8.00,2,0.10%,70,1,67
"January 7, 2015",38560333,"$15,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",38.33%,< 1 year ,300xx,N/a,N/a,N/a,QA Engineer,N/a,700-704,0,03/2000,$0.00,18,0,52,33,"$43,588.00",0,65.30%,n/a,0,33
"January 7, 2015",38565292,"$28,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",20.94%,10+ years ,480xx,N/a,N/a,N/a,Registered Nurse,N/a,680-684,0,11/1998,$0.00,17,0,38,67,"$26,821.00",1,34.50%,78,0,67
"January 7, 2015",38566476,"$17,500",14.31%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,750 / month",22.99%,10+ years ,334xx,N/a,N/a,N/a,Chemist,N/a,700-704,0,04/2004,$0.00,6,0,16,n/a,"$8,316.00",0,52.00%,n/a,1,n/a
"January 7, 2015",38566922,"$17,000",14.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",39.97%,2 years ,130xx,N/a,N/a,N/a,PEER SUPPORT,N/a,705-709,0,01/1992,$0.00,16,1,43,8,"$20,448.00",0,56.00%,n/a,0,n/a
"January 7, 2015",38567690,"$8,000",7.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",12.90%,10+ years ,140xx,N/a,N/a,N/a,Graduate Program Administrator,N/a,700-704,0,05/1997,$0.00,14,0,28,n/a,"$8,476.00",1,49.00%,117,0,n/a
"January 7, 2015",38567894,"$14,000",14.31%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",7.98%,10+ years ,746xx,N/a,N/a,N/a,president,N/a,670-674,0,06/2003,$0.00,9,0,19,n/a,"$9,635.00",0,44.80%,n/a,0,n/a
"January 7, 2015",38568370,"$35,000",14.31%,1.00%,Five years after issuance,Five years after issuance,OWN,"$9,583 / month",38.35%,< 1 year ,761xx,N/a,N/a,N/a,C# Developer,N/a,720-724,0,03/1992,$0.00,7,0,32,n/a,"$30,776.00",0,93.50%,n/a,0,n/a
"January 7, 2015",38568374,"$9,600",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",12.50%,< 1 year ,787xx,N/a,N/a,N/a,System Administrator II,N/a,660-664,0,10/1996,$0.00,7,0,11,n/a,"$9,615.00",0,90.70%,n/a,0,n/a
"January 7, 2015",38568408,"$6,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,083 / month",20.42%,6 years ,277xx,N/a,N/a,N/a,Account Executive ,N/a,660-664,0,04/1996,$0.00,10,1,32,3,"$25,268.00",0,102.30%,n/a,0,74
"January 7, 2015",38568429,"$10,800",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",8.91%,10+ years ,333xx,N/a,N/a,N/a,Dsr. District sales rep,N/a,670-674,0,08/2001,$0.00,15,1,27,14,"$36,196.00",0,82.50%,n/a,1,n/a
"January 7, 2015",38568530,"$35,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,167 / month",21.57%,10+ years ,371xx,N/a,N/a,N/a,MANAGEMENT,N/a,690-694,0,12/1989,$0.00,16,0,36,35,"$44,141.00",0,66.40%,n/a,1,n/a
"January 7, 2015",38568544,"$30,000",10.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$7,833 / month",11.57%,8 years ,787xx,N/a,N/a,N/a,Account Director,N/a,720-724,0,11/1990,$0.00,7,0,25,n/a,"$42,717.00",0,64.10%,n/a,0,n/a
"January 7, 2015",38568619,"$32,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",17.72%,4 years ,233xx,N/a,N/a,N/a,mechanic,N/a,695-699,0,04/2003,$0.00,10,0,20,n/a,"$26,598.00",0,75.60%,n/a,0,n/a
"January 7, 2015",38568661,"$24,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$8,167 / month",27.81%,3 years ,490xx,N/a,N/a,N/a,Director information Strategy,N/a,665-669,0,08/1997,$0.00,8,1,38,20,"$26,893.00",0,97.80%,n/a,1,44
"January 7, 2015",38568682,"$32,425",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,883 / month",17.59%,10+ years ,463xx,N/a,N/a,N/a,Teacher,N/a,690-694,0,05/1984,$0.00,16,1,38,5,"$33,204.00",0,73.10%,n/a,0,29
"January 7, 2015",38568737,"$16,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",37.74%,10+ years ,784xx,N/a,N/a,N/a,Owner-Director,N/a,750-754,0,05/1996,$0.00,12,0,42,43,"$11,886.00",0,34.00%,n/a,0,n/a
"January 7, 2015",38568768,"$18,000",14.31%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,167 / month",22.73%,6 years ,286xx,N/a,N/a,N/a,Lead Person,N/a,690-694,0,05/1994,$0.00,12,0,16,n/a,"$12,446.00",0,96.50%,n/a,0,n/a
"January 7, 2015",38568827,"$16,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,083 / month",13.08%,1 year ,483xx,N/a,N/a,N/a,Sales,N/a,685-689,0,11/2001,$0.00,19,0,48,43,"$15,209.00",0,31.80%,n/a,0,43
"January 7, 2015",38568859,"$18,725",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,583 / month",16.89%,9 years ,240xx,N/a,N/a,N/a,Utility Planner,N/a,720-724,0,05/2000,$0.00,11,0,36,n/a,"$24,497.00",0,30.40%,n/a,0,n/a
"January 7, 2015",38569001,"$18,275",15.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,333 / month",26.91%,1 year ,325xx,N/a,N/a,N/a,Finance manager,N/a,675-679,0,11/1995,$0.00,8,0,14,n/a,"$28,141.00",0,100.90%,n/a,0,n/a
"January 7, 2015",38569008,"$16,000",15.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,333 / month",23.94%,4 years ,361xx,N/a,N/a,N/a,Owner,N/a,675-679,0,11/1993,$0.00,4,0,5,n/a,"$9,835.00",4,92.80%,70,1,n/a
"January 7, 2015",38569054,"$20,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,750 / month",36.72%,10+ years ,981xx,N/a,N/a,N/a,Childcare Provider/ House Manager,N/a,665-669,0,06/1998,$0.00,11,0,18,74,"$34,204.00",0,81.60%,n/a,0,n/a
"January 7, 2015",38569100,"$14,750",15.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,117 / month",6.61%,7 years ,730xx,N/a,N/a,N/a,Business Manager,N/a,665-669,0,06/2004,$0.00,5,0,12,n/a,"$7,660.00",0,100.80%,n/a,2,n/a
"January 7, 2015",38569107,"$16,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",8.60%,8 years ,346xx,N/a,N/a,N/a,owner,N/a,670-674,0,04/1994,$0.00,17,0,44,n/a,"$2,687.00",1,10.00%,71,2,67
"January 7, 2015",38569204,"$16,875",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",30.93%,4 years ,925xx,N/a,N/a,N/a,Counselor,N/a,700-704,0,09/1996,$0.00,16,0,45,49,"$19,210.00",0,47.40%,n/a,1,65
"January 7, 2015",38569215,"$12,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",21.86%,7 years ,078xx,N/a,N/a,N/a,teacher,N/a,670-674,0,09/1990,$0.00,12,4,18,8,"$5,024.00",0,17.60%,n/a,0,27
"January 7, 2015",38569228,"$24,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,417 / month",14.46%,8 years ,956xx,N/a,N/a,N/a,Owner,N/a,695-699,0,02/2006,$0.00,20,0,28,38,"$15,297.00",0,31.40%,n/a,1,n/a
"January 7, 2015",38569243,"$10,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,966 / month",26.31%,2 years ,498xx,N/a,N/a,N/a,Database Administrator I,N/a,685-689,0,09/2007,$0.00,19,0,31,n/a,"$9,488.00",0,37.80%,n/a,1,n/a
"January 7, 2015",38569244,"$24,000",6.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",9.39%,4 years ,871xx,N/a,N/a,N/a,Systems Engineer II,N/a,730-734,0,09/2003,$0.00,10,0,18,n/a,"$18,439.00",0,46.30%,n/a,1,n/a
"January 7, 2015",38569304,"$30,000",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$11,667 / month",10.30%,9 years ,981xx,N/a,N/a,N/a,"Owner, Creative Director",N/a,705-709,0,10/1993,$0.00,9,0,21,48,"$23,232.00",0,55.20%,n/a,0,n/a
"January 7, 2015",38569338,"$6,000",6.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$9,583 / month",11.22%,5 years ,225xx,N/a,N/a,N/a,Inspector ,N/a,665-669,0,05/1998,$0.00,17,0,43,61,"$1,695.00",1,8.50%,54,0,61
"January 7, 2015",38569376,"$8,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,583 / month",10.55%,10+ years ,936xx,N/a,N/a,N/a,Inventory controler,N/a,670-674,0,02/2003,$0.00,12,1,20,12,"$10,183.00",0,56.90%,n/a,0,40
"January 7, 2015",38569387,"$11,875",17.14%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,083 / month",26.02%,n/a,599xx,N/a,N/a,N/a,n/a,N/a,675-679,0,02/1972,$0.00,19,2,27,15,"$10,598.00",0,44.30%,n/a,1,19
"January 7, 2015",38569399,"$19,525",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,683 / month",27.06%,10+ years ,598xx,N/a,N/a,N/a,phlebotomist,N/a,690-694,0,12/1976,$0.00,10,1,26,11,"$5,813.00",0,84.20%,n/a,0,n/a
"January 7, 2015",38569463,"$10,000",14.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,100 / month",29.94%,2 years ,472xx,N/a,N/a,N/a,Computer Technician,N/a,700-704,0,04/1991,$0.00,8,0,8,n/a,"$18,736.00",0,50.40%,n/a,0,n/a
"January 7, 2015",38569513,"$20,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,667 / month",25.42%,< 1 year ,031xx,N/a,N/a,N/a,Registered Nurse,N/a,665-669,0,12/1987,$0.00,8,0,25,39,"$24,521.00",0,66.10%,n/a,0,39
"January 7, 2015",38569588,"$11,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,333 / month",17.96%,6 years ,370xx,N/a,N/a,N/a,Construction Rep,N/a,720-724,0,10/2000,$0.00,8,0,39,47,$978.00,0,5.30%,n/a,0,47
"January 7, 2015",38569614,"$10,100",12.99%,1.00%,Three years after issuance,Five years after issuance,OWN,"$1,917 / month",13.78%,1 year ,805xx,N/a,N/a,N/a,Driver,N/a,665-669,0,09/2002,$0.00,8,0,14,39,"$10,528.00",1,68.40%,47,0,n/a
"January 7, 2015",38569628,"$6,950",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,500 / month",10.25%,n/a,402xx,N/a,N/a,N/a,n/a,N/a,715-719,0,10/1996,$0.00,11,0,37,n/a,"$4,204.00",0,13.10%,n/a,1,n/a
"January 7, 2015",38569757,"$5,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,417 / month",18.50%,10+ years ,124xx,N/a,N/a,N/a,Plumber,N/a,700-704,0,11/1999,$0.00,6,0,18,n/a,"$6,418.00",0,52.00%,n/a,4,33
"January 7, 2015",38569771,"$28,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$19,667 / month",16.77%,2 years ,921xx,N/a,N/a,N/a,Software Engineer,N/a,715-719,0,04/1999,$0.00,13,0,30,n/a,"$104,248.00",0,66.50%,n/a,1,n/a
"January 7, 2015",38569775,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$11,000 / month",16.82%,2 years ,657xx,N/a,N/a,N/a,Anesthesiologist Assistant,N/a,685-689,0,03/2004,$0.00,10,1,40,15,"$9,121.00",0,123.30%,n/a,0,n/a
"January 7, 2015",38569781,"$24,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$10,000 / month",15.14%,< 1 year ,902xx,N/a,N/a,N/a,Part Time Physician,N/a,670-674,0,09/2000,$0.00,26,2,65,6,"$21,599.00",0,38.00%,n/a,0,6
"January 7, 2015",38569956,"$6,000",8.67%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,417 / month",22.35%,9 years ,138xx,N/a,N/a,N/a,Owner,N/a,670-674,0,12/1998,$0.00,12,0,33,n/a,"$4,768.00",1,35.10%,73,1,n/a
"January 7, 2015",38569960,"$9,500",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$5,000 / month",17.88%,10+ years ,610xx,N/a,N/a,N/a,Whey Process Specialist,N/a,660-664,0,10/2001,$0.00,6,0,34,67,"$6,247.00",4,52.50%,57,1,67
"January 7, 2015",38569965,"$13,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",1.65%,4 years ,484xx,N/a,N/a,N/a,Member,N/a,660-664,0,10/1996,$0.00,9,0,35,37,"$2,771.00",1,6.50%,42,2,37
"January 7, 2015",38569980,"$10,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,000 / month",14.30%,8 years ,306xx,N/a,N/a,N/a,SENIOR RESEARCH SCIENTIST,N/a,680-684,0,02/1989,$0.00,18,0,37,64,"$25,700.00",2,84.00%,72,1,64
"January 7, 2015",38569996,"$7,500",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$9,083 / month",9.34%,6 years ,760xx,N/a,N/a,N/a,Chief Technology Officer,N/a,685-689,0,03/2008,$0.00,5,0,8,n/a,"$7,294.00",0,97.30%,n/a,0,n/a
"January 7, 2015",38570015,"$5,200",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,917 / month",16.70%,10+ years ,104xx,N/a,N/a,N/a,porter,N/a,680-684,0,11/1998,$0.00,6,0,14,61,"$3,317.00",0,60.30%,n/a,0,n/a
"January 7, 2015",38570022,"$3,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,833 / month",33.53%,< 1 year ,194xx,N/a,N/a,N/a,Loan Officer/Sales Manager,N/a,695-699,0,11/1999,$0.00,11,0,23,n/a,"$49,395.00",0,86.50%,n/a,0,n/a
"January 7, 2015",38570041,"$15,000",18.54%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,417 / month",23.78%,n/a,117xx,N/a,N/a,N/a,n/a,N/a,800-804,0,09/1986,$0.00,24,0,49,n/a,"$3,251.00",0,2.60%,n/a,3,n/a
"January 7, 2015",38570096,"$13,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,500 / month",5.04%,10+ years ,064xx,N/a,N/a,N/a,Conductor,N/a,660-664,0,11/1991,$0.00,7,1,17,3,"$12,565.00",1,90.40%,31,0,29
"January 7, 2015",38570231,"$12,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",23.96%,5 years ,112xx,N/a,N/a,N/a,Research Fellow,N/a,680-684,0,08/2001,$0.00,13,0,27,43,"$14,846.00",0,60.10%,n/a,1,n/a
"January 7, 2015",38570323,"$6,000",13.66%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,417 / month",30.71%,4 years ,850xx,N/a,N/a,N/a,Leasing agent,N/a,670-674,0,08/2003,$0.00,4,0,29,n/a,"$5,574.00",1,73.30%,95,0,n/a
"January 7, 2015",38570351,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,167 / month",20.16%,3 years ,327xx,N/a,N/a,N/a,Police Officer,N/a,690-694,0,03/2004,$0.00,18,0,50,n/a,"$8,141.00",0,33.10%,n/a,0,n/a
"January 7, 2015",38570383,"$7,400",16.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",30.00%,10+ years ,891xx,N/a,N/a,N/a,valet,N/a,665-669,0,11/1993,$0.00,12,0,34,n/a,"$7,573.00",1,66.00%,78,5,75
"January 7, 2015",38570490,"$14,475",23.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",35.56%,10+ years ,703xx,N/a,N/a,N/a,dairy manger,N/a,665-669,0,12/2002,$0.00,10,1,18,13,"$6,906.00",0,51.90%,n/a,0,13
"January 7, 2015",38574639,"$15,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,083 / month",8.56%,10+ years ,451xx,N/a,N/a,N/a,Compliance Analyst,N/a,690-694,0,01/2002,$0.00,7,0,15,59,"$6,452.00",0,67.90%,n/a,0,59
"January 7, 2015",38575268,"$12,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",9.34%,10+ years ,114xx,N/a,N/a,N/a,Administrative Assistant,N/a,670-674,0,06/2004,$0.00,13,1,21,14,"$6,961.00",1,31.90%,113,0,30
"January 7, 2015",38576488,"$20,000",13.66%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,681 / month",30.98%,10+ years ,377xx,N/a,N/a,N/a,warehouse logistics,N/a,680-684,0,05/1998,$0.00,11,0,22,24,"$43,036.00",0,92.40%,n/a,2,n/a
"January 7, 2015",38576946,"$10,200",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",17.63%,3 years ,981xx,N/a,N/a,N/a,Restaurant,N/a,670-674,0,03/2001,$0.00,4,0,12,n/a,"$6,581.00",1,68.00%,50,4,46
"January 7, 2015",38577365,"$7,000",6.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,500 / month",6.24%,n/a,427xx,N/a,N/a,N/a,n/a,N/a,745-749,0,01/2002,$0.00,4,0,5,n/a,"$6,789.00",0,28.10%,n/a,0,n/a
"January 7, 2015",38577776,"$20,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,667 / month",29.81%,10+ years ,335xx,N/a,N/a,N/a,Business Customer Service,N/a,710-714,0,04/2000,$0.00,9,0,14,n/a,"$28,856.00",0,79.70%,n/a,0,n/a
"January 7, 2015",38578114,"$12,650",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,500 / month",8.85%,10+ years ,208xx,N/a,N/a,N/a,Health Scientist Administrator,N/a,685-689,0,10/1984,$0.00,7,2,17,12,"$9,268.00",1,61.00%,17,0,n/a
"January 7, 2015",38578492,"$30,000",16.49%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,807 / month",19.15%,< 1 year ,926xx,N/a,N/a,N/a,Clinical Laboratory Scientist,N/a,680-684,0,09/2006,$0.00,10,0,33,n/a,"$16,018.00",0,84.30%,n/a,0,n/a
"January 7, 2015",38578499,"$20,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",27.44%,2 years ,294xx,N/a,N/a,N/a,Manager,N/a,695-699,0,04/2001,$0.00,7,0,17,n/a,"$23,545.00",0,82.30%,n/a,1,n/a
"January 7, 2015",38578511,"$30,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,083 / month",8.58%,n/a,339xx,N/a,N/a,N/a,n/a,N/a,715-719,0,01/1989,$0.00,9,0,29,n/a,"$35,902.00",0,63.80%,n/a,0,n/a
"January 7, 2015",38578528,"$28,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",18.55%,10+ years ,124xx,N/a,N/a,N/a,Staff Sergeant,N/a,690-694,0,08/1990,$0.00,11,0,19,n/a,"$27,988.00",0,41.40%,n/a,1,n/a
"January 7, 2015",38578533,"$15,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,833 / month",16.42%,2 years ,088xx,N/a,N/a,N/a,collision repair technician,N/a,670-674,0,08/2011,$0.00,12,0,15,n/a,"$13,639.00",0,37.20%,n/a,0,n/a
"January 7, 2015",38578550,"$15,000",12.99%,1.00%,Five years after issuance,Five years after issuance,OWN,"$5,000 / month",34.82%,3 years ,113xx,N/a,N/a,N/a,Vice President,N/a,725-729,0,07/1993,$0.00,17,0,25,n/a,"$91,713.00",0,55.00%,n/a,0,n/a
"January 7, 2015",38578571,"$23,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,167 / month",22.96%,10+ years ,752xx,N/a,N/a,N/a,Program Manager,N/a,685-689,0,04/2005,$0.00,18,0,25,n/a,"$30,835.00",0,50.40%,n/a,0,n/a
"January 7, 2015",38578588,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,000 / month",14.59%,1 year ,331xx,N/a,N/a,N/a,sales person,N/a,675-679,0,07/2008,$0.00,13,0,18,n/a,"$11,154.00",0,42.20%,n/a,0,n/a
"January 7, 2015",38578600,"$15,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,750 / month",28.27%,10+ years ,330xx,N/a,N/a,N/a,DR.ASSISTANT,N/a,715-719,0,12/1979,$0.00,19,4,37,12,"$27,685.00",0,48.80%,n/a,0,n/a
"January 7, 2015",38578604,"$12,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",17.73%,1 year ,781xx,N/a,N/a,N/a,Revenue Cycle Analyst,N/a,695-699,0,10/2003,$0.00,14,0,28,40,"$10,983.00",0,50.60%,n/a,0,40
"January 7, 2015",38578610,"$9,800",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,292 / month",24.03%,10+ years ,070xx,N/a,N/a,N/a,Porter,N/a,675-679,0,03/2005,$0.00,10,1,21,22,"$9,697.00",0,64.20%,n/a,0,22
"January 7, 2015",38578725,"$15,675",11.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,329 / month",25.85%,n/a,945xx,N/a,N/a,N/a,n/a,N/a,705-709,0,08/1979,$0.00,16,0,28,n/a,"$26,657.00",0,52.20%,n/a,1,n/a
"January 7, 2015",38578767,"$16,000",9.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,500 / month",14.11%,1 year ,194xx,N/a,N/a,N/a,Executive Driver,N/a,680-684,0,03/2000,$0.00,7,0,19,n/a,"$16,072.00",0,70.50%,n/a,1,n/a
"January 7, 2015",38578804,"$25,000",14.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",26.77%,7 years ,178xx,N/a,N/a,N/a,Nurse,N/a,685-689,0,07/2001,$0.00,16,0,21,n/a,"$35,085.00",0,78.80%,n/a,1,n/a
"January 7, 2015",38578867,"$20,000",8.19%,1.00%,Three years after issuance,Five years after issuance,OWN,"$9,583 / month",6.94%,2 years ,100xx,N/a,N/a,N/a,"CEO, Founder",N/a,690-694,0,01/2002,$0.00,7,1,17,22,"$11,465.00",0,36.70%,n/a,0,n/a
"January 7, 2015",38578884,"$10,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",27.26%,8 years ,104xx,N/a,N/a,N/a,Bus operator ,N/a,740-744,0,04/2005,$0.00,13,0,25,n/a,"$4,877.00",0,18.70%,n/a,0,n/a
"January 7, 2015",38578903,"$15,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",20.27%,10+ years ,775xx,N/a,N/a,N/a,Massage therapist,N/a,670-674,0,03/2000,$0.00,19,2,41,2,"$17,297.00",0,48.70%,n/a,1,17
"January 7, 2015",38579018,"$29,000",14.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,425 / month",23.61%,n/a,925xx,N/a,N/a,N/a,n/a,N/a,670-674,0,03/2002,$0.00,11,0,29,60,"$19,341.00",1,65.80%,57,0,70
"January 7, 2015",38579028,"$28,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,713 / month",34.18%,10+ years ,462xx,N/a,N/a,N/a,"Director Facilities, Fleet Asset Mgt.",N/a,690-694,0,02/1991,$0.00,17,0,31,35,"$32,115.00",0,75.00%,n/a,0,n/a
"January 7, 2015",38579168,"$15,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",22.84%,1 year ,030xx,N/a,N/a,N/a,Lab Technician,N/a,735-739,0,05/1993,$0.00,17,0,37,25,"$10,996.00",0,44.70%,n/a,0,n/a
"January 7, 2015",38579178,"$12,000",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,417 / month",13.41%,4 years ,201xx,N/a,N/a,N/a,server,N/a,665-669,0,01/1993,$0.00,5,0,16,40,"$16,714.00",0,72.70%,n/a,1,40
"January 7, 2015",38579200,"$20,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",25.27%,7 years ,535xx,N/a,N/a,N/a,Regional Manager,N/a,670-674,0,01/2004,$0.00,13,0,23,n/a,"$37,484.00",0,86.60%,n/a,0,n/a
