Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
444106,"$5,000","$5,000",14.61%,1.00%,"September 25, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$4,500 / month",12.38%, 14 years 9 months,"BROOKLYN, NY",__,__,__,N/a,__,714-749,0,03/1989,$0.00,5,0,41,n/a,"$6,271.00",0,98.00%,n/a,4
444193,"$7,000","$7,000",12.87%,1.00%,"September 28, 2009","October 3, 2012","October 3, 2013",$0,OWN,"$5,417 / month",9.12%,5 years ,"ELIZABETH, NJ",__,__,__,N/a,__,679-713,0,07/2003,$0.00,6,0,10,n/a,"$7,361.00",0,72.20%,n/a,0
444223,"$12,000","$12,000",8.59%,1.00%,"September 23, 2009","October 3, 2012","October 3, 2013",$0,MORTGAGE,"$10,833 / month",6.61%, 10 months,"Western Springs, IL",__,__,__,N/a,__,750-779,0,10/1993,$0.00,11,0,37,n/a,"$11,867.00",0,21.40%,n/a,3
444243,"$10,000","$10,000",8.94%,1.00%,"September 24, 2009","October 3, 2012","October 3, 2013",$0,MORTGAGE,"$6,250 / month",12.64%, 4 years 9 months,"Allentown, PA",__,__,__,N/a,__,714-749,0,04/1995,$0.00,10,0,45,n/a,"$36,161.00",0,46.40%,n/a,1
444343,"$13,000","$13,000",11.14%,1.00%,"September 24, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$4,917 / month",18.63%, 2 years 4 months,"Sayreville, NJ",__,__,__,N/a,__,714-749,0,08/1994,$0.00,19,0,29,n/a,"$25,195.00",0,24.20%,n/a,0
444435,"$10,000","$10,000",14.96%,1.00%,"September 28, 2009","October 4, 2012","October 4, 2013",$0,RENT,"$13,750 / month",10.33%, 11 years 6 months,"MENLO PARK, CA",__,__,__,N/a,__,714-749,0,08/1996,$0.00,4,0,16,n/a,"$27,495.00",0,98.20%,n/a,0
444436,"$17,000","$17,000",11.14%,1.00%,"September 25, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$6,333 / month",6.65%, 7 years 6 months,"Mesa, AZ",__,__,__,N/a,__,750-779,0,12/1990,$0.00,7,0,22,n/a,"$6,542.00",0,32.70%,n/a,1
444464,"$5,950","$5,950",7.74%,1.00%,"September 23, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$3,750 / month",11.39%, 3 months,"Columbia, MD",__,__,__,N/a,__,780+,0,08/1997,$0.00,8,0,18,n/a,$711.00,0,2.50%,n/a,1
444466,"$1,800","$1,800",7.74%,1.00%,"September 25, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$2,267 / month",1.46%,27 years ,"BASIN, WY",__,__,__,N/a,__,780+,0,09/1994,$0.00,20,0,42,n/a,"$2,701.00",0,3.20%,n/a,4
444478,"$18,550","$18,550",11.83%,1.00%,"September 28, 2009","October 4, 2012","October 4, 2013",$0,RENT,"$3,583 / month",5.86%, 4 years 5 months,"Fairhaven, MA",__,__,__,N/a,__,714-749,0,12/1996,$0.00,5,0,15,79,"$10,133.00",0,25.60%,n/a,2
444508,"$5,000","$5,000",15.31%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$3,000 / month",3.23%,6 years ,"WEST PALM BEACH, FL",__,__,__,N/a,__,660-678,0,09/1996,$0.00,8,0,15,n/a,"$2,910.00",0,63.30%,n/a,4
444529,"$3,000","$3,000",12.53%,1.00%,"September 24, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$10,000 / month",3.48%, 3 years 6 months,"NAUGATUCK, CT",__,__,__,N/a,__,679-713,0,10/1988,$0.00,4,0,9,38,$334.00,0,5.60%,n/a,4
444553,"$7,750","$7,750",13.22%,1.00%,"September 28, 2009","October 4, 2012","October 4, 2013",$0,MORTGAGE,"$3,750 / month",17.60%, 2 years 7 months,"Eastlake, OH",__,__,__,N/a,__,679-713,0,03/1995,$0.00,9,1,26,17,$400.00,0,3.70%,n/a,5
444657,"$2,800","$2,800",13.57%,1.00%,"September 28, 2009","October 5, 2012","October 5, 2013",$0,MORTGAGE,"$5,510 / month",11.16%, 17 years 6 months,"TOPEKA, KS",__,__,__,N/a,__,660-678,0,01/1994,$0.00,6,0,21,34,"$26,343.00",0,83.40%,n/a,1
444692,"$16,000","$16,000",8.94%,1.00%,"September 25, 2009","October 5, 2012","October 5, 2013",$0,RENT,"$6,333 / month",6.79%, 6 years 4 months,"WALDEN, NY",__,__,__,N/a,__,750-779,0,01/1996,$0.00,8,0,30,n/a,"$7,254.00",0,15.40%,n/a,1
444704,"$4,200","$4,200",12.87%,1.00%,"September 25, 2009","October 5, 2012","October 5, 2013",$0,RENT,"$2,000 / month",7.15%, 2 years 1 month,"Hialeah, FL",__,__,__,N/a,__,714-749,0,07/2000,$0.00,3,0,5,n/a,"$9,559.00",0,85.30%,n/a,4
444786,"$13,000","$13,000",8.59%,1.00%,"September 28, 2009","October 5, 2012","October 5, 2013",$0,MORTGAGE,"$3,900 / month",2.87%, 4 years 7 months,"Albuquerque, NM",__,__,__,N/a,__,780+,0,07/1991,$0.00,6,0,20,n/a,"$6,049.00",0,19.10%,n/a,0
444810,"$8,500","$8,500",12.53%,1.00%,"September 25, 2009","October 5, 2012","October 5, 2013",$0,RENT,"$5,083 / month",16.11%,3 years ,"HERNDON, VA",__,__,__,N/a,__,679-713,0,12/2002,$0.00,10,0,24,40,"$9,836.00",0,69.80%,n/a,1
444846,"$15,000","$15,000",12.18%,1.00%,"September 28, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$6,750 / month",13.10%,n/a,"Plainfield, CT",__,__,__,N/a,__,750-779,0,12/1997,$0.00,23,0,44,n/a,"$7,135.00",0,8.30%,n/a,1
444870,"$9,000","$9,000",7.74%,1.00%,"September 24, 2009","October 5, 2012","October 5, 2013",$0,RENT,"$4,583 / month",9.93%, 7 years 2 months,"Mobile, AL",__,__,__,N/a,__,750-779,0,08/1992,$0.00,12,0,41,n/a,"$3,940.00",0,8.90%,n/a,1
444881,"$7,000","$7,000",7.40%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$3,833 / month",23.87%, 1 year 6 months,"Irvine, CA",__,__,__,N/a,__,750-779,0,10/2001,$0.00,10,0,27,n/a,"$1,095.00",0,5.20%,n/a,2
444907,"$10,000","$10,000",12.18%,1.00%,"September 24, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$6,000 / month",13.82%, 9 years 4 months,"Hudson, WI",__,__,__,N/a,__,679-713,0,03/1994,$0.00,12,0,26,n/a,"$36,014.00",0,66.10%,n/a,3
444960,"$4,000","$4,000",11.48%,1.00%,"September 28, 2009","October 6, 2012","October 6, 2013",$0,MORTGAGE,"$3,833 / month",22.93%,2 years ,"El Campo, TX",__,__,__,N/a,__,714-749,0,08/1999,$0.00,9,0,29,30,$0.00,0,0.00%,n/a,0
445130,"$3,000","$3,000",12.87%,1.00%,"September 25, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$3,608 / month",14.02%,14 years ,"Avon, CO",__,__,__,N/a,__,679-713,0,01/1998,$0.00,3,1,19,19,"$1,582.00",0,52.70%,n/a,4
445164,"$9,500","$9,500",12.53%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,MORTGAGE,"$5,000 / month",5.42%, 9 years 10 months,"WOODBRIDGE, VA",__,__,__,N/a,__,679-713,0,11/2003,$0.00,8,0,20,n/a,"$13,228.00",0,45.60%,n/a,0
445201,"$1,600","$1,600",14.96%,1.00%,"September 25, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$5,000 / month",6.42%, 9 months,"New York, NY",__,__,__,N/a,__,679-713,0,08/2004,$0.00,9,0,11,n/a,"$4,050.00",0,98.80%,n/a,2
445214,"$2,800","$2,800",15.31%,1.00%,"September 28, 2009","October 6, 2012","October 6, 2013",$0,RENT,"$1,250 / month",6.80%, 1 year 3 months,"MINNEAPOLIS, MN",__,__,__,N/a,__,660-678,0,09/2006,$0.00,6,2,12,22,$456.00,0,22.80%,n/a,1
445247,"$4,500","$4,500",14.26%,1.00%,"September 25, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$3,333 / month",2.34%, 4 years 10 months,"HOMETOWN, IL",__,__,__,N/a,__,679-713,0,06/2005,$0.00,4,0,4,n/a,"$1,847.00",0,42.00%,n/a,1
445271,"$3,000","$3,000",8.94%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,MORTGAGE,"$4,500 / month",7.44%, 7 years 1 month,"Silver Creek, GA",__,__,__,N/a,__,714-749,0,09/1997,$0.00,7,1,15,6,"$9,166.00",0,27.00%,n/a,1
445340,"$4,500","$4,500",12.53%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,RENT,"$5,000 / month",1.12%, 14 years 4 months,"WEST HAVEN, CT",__,__,__,N/a,__,679-713,0,03/1989,$0.00,6,0,9,29,"$1,916.00",1,43.50%,118,0
445359,"$3,000","$3,000",14.61%,1.00%,"September 28, 2009","October 7, 2012","October 7, 2013",$0,MORTGAGE,"$3,000 / month",22.13%, 1 month,"Colorado springs, CO",__,__,__,N/a,__,660-678,0,09/2001,$0.00,6,0,11,24,"$37,617.00",0,89.40%,n/a,0
